System,t,target X,target Y
great-vivacious-beetle,0.000000,1.254173,-2.605143
great-vivacious-beetle,0.010000,1.287192,-2.550193
great-vivacious-beetle,0.020000,1.319363,-2.496275
great-vivacious-beetle,0.030000,1.350693,-2.443380
great-vivacious-beetle,0.040000,1.381189,-2.391500
great-vivacious-beetle,0.050000,1.410855,-2.340626
great-vivacious-beetle,0.060000,1.439700,-2.290750
great-vivacious-beetle,0.070000,1.467729,-2.241864
great-vivacious-beetle,0.080000,1.494950,-2.193959
great-vivacious-beetle,0.090000,1.521367,-2.147027
great-vivacious-beetle,0.100000,1.546989,-2.101059
great-vivacious-beetle,0.110000,1.571821,-2.056046
great-vivacious-beetle,0.120000,1.595869,-2.011982
great-vivacious-beetle,0.130000,1.619141,-1.968856
great-vivacious-beetle,0.140000,1.641642,-1.926662
great-vivacious-beetle,0.150000,1.663379,-1.885389
great-vivacious-beetle,0.160000,1.684359,-1.845030
great-vivacious-beetle,0.170000,1.704588,-1.805577
great-vivacious-beetle,0.180000,1.724072,-1.767021
great-vivacious-beetle,0.190000,1.742818,-1.729353
great-vivacious-beetle,0.200000,1.760833,-1.692566
great-vivacious-beetle,0.210000,1.778122,-1.656650
great-vivacious-beetle,0.220000,1.794692,-1.621598
great-vivacious-beetle,0.230000,1.810550,-1.587401
great-vivacious-beetle,0.240000,1.825702,-1.554050
great-vivacious-beetle,0.250000,1.840155,-1.521537
great-vivacious-beetle,0.260000,1.853914,-1.489855
great-vivacious-beetle,0.270000,1.866987,-1.458993
great-vivacious-beetle,0.280000,1.879380,-1.428944
great-vivacious-beetle,0.290000,1.891099,-1.399700
great-vivacious-beetle,0.300000,1.902151,-1.371252
great-vivacious-beetle,0.310000,1.912543,-1.343591
great-vivacious-beetle,0.320000,1.922280,-1.316710
great-vivacious-beetle,0.330000,1.931369,-1.290600
great-vivacious-beetle,0.340000,1.939816,-1.265252
great-vivacious-beetle,0.350000,1.947629,-1.240658
great-vivacious-beetle,0.360000,1.954813,-1.216809
great-vivacious-beetle,0.370000,1.961375,-1.193698
great-vivacious-beetle,0.380000,1.967322,-1.171316
great-vivacious-beetle,0.390000,1.972659,-1.149654
great-vivacious-beetle,0.400000,1.977393,-1.128703
great-vivacious-beetle,0.410000,1.981531,-1.108457
great-vivacious-beetle,0.420000,1.985080,-1.088905
great-vivacious-beetle,0.430000,1.988045,-1.070040
great-vivacious-beetle,0.440000,1.990432,-1.051853
great-vivacious-beetle,0.450000,1.992250,-1.034337
great-vivacious-beetle,0.460000,1.993503,-1.017481
great-vivacious-beetle,0.470000,1.994199,-1.001279
great-vivacious-beetle,0.480000,1.994344,-0.985722
great-vivacious-beetle,0.490000,1.993943,-0.970800
great-vivacious-beetle,0.500000,1.993005,-0.956506
great-vivacious-beetle,0.510000,1.991535,-0.942832
great-vivacious-beetle,0.520000,1.989539,-0.929769
great-vivacious-beetle,0.530000,1.987025,-0.917308
great-vivacious-beetle,0.540000,1.983998,-0.905442
great-vivacious-beetle,0.550000,1.980465,-0.894161
great-vivacious-beetle,0.560000,1.976432,-0.883457
great-vivacious-beetle,0.570000,1.971906,-0.873323
great-vivacious-beetle,0.580000,1.966894,-0.863748
great-vivacious-beetle,0.590000,1.961401,-0.854726
great-vivacious-beetle,0.600000,1.955435,-0.846248
great-vivacious-beetle,0.610000,1.949001,-0.838305
great-vivacious-beetle,0.620000,1.942106,-0.830888
