System,t,target X,target Y
rebel-wine-beetle,0.000000,0.012976,-2.762105
rebel-wine-beetle,0.010000,-0.006168,-2.759198
rebel-wine-beetle,0.020000,-0.043071,-2.751246
rebel-wine-beetle,0.030000,-0.078754,-2.739130
rebel-wine-beetle,0.040000,-0.114498,-2.722635
rebel-wine-beetle,0.050000,-0.150062,-2.701599
rebel-wine-beetle,0.060000,-0.185285,-2.675792
rebel-wine-beetle,0.070000,-0.219969,-2.644958
rebel-wine-beetle,0.080000,-0.253872,-2.608816
rebel-wine-beetle,0.090000,-0.286738,-2.567135
rebel-wine-beetle,0.100000,-0.318271,-2.519700
rebel-wine-beetle,0.110000,-0.348158,-2.466358
rebel-wine-beetle,0.120000,-0.376055,-2.407113
rebel-wine-beetle,0.130000,-0.401633,-2.342102
rebel-wine-beetle,0.140000,-0.424574,-2.271597
rebel-wine-beetle,0.150000,-0.444576,-2.196064
rebel-wine-beetle,0.160000,-0.461406,-2.116075
rebel-wine-beetle,0.170000,-0.474899,-2.032373
rebel-wine-beetle,0.180000,-0.485005,-1.945846
rebel-wine-beetle,0.190000,-0.491726,-1.857503
rebel-wine-beetle,0.200000,-0.495172,-1.768422
rebel-wine-beetle,0.210000,-0.495543,-1.679701
rebel-wine-beetle,0.220000,-0.493119,-1.592424
rebel-wine-beetle,0.230000,-0.488251,-1.507619
rebel-wine-beetle,0.240000,-0.481352,-1.426231
rebel-wine-beetle,0.250000,-0.472885,-1.349102
rebel-wine-beetle,0.260000,-0.463364,-1.276959
rebel-wine-beetle,0.270000,-0.453355,-1.210407
rebel-wine-beetle,0.280000,-0.443475,-1.149918
rebel-wine-beetle,0.290000,-0.434400,-1.095830
rebel-wine-beetle,0.300000,-0.426870,-1.048329
rebel-wine-beetle,0.310000,-0.421680,-1.007433
rebel-wine-beetle,0.320000,-0.419675,-0.972969
rebel-wine-beetle,0.330000,-0.421719,-0.944551
rebel-wine-beetle,0.340000,-0.428655,-0.921563
rebel-wine-beetle,0.350000,-0.441103,-0.903209
rebel-wine-beetle,0.360000,-0.459214,-0.888667
rebel-wine-beetle,0.370000,-0.483704,-0.876628
rebel-wine-beetle,0.380000,-0.514794,-0.865719
rebel-wine-beetle,0.390000,-0.552377,-0.854498
rebel-wine-beetle,0.400000,-0.596009,-0.841553
rebel-wine-beetle,0.410000,-0.644916,-0.825591
rebel-wine-beetle,0.420000,-0.698070,-0.805435
rebel-wine-beetle,0.430000,-0.754131,-0.780469
rebel-wine-beetle,0.440000,-0.811775,-0.750209
