System,t,target X,target Y
thoughtful-steel-butterfly,0.000000,-0.568678,2.752892
thoughtful-steel-butterfly,0.010000,-0.577778,2.683757
thoughtful-steel-butterfly,0.020000,-0.586747,2.616273
thoughtful-steel-butterfly,0.030000,-0.595584,2.550424
thoughtful-steel-butterfly,0.040000,-0.604290,2.486196
thoughtful-steel-butterfly,0.050000,-0.612863,2.423572
thoughtful-steel-butterfly,0.060000,-0.621302,2.362539
thoughtful-steel-butterfly,0.070000,-0.629606,2.303080
thoughtful-steel-butterfly,0.080000,-0.637775,2.245182
thoughtful-steel-butterfly,0.090000,-0.645807,2.188827
thoughtful-steel-butterfly,0.100000,-0.653702,2.134002
thoughtful-steel-butterfly,0.110000,-0.661458,2.080691
thoughtful-steel-butterfly,0.120000,-0.669075,2.028879
thoughtful-steel-butterfly,0.130000,-0.676552,1.978551
thoughtful-steel-butterfly,0.140000,-0.683888,1.929691
thoughtful-steel-butterfly,0.150000,-0.691082,1.882285
thoughtful-steel-butterfly,0.160000,-0.698134,1.836317
thoughtful-steel-butterfly,0.170000,-0.705041,1.791772
thoughtful-steel-butterfly,0.180000,-0.711804,1.748635
thoughtful-steel-butterfly,0.190000,-0.718422,1.706891
thoughtful-steel-butterfly,0.200000,-0.724893,1.666525
thoughtful-steel-butterfly,0.210000,-0.731217,1.627521
thoughtful-steel-butterfly,0.220000,-0.737393,1.589864
thoughtful-steel-butterfly,0.230000,-0.743419,1.553539
thoughtful-steel-butterfly,0.240000,-0.749296,1.518531
thoughtful-steel-butterfly,0.250000,-0.755022,1.484825
thoughtful-steel-butterfly,0.260000,-0.760596,1.452405
thoughtful-steel-butterfly,0.270000,-0.766017,1.421257
thoughtful-steel-butterfly,0.280000,-0.771285,1.391365
thoughtful-steel-butterfly,0.290000,-0.776399,1.362714
thoughtful-steel-butterfly,0.300000,-0.781357,1.335289
thoughtful-steel-butterfly,0.310000,-0.786159,1.309075
thoughtful-steel-butterfly,0.320000,-0.790804,1.284056
thoughtful-steel-butterfly,0.330000,-0.795291,1.260217
thoughtful-steel-butterfly,0.340000,-0.799618,1.237544
thoughtful-steel-butterfly,0.350000,-0.803786,1.216021
thoughtful-steel-butterfly,0.360000,-0.807794,1.195632
thoughtful-steel-butterfly,0.370000,-0.811640,1.176364
thoughtful-steel-butterfly,0.380000,-0.815323,1.158199
thoughtful-steel-butterfly,0.390000,-0.818843,1.141124
thoughtful-steel-butterfly,0.400000,-0.822198,1.125124
thoughtful-steel-butterfly,0.410000,-0.825389,1.110182
thoughtful-steel-butterfly,0.420000,-0.828413,1.096284
thoughtful-steel-butterfly,0.430000,-0.831270,1.083415
thoughtful-steel-butterfly,0.440000,-0.833960,1.071559
thoughtful-steel-butterfly,0.450000,-0.836481,1.060701
thoughtful-steel-butterfly,0.460000,-0.838832,1.050827
thoughtful-steel-butterfly,0.470000,-0.841012,1.041920
thoughtful-steel-butterfly,0.480000,-0.843021,1.033966
thoughtful-steel-butterfly,0.490000,-0.844858,1.026950
thoughtful-steel-butterfly,0.500000,-0.846521,1.020857
thoughtful-steel-butterfly,0.510000,-0.848011,1.015670
thoughtful-steel-butterfly,0.520000,-0.849325,1.011376
thoughtful-steel-butterfly,0.530000,-0.850463,1.007959
thoughtful-steel-butterfly,0.540000,-0.851425,1.005403
thoughtful-steel-butterfly,0.550000,-0.852209,1.003694
thoughtful-steel-butterfly,0.560000,-0.852814,1.002817
thoughtful-steel-butterfly,0.570000,-0.853240,1.002755
thoughtful-steel-butterfly,0.580000,-0.853485,1.003495
thoughtful-steel-butterfly,0.590000,-0.853549,1.005021
thoughtful-steel-butterfly,0.600000,-0.853431,1.007317
thoughtful-steel-butterfly,0.610000,-0.853130,1.010369
thoughtful-steel-butterfly,0.620000,-0.852644,1.014161
thoughtful-steel-butterfly,0.630000,-0.851974,1.018679
thoughtful-steel-butterfly,0.640000,-0.851118,1.023906
thoughtful-steel-butterfly,0.650000,-0.850076,1.029829
thoughtful-steel-butterfly,0.660000,-0.848846,1.036431
thoughtful-steel-butterfly,0.670000,-0.847427,1.043698
thoughtful-steel-butterfly,0.680000,-0.845819,1.051614
thoughtful-steel-butterfly,0.690000,-0.844021,1.060164
thoughtful-steel-butterfly,0.700000,-0.842032,1.069333
thoughtful-steel-butterfly,0.710000,-0.839850,1.079106
thoughtful-steel-butterfly,0.720000,-0.837476,1.089468
thoughtful-steel-butterfly,0.730000,-0.834908,1.100403
thoughtful-steel-butterfly,0.740000,-0.832145,1.111896
thoughtful-steel-butterfly,0.750000,-0.829187,1.123933
thoughtful-steel-butterfly,0.760000,-0.826032,1.136498
thoughtful-steel-butterfly,0.770000,-0.822679,1.149575
thoughtful-steel-butterfly,0.780000,-0.819128,1.163150
thoughtful-steel-butterfly,0.790000,-0.815378,1.177208
thoughtful-steel-butterfly,0.800000,-0.811428,1.191733
thoughtful-steel-butterfly,0.810000,-0.807277,1.206710
thoughtful-steel-butterfly,0.820000,-0.802924,1.222124
thoughtful-steel-butterfly,0.830000,-0.798369,1.237960
thoughtful-steel-butterfly,0.840000,-0.793609,1.254202
thoughtful-steel-butterfly,0.850000,-0.788645,1.270836
thoughtful-steel-butterfly,0.860000,-0.783476,1.287846
thoughtful-steel-butterfly,0.870000,-0.778100,1.305217
thoughtful-steel-butterfly,0.880000,-0.772517,1.322934
thoughtful-steel-butterfly,0.890000,-0.766726,1.340982
thoughtful-steel-butterfly,0.900000,-0.760725,1.359345
thoughtful-steel-butterfly,0.910000,-0.754515,1.378009
thoughtful-steel-butterfly,0.920000,-0.748094,1.396958
thoughtful-steel-butterfly,0.930000,-0.741461,1.416178
thoughtful-steel-butterfly,0.940000,-0.734616,1.435652
thoughtful-steel-butterfly,0.950000,-0.727557,1.455365
thoughtful-steel-butterfly,0.960000,-0.720283,1.475304
thoughtful-steel-butterfly,0.970000,-0.712794,1.495451
thoughtful-steel-butterfly,0.980000,-0.705089,1.515793
thoughtful-steel-butterfly,0.990000,-0.697167,1.536314
thoughtful-steel-butterfly,1.000000,-0.689027,1.556999
thoughtful-steel-butterfly,1.010000,-0.680668,1.577833
thoughtful-steel-butterfly,1.020000,-0.672090,1.598800
thoughtful-steel-butterfly,1.030000,-0.663290,1.619885
thoughtful-steel-butterfly,1.040000,-0.654269,1.641074
thoughtful-steel-butterfly,1.050000,-0.645025,1.662350
thoughtful-steel-butterfly,1.060000,-0.635558,1.683700
thoughtful-steel-butterfly,1.070000,-0.625867,1.705107
thoughtful-steel-butterfly,1.080000,-0.615951,1.726556
thoughtful-steel-butterfly,1.090000,-0.605808,1.748033
thoughtful-steel-butterfly,1.100000,-0.595439,1.769522
thoughtful-steel-butterfly,1.110000,-0.584842,1.791008
thoughtful-steel-butterfly,1.120000,-0.574016,1.812476
thoughtful-steel-butterfly,1.130000,-0.562960,1.833911
thoughtful-steel-butterfly,1.140000,-0.551674,1.855296
thoughtful-steel-butterfly,1.150000,-0.540156,1.876619
thoughtful-steel-butterfly,1.160000,-0.528406,1.897862
thoughtful-steel-butterfly,1.170000,-0.516423,1.919011
thoughtful-steel-butterfly,1.180000,-0.504206,1.940051
thoughtful-steel-butterfly,1.190000,-0.491753,1.960967
thoughtful-steel-butterfly,1.200000,-0.479065,1.981743
thoughtful-steel-butterfly,1.210000,-0.466140,2.002365
thoughtful-steel-butterfly,1.220000,-0.452977,2.022816
thoughtful-steel-butterfly,1.230000,-0.439576,2.043083
thoughtful-steel-butterfly,1.240000,-0.425935,2.063149
thoughtful-steel-butterfly,1.250000,-0.412054,2.083000
thoughtful-steel-butterfly,1.260000,-0.397931,2.102620
thoughtful-steel-butterfly,1.270000,-0.383566,2.121994
thoughtful-steel-butterfly,1.280000,-0.368958,2.141108
thoughtful-steel-butterfly,1.290000,-0.354107,2.159945
thoughtful-steel-butterfly,1.300000,-0.339010,2.178491
thoughtful-steel-butterfly,1.310000,-0.323667,2.196731
thoughtful-steel-butterfly,1.320000,-0.308078,2.214649
thoughtful-steel-butterfly,1.330000,-0.292242,2.232230
thoughtful-steel-butterfly,1.340000,-0.276157,2.249459
thoughtful-steel-butterfly,1.350000,-0.259822,2.266321
thoughtful-steel-butterfly,1.360000,-0.243237,2.282801
thoughtful-steel-butterfly,1.370000,-0.226402,2.298883
thoughtful-steel-butterfly,1.380000,-0.209314,2.314553
thoughtful-steel-butterfly,1.390000,-0.191973,2.329795
thoughtful-steel-butterfly,1.400000,-0.174378,2.344594
thoughtful-steel-butterfly,1.410000,-0.156529,2.358934
thoughtful-steel-butterfly,1.420000,-0.138424,2.372802
thoughtful-steel-butterfly,1.430000,-0.120063,2.386181
thoughtful-steel-butterfly,1.440000,-0.101444,2.399056
thoughtful-steel-butterfly,1.450000,-0.082567,2.411412
thoughtful-steel-butterfly,1.460000,-0.063430,2.423234
thoughtful-steel-butterfly,1.470000,-0.044034,2.434507
thoughtful-steel-butterfly,1.480000,-0.024376,2.445216
thoughtful-steel-butterfly,1.490000,-0.004457,2.455345
thoughtful-steel-butterfly,1.500000,0.015725,2.464880
thoughtful-steel-butterfly,1.510000,0.036171,2.473804
thoughtful-steel-butterfly,1.520000,0.056881,2.482104
thoughtful-steel-butterfly,1.530000,0.077857,2.489763
thoughtful-steel-butterfly,1.540000,0.099099,2.496767
thoughtful-steel-butterfly,1.550000,0.120608,2.503101
thoughtful-steel-butterfly,1.560000,0.142386,2.508748
thoughtful-steel-butterfly,1.570000,0.164433,2.513695
thoughtful-steel-butterfly,1.580000,0.186749,2.517926
thoughtful-steel-butterfly,1.590000,0.209336,2.521425
thoughtful-steel-butterfly,1.600000,0.232196,2.524178
thoughtful-steel-butterfly,1.610000,0.255327,2.526169
thoughtful-steel-butterfly,1.620000,0.278732,2.527384
thoughtful-steel-butterfly,1.630000,0.302412,2.527807
thoughtful-steel-butterfly,1.640000,0.326367,2.527422
thoughtful-steel-butterfly,1.650000,0.350598,2.526215
thoughtful-steel-butterfly,1.660000,0.375107,2.524171
thoughtful-steel-butterfly,1.670000,0.399893,2.521274
thoughtful-steel-butterfly,1.680000,0.424958,2.517510
thoughtful-steel-butterfly,1.690000,0.450303,2.512862
thoughtful-steel-butterfly,1.700000,0.475929,2.507316
thoughtful-steel-butterfly,1.710000,0.501836,2.500857
thoughtful-steel-butterfly,1.720000,0.528026,2.493470
thoughtful-steel-butterfly,1.730000,0.554499,2.485139
thoughtful-steel-butterfly,1.740000,0.581256,2.475849
thoughtful-steel-butterfly,1.750000,0.608298,2.465585
thoughtful-steel-butterfly,1.760000,0.635627,2.454332
thoughtful-steel-butterfly,1.770000,0.663242,2.442074
thoughtful-steel-butterfly,1.780000,0.691146,2.428797
thoughtful-steel-butterfly,1.790000,0.719338,2.414486
thoughtful-steel-butterfly,1.800000,0.747820,2.399124
thoughtful-steel-butterfly,1.810000,0.776592,2.382697
thoughtful-steel-butterfly,1.820000,0.805656,2.365191
thoughtful-steel-butterfly,1.830000,0.835012,2.346589
thoughtful-steel-butterfly,1.840000,0.864661,2.326876
thoughtful-steel-butterfly,1.850000,0.894604,2.306037
thoughtful-steel-butterfly,1.860000,0.924842,2.284058
thoughtful-steel-butterfly,1.870000,0.955377,2.260923
thoughtful-steel-butterfly,1.880000,0.986208,2.236616
thoughtful-steel-butterfly,1.890000,1.017337,2.211123
thoughtful-steel-butterfly,1.900000,1.048764,2.184429
thoughtful-steel-butterfly,1.910000,1.080491,2.156518
thoughtful-steel-butterfly,1.920000,1.112518,2.127374
thoughtful-steel-butterfly,1.930000,1.144846,2.096984
thoughtful-steel-butterfly,1.940000,1.177477,2.065332
thoughtful-steel-butterfly,1.950000,1.210411,2.032402
thoughtful-steel-butterfly,1.960000,1.243649,1.998179
thoughtful-steel-butterfly,1.970000,1.277191,1.962649
thoughtful-steel-butterfly,1.980000,1.311039,1.925796
thoughtful-steel-butterfly,1.990000,1.345194,1.887604
thoughtful-steel-butterfly,2.000000,1.379657,1.848060
