System,t,target X,target Y
great-wine-beetle,0.000000,-0.445566,2.281048
great-wine-beetle,0.010000,-0.481429,2.273749
great-wine-beetle,0.020000,-0.517174,2.265886
great-wine-beetle,0.030000,-0.552790,2.257462
great-wine-beetle,0.040000,-0.588269,2.248477
great-wine-beetle,0.050000,-0.623602,2.238935
great-wine-beetle,0.060000,-0.658780,2.228838
great-wine-beetle,0.070000,-0.693796,2.218188
great-wine-beetle,0.080000,-0.728639,2.206988
great-wine-beetle,0.090000,-0.763301,2.195241
great-wine-beetle,0.100000,-0.797774,2.182949
great-wine-beetle,0.110000,-0.832049,2.170116
great-wine-beetle,0.120000,-0.866118,2.156745
great-wine-beetle,0.130000,-0.899973,2.142839
great-wine-beetle,0.140000,-0.933604,2.128402
great-wine-beetle,0.150000,-0.967003,2.113437
great-wine-beetle,0.160000,-1.000163,2.097948
great-wine-beetle,0.170000,-1.033074,2.081938
great-wine-beetle,0.180000,-1.065730,2.065413
great-wine-beetle,0.190000,-1.098121,2.048375
great-wine-beetle,0.200000,-1.130240,2.030829
great-wine-beetle,0.210000,-1.162079,2.012780
great-wine-beetle,0.220000,-1.193629,1.994231
great-wine-beetle,0.230000,-1.224884,1.975188
great-wine-beetle,0.240000,-1.255835,1.955656
great-wine-beetle,0.250000,-1.286474,1.935638
great-wine-beetle,0.260000,-1.316794,1.915140
great-wine-beetle,0.270000,-1.346788,1.894168
great-wine-beetle,0.280000,-1.376448,1.872725
great-wine-beetle,0.290000,-1.405767,1.850819
great-wine-beetle,0.300000,-1.434737,1.828453
great-wine-beetle,0.310000,-1.463351,1.805634
great-wine-beetle,0.320000,-1.491602,1.782367
great-wine-beetle,0.330000,-1.519484,1.758658
great-wine-beetle,0.340000,-1.546988,1.734513
great-wine-beetle,0.350000,-1.574109,1.709938
great-wine-beetle,0.360000,-1.600840,1.684939
great-wine-beetle,0.370000,-1.627174,1.659523
great-wine-beetle,0.380000,-1.653104,1.633694
great-wine-beetle,0.390000,-1.678624,1.607461
great-wine-beetle,0.400000,-1.703728,1.580829
great-wine-beetle,0.410000,-1.728410,1.553805
great-wine-beetle,0.420000,-1.752663,1.526395
great-wine-beetle,0.430000,-1.776481,1.498607
great-wine-beetle,0.440000,-1.799859,1.470448
great-wine-beetle,0.450000,-1.822790,1.441924
great-wine-beetle,0.460000,-1.845270,1.413042
great-wine-beetle,0.470000,-1.867292,1.383810
great-wine-beetle,0.480000,-1.888851,1.354235
great-wine-beetle,0.490000,-1.909941,1.324324
great-wine-beetle,0.500000,-1.930558,1.294084
great-wine-beetle,0.510000,-1.950696,1.263524
great-wine-beetle,0.520000,-1.970351,1.232650
great-wine-beetle,0.530000,-1.989517,1.201471
great-wine-beetle,0.540000,-2.008189,1.169994
great-wine-beetle,0.550000,-2.026364,1.138226
great-wine-beetle,0.560000,-2.044036,1.106177
great-wine-beetle,0.570000,-2.061201,1.073853
great-wine-beetle,0.580000,-2.077855,1.041263
great-wine-beetle,0.590000,-2.093994,1.008414
great-wine-beetle,0.600000,-2.109613,0.975316
great-wine-beetle,0.610000,-2.124710,0.941975
great-wine-beetle,0.620000,-2.139279,0.908402
great-wine-beetle,0.630000,-2.153318,0.874602
great-wine-beetle,0.640000,-2.166824,0.840586
great-wine-beetle,0.650000,-2.179791,0.806362
great-wine-beetle,0.660000,-2.192219,0.771937
great-wine-beetle,0.670000,-2.204102,0.737321
great-wine-beetle,0.680000,-2.215439,0.702523
great-wine-beetle,0.690000,-2.226227,0.667550
great-wine-beetle,0.700000,-2.236463,0.632411
great-wine-beetle,0.710000,-2.246144,0.597116
great-wine-beetle,0.720000,-2.255268,0.561673
great-wine-beetle,0.730000,-2.263833,0.526090
great-wine-beetle,0.740000,-2.271836,0.490377
great-wine-beetle,0.750000,-2.279276,0.454542
great-wine-beetle,0.760000,-2.286151,0.418595
great-wine-beetle,0.770000,-2.292459,0.382544
great-wine-beetle,0.780000,-2.298199,0.346398
great-wine-beetle,0.790000,-2.303369,0.310166
great-wine-beetle,0.800000,-2.307967,0.273857
great-wine-beetle,0.810000,-2.311993,0.237480
great-wine-beetle,0.820000,-2.315446,0.201044
great-wine-beetle,0.830000,-2.318325,0.164559
great-wine-beetle,0.840000,-2.320629,0.128033
great-wine-beetle,0.850000,-2.322357,0.091475
great-wine-beetle,0.860000,-2.323509,0.054894
great-wine-beetle,0.870000,-2.324086,0.018299
great-wine-beetle,0.880000,-2.324086,-0.018299
great-wine-beetle,0.890000,-2.323509,-0.054894
great-wine-beetle,0.900000,-2.322357,-0.091475
great-wine-beetle,0.910000,-2.320629,-0.128033
great-wine-beetle,0.920000,-2.318325,-0.164559
