System,t,target X,target Y
great-piquant-bumblebee,0.000000,-1.351899,-0.719907
great-piquant-bumblebee,0.010000,-1.373105,-0.779313
great-piquant-bumblebee,0.020000,-1.393801,-0.837057
great-piquant-bumblebee,0.030000,-1.413990,-0.893157
great-piquant-bumblebee,0.040000,-1.433678,-0.947628
great-piquant-bumblebee,0.050000,-1.452867,-1.000488
great-piquant-bumblebee,0.060000,-1.471563,-1.051751
great-piquant-bumblebee,0.070000,-1.489769,-1.101436
great-piquant-bumblebee,0.080000,-1.507490,-1.149557
great-piquant-bumblebee,0.090000,-1.524730,-1.196132
great-piquant-bumblebee,0.100000,-1.541493,-1.241177
great-piquant-bumblebee,0.110000,-1.557783,-1.284709
great-piquant-bumblebee,0.120000,-1.573605,-1.326743
great-piquant-bumblebee,0.130000,-1.588962,-1.367297
great-piquant-bumblebee,0.140000,-1.603859,-1.406386
great-piquant-bumblebee,0.150000,-1.618300,-1.444027
great-piquant-bumblebee,0.160000,-1.632290,-1.480237
great-piquant-bumblebee,0.170000,-1.645831,-1.515031
great-piquant-bumblebee,0.180000,-1.658929,-1.548427
great-piquant-bumblebee,0.190000,-1.671588,-1.580440
great-piquant-bumblebee,0.200000,-1.683812,-1.611088
great-piquant-bumblebee,0.210000,-1.695605,-1.640386
great-piquant-bumblebee,0.220000,-1.706971,-1.668351
great-piquant-bumblebee,0.230000,-1.717915,-1.695000
great-piquant-bumblebee,0.240000,-1.728440,-1.720348
great-piquant-bumblebee,0.250000,-1.738551,-1.744412
great-piquant-bumblebee,0.260000,-1.748252,-1.767209
great-piquant-bumblebee,0.270000,-1.757547,-1.788755
great-piquant-bumblebee,0.280000,-1.766441,-1.809066
great-piquant-bumblebee,0.290000,-1.774937,-1.828159
great-piquant-bumblebee,0.300000,-1.783040,-1.846050
great-piquant-bumblebee,0.310000,-1.790754,-1.862756
great-piquant-bumblebee,0.320000,-1.798084,-1.878293
great-piquant-bumblebee,0.330000,-1.805032,-1.892677
great-piquant-bumblebee,0.340000,-1.811604,-1.905926
great-piquant-bumblebee,0.350000,-1.817804,-1.918054
great-piquant-bumblebee,0.360000,-1.823635,-1.929079
great-piquant-bumblebee,0.370000,-1.829103,-1.939018
great-piquant-bumblebee,0.380000,-1.834211,-1.947885
great-piquant-bumblebee,0.390000,-1.838963,-1.955699
great-piquant-bumblebee,0.400000,-1.843364,-1.962475
great-piquant-bumblebee,0.410000,-1.847418,-1.968230
great-piquant-bumblebee,0.420000,-1.851128,-1.972980
great-piquant-bumblebee,0.430000,-1.854500,-1.976742
great-piquant-bumblebee,0.440000,-1.857537,-1.979531
great-piquant-bumblebee,0.450000,-1.860244,-1.981365
great-piquant-bumblebee,0.460000,-1.862625,-1.982260
great-piquant-bumblebee,0.470000,-1.864683,-1.982231
great-piquant-bumblebee,0.480000,-1.866423,-1.981297
great-piquant-bumblebee,0.490000,-1.867850,-1.979473
great-piquant-bumblebee,0.500000,-1.868967,-1.976775
great-piquant-bumblebee,0.510000,-1.869779,-1.973219
great-piquant-bumblebee,0.520000,-1.870290,-1.968823
great-piquant-bumblebee,0.530000,-1.870504,-1.963603
great-piquant-bumblebee,0.540000,-1.870425,-1.957575
great-piquant-bumblebee,0.550000,-1.870057,-1.950756
great-piquant-bumblebee,0.560000,-1.869405,-1.943161
great-piquant-bumblebee,0.570000,-1.868473,-1.934807
great-piquant-bumblebee,0.580000,-1.867264,-1.925712
great-piquant-bumblebee,0.590000,-1.865784,-1.915890
great-piquant-bumblebee,0.600000,-1.864036,-1.905359
great-piquant-bumblebee,0.610000,-1.862025,-1.894135
great-piquant-bumblebee,0.620000,-1.859754,-1.882235
great-piquant-bumblebee,0.630000,-1.857228,-1.869674
great-piquant-bumblebee,0.640000,-1.854452,-1.856469
great-piquant-bumblebee,0.650000,-1.851428,-1.842637
great-piquant-bumblebee,0.660000,-1.848162,-1.828194
great-piquant-bumblebee,0.670000,-1.844658,-1.813157
great-piquant-bumblebee,0.680000,-1.840919,-1.797541
great-piquant-bumblebee,0.690000,-1.836950,-1.781364
great-piquant-bumblebee,0.700000,-1.832756,-1.764641
great-piquant-bumblebee,0.710000,-1.828340,-1.747390
great-piquant-bumblebee,0.720000,-1.823706,-1.729625
great-piquant-bumblebee,0.730000,-1.818859,-1.711365
great-piquant-bumblebee,0.740000,-1.813803,-1.692625
great-piquant-bumblebee,0.750000,-1.808542,-1.673422
great-piquant-bumblebee,0.760000,-1.803081,-1.653772
great-piquant-bumblebee,0.770000,-1.797423,-1.633691
great-piquant-bumblebee,0.780000,-1.791572,-1.613197
great-piquant-bumblebee,0.790000,-1.785534,-1.592305
great-piquant-bumblebee,0.800000,-1.779311,-1.571031
great-piquant-bumblebee,0.810000,-1.772909,-1.549393
great-piquant-bumblebee,0.820000,-1.766331,-1.527407
great-piquant-bumblebee,0.830000,-1.759581,-1.505088
great-piquant-bumblebee,0.840000,-1.752665,-1.482454
great-piquant-bumblebee,0.850000,-1.745585,-1.459521
great-piquant-bumblebee,0.860000,-1.738346,-1.436305
great-piquant-bumblebee,0.870000,-1.730953,-1.412822
great-piquant-bumblebee,0.880000,-1.723409,-1.389090
great-piquant-bumblebee,0.890000,-1.715719,-1.365124
great-piquant-bumblebee,0.900000,-1.707887,-1.340941
great-piquant-bumblebee,0.910000,-1.699917,-1.316558
great-piquant-bumblebee,0.920000,-1.691813,-1.291990
great-piquant-bumblebee,0.930000,-1.683580,-1.267254
great-piquant-bumblebee,0.940000,-1.675221,-1.242367
great-piquant-bumblebee,0.950000,-1.666741,-1.217345
great-piquant-bumblebee,0.960000,-1.658144,-1.192204
great-piquant-bumblebee,0.970000,-1.649434,-1.166961
great-piquant-bumblebee,0.980000,-1.640615,-1.141632
great-piquant-bumblebee,0.990000,-1.631693,-1.116233
great-piquant-bumblebee,1.000000,-1.622669,-1.090782
great-piquant-bumblebee,1.010000,-1.613550,-1.065294
great-piquant-bumblebee,1.020000,-1.604339,-1.039786
great-piquant-bumblebee,1.030000,-1.595040,-1.014274
great-piquant-bumblebee,1.040000,-1.585657,-0.988775
great-piquant-bumblebee,1.050000,-1.576196,-0.963305
great-piquant-bumblebee,1.060000,-1.566659,-0.937881
great-piquant-bumblebee,1.070000,-1.557051,-0.912518
great-piquant-bumblebee,1.080000,-1.547376,-0.887234
great-piquant-bumblebee,1.090000,-1.537639,-0.862044
great-piquant-bumblebee,1.100000,-1.527843,-0.836965
great-piquant-bumblebee,1.110000,-1.517993,-0.812014
great-piquant-bumblebee,1.120000,-1.508093,-0.787207
great-piquant-bumblebee,1.130000,-1.498147,-0.762561
great-piquant-bumblebee,1.140000,-1.488159,-0.738091
great-piquant-bumblebee,1.150000,-1.478134,-0.713814
great-piquant-bumblebee,1.160000,-1.468076,-0.689747
great-piquant-bumblebee,1.170000,-1.457988,-0.665906
great-piquant-bumblebee,1.180000,-1.447876,-0.642307
great-piquant-bumblebee,1.190000,-1.437743,-0.618967
great-piquant-bumblebee,1.200000,-1.427593,-0.595903
great-piquant-bumblebee,1.210000,-1.417431,-0.573130
great-piquant-bumblebee,1.220000,-1.407260,-0.550665
great-piquant-bumblebee,1.230000,-1.397086,-0.528524
great-piquant-bumblebee,1.240000,-1.386912,-0.506725
great-piquant-bumblebee,1.250000,-1.376742,-0.485283
great-piquant-bumblebee,1.260000,-1.366581,-0.464214
great-piquant-bumblebee,1.270000,-1.356432,-0.443536
great-piquant-bumblebee,1.280000,-1.346300,-0.423264
great-piquant-bumblebee,1.290000,-1.336190,-0.403415
