System,t,target X,target Y
lush-impartial-bumblebee,0.000000,0.342660,0.236685
lush-impartial-bumblebee,0.010000,0.341260,0.231467
lush-impartial-bumblebee,0.020000,0.337240,0.216478
lush-impartial-bumblebee,0.030000,0.330939,0.192989
lush-impartial-bumblebee,0.040000,0.322662,0.162135
lush-impartial-bumblebee,0.050000,0.312685,0.124939
lush-impartial-bumblebee,0.060000,0.301250,0.082311
lush-impartial-bumblebee,0.070000,0.288578,0.035072
lush-impartial-bumblebee,0.080000,0.274865,-0.016049
lush-impartial-bumblebee,0.090000,0.260287,-0.070397
lush-impartial-bumblebee,0.100000,0.245000,-0.127387
lush-impartial-bumblebee,0.110000,0.229144,-0.186495
lush-impartial-bumblebee,0.120000,0.212848,-0.247247
lush-impartial-bumblebee,0.130000,0.196220,-0.309235
lush-impartial-bumblebee,0.140000,0.179358,-0.372097
lush-impartial-bumblebee,0.150000,0.162347,-0.435515
lush-impartial-bumblebee,0.160000,0.145261,-0.499208
lush-impartial-bumblebee,0.170000,0.128168,-0.562931
lush-impartial-bumblebee,0.180000,0.111124,-0.626470
lush-impartial-bumblebee,0.190000,0.094177,-0.689647
lush-impartial-bumblebee,0.200000,0.077369,-0.752307
lush-impartial-bumblebee,0.210000,0.060735,-0.814317
lush-impartial-bumblebee,0.220000,0.044307,-0.875560
lush-impartial-bumblebee,0.230000,0.028111,-0.935938
lush-impartial-bumblebee,0.240000,0.012170,-0.995367
lush-impartial-bumblebee,0.250000,-0.003498,-1.053776
lush-impartial-bumblebee,0.260000,-0.018876,-1.111105
lush-impartial-bumblebee,0.270000,-0.033952,-1.167306
lush-impartial-bumblebee,0.280000,-0.048715,-1.222342
lush-impartial-bumblebee,0.290000,-0.063159,-1.276191
lush-impartial-bumblebee,0.300000,-0.077281,-1.328835
lush-impartial-bumblebee,0.310000,-0.091075,-1.380260
lush-impartial-bumblebee,0.320000,-0.104540,-1.430458
lush-impartial-bumblebee,0.330000,-0.117676,-1.479425
lush-impartial-bumblebee,0.340000,-0.130481,-1.527164
lush-impartial-bumblebee,0.350000,-0.142959,-1.573679
lush-impartial-bumblebee,0.360000,-0.155110,-1.618979
lush-impartial-bumblebee,0.370000,-0.166939,-1.663076
lush-impartial-bumblebee,0.380000,-0.178448,-1.705982
lush-impartial-bumblebee,0.390000,-0.189642,-1.747714
lush-impartial-bumblebee,0.400000,-0.200526,-1.788289
lush-impartial-bumblebee,0.410000,-0.211105,-1.827726
lush-impartial-bumblebee,0.420000,-0.221384,-1.866045
lush-impartial-bumblebee,0.430000,-0.231368,-1.903267
lush-impartial-bumblebee,0.440000,-0.241065,-1.939414
lush-impartial-bumblebee,0.450000,-0.250478,-1.974508
lush-impartial-bumblebee,0.460000,-0.259616,-2.008574
lush-impartial-bumblebee,0.470000,-0.268484,-2.041633
lush-impartial-bumblebee,0.480000,-0.277088,-2.073709
lush-impartial-bumblebee,0.490000,-0.285436,-2.104827
lush-impartial-bumblebee,0.500000,-0.293532,-2.135010
lush-impartial-bumblebee,0.510000,-0.301384,-2.164281
lush-impartial-bumblebee,0.520000,-0.308997,-2.192664
lush-impartial-bumblebee,0.530000,-0.316379,-2.220182
lush-impartial-bumblebee,0.540000,-0.323535,-2.246858
lush-impartial-bumblebee,0.550000,-0.330471,-2.272716
lush-impartial-bumblebee,0.560000,-0.337193,-2.297778
lush-impartial-bumblebee,0.570000,-0.343708,-2.322065
lush-impartial-bumblebee,0.580000,-0.350022,-2.345601
lush-impartial-bumblebee,0.590000,-0.356139,-2.368405
lush-impartial-bumblebee,0.600000,-0.362065,-2.390500
lush-impartial-bumblebee,0.610000,-0.367807,-2.411905
lush-impartial-bumblebee,0.620000,-0.373370,-2.432641
lush-impartial-bumblebee,0.630000,-0.378758,-2.452727
lush-impartial-bumblebee,0.640000,-0.383977,-2.472184
lush-impartial-bumblebee,0.650000,-0.389032,-2.491028
lush-impartial-bumblebee,0.660000,-0.393927,-2.509280
lush-impartial-bumblebee,0.670000,-0.398669,-2.526956
lush-impartial-bumblebee,0.680000,-0.403261,-2.544075
lush-impartial-bumblebee,0.690000,-0.407708,-2.560652
lush-impartial-bumblebee,0.700000,-0.412014,-2.576705
lush-impartial-bumblebee,0.710000,-0.416184,-2.592250
lush-impartial-bumblebee,0.720000,-0.420221,-2.607302
lush-impartial-bumblebee,0.730000,-0.424131,-2.621877
lush-impartial-bumblebee,0.740000,-0.427916,-2.635989
lush-impartial-bumblebee,0.750000,-0.431581,-2.649652
lush-impartial-bumblebee,0.760000,-0.435130,-2.662881
lush-impartial-bumblebee,0.770000,-0.438566,-2.675690
lush-impartial-bumblebee,0.780000,-0.441892,-2.688090
lush-impartial-bumblebee,0.790000,-0.445113,-2.700096
