System,t,target X,target Y
rebel-devious-beetle,0.000000,-0.610614,1.790970
rebel-devious-beetle,0.010000,-0.597650,1.790422
rebel-devious-beetle,0.020000,-0.564104,1.787083
rebel-devious-beetle,0.030000,-0.518248,1.778445
rebel-devious-beetle,0.040000,-0.464692,1.763445
rebel-devious-beetle,0.050000,-0.406096,1.741914
rebel-devious-beetle,0.060000,-0.344095,1.714128
rebel-devious-beetle,0.070000,-0.279795,1.680583
rebel-devious-beetle,0.080000,-0.214027,1.641880
rebel-devious-beetle,0.090000,-0.147463,1.598659
rebel-devious-beetle,0.100000,-0.080685,1.551578
rebel-devious-beetle,0.110000,-0.014203,1.501290
rebel-devious-beetle,0.120000,0.051542,1.448407
rebel-devious-beetle,0.130000,0.116166,1.393499
rebel-devious-beetle,0.140000,0.179340,1.337088
rebel-devious-beetle,0.150000,0.240790,1.279640
rebel-devious-beetle,0.160000,0.300291,1.221564
rebel-devious-beetle,0.170000,0.357664,1.163207
rebel-devious-beetle,0.180000,0.412774,1.104865
rebel-devious-beetle,0.190000,0.465522,1.046779
rebel-devious-beetle,0.200000,0.515840,0.989150
rebel-devious-beetle,0.210000,0.563704,0.932120
rebel-devious-beetle,0.220000,0.609098,0.875820
rebel-devious-beetle,0.230000,0.652027,0.820360
rebel-devious-beetle,0.240000,0.692514,0.765831
rebel-devious-beetle,0.250000,0.730603,0.712312
rebel-devious-beetle,0.260000,0.766351,0.659872
rebel-devious-beetle,0.270000,0.799836,0.608574
rebel-devious-beetle,0.280000,0.831150,0.558479
rebel-devious-beetle,0.290000,0.860402,0.509643
rebel-devious-beetle,0.300000,0.887719,0.462119
rebel-devious-beetle,0.310000,0.913247,0.415954
rebel-devious-beetle,0.320000,0.937144,0.371193
rebel-devious-beetle,0.330000,0.959607,0.327828
rebel-devious-beetle,0.340000,0.980810,0.285908
rebel-devious-beetle,0.350000,1.000942,0.245481
rebel-devious-beetle,0.360000,1.020201,0.206591
rebel-devious-beetle,0.370000,1.038796,0.169279
rebel-devious-beetle,0.380000,1.056944,0.133578
rebel-devious-beetle,0.390000,1.074864,0.099520
rebel-devious-beetle,0.400000,1.092781,0.067130
rebel-devious-beetle,0.410000,1.110915,0.036428
rebel-devious-beetle,0.420000,1.129477,0.007430
rebel-devious-beetle,0.430000,1.148670,-0.019852
rebel-devious-beetle,0.440000,1.168678,-0.045414
rebel-devious-beetle,0.450000,1.189661,-0.069255
rebel-devious-beetle,0.460000,1.211752,-0.091385
rebel-devious-beetle,0.470000,1.235051,-0.111821
rebel-devious-beetle,0.480000,1.259615,-0.130598
rebel-devious-beetle,0.490000,1.285465,-0.147765
rebel-devious-beetle,0.500000,1.312577,-0.163391
rebel-devious-beetle,0.510000,1.340889,-0.177568
rebel-devious-beetle,0.520000,1.370306,-0.190428
rebel-devious-beetle,0.530000,1.400608,-0.202162
rebel-devious-beetle,0.540000,1.431610,-0.212926
rebel-devious-beetle,0.550000,1.463141,-0.222811
rebel-devious-beetle,0.560000,1.495011,-0.232014
rebel-devious-beetle,0.570000,1.527016,-0.240721
rebel-devious-beetle,0.580000,1.558958,-0.249102
rebel-devious-beetle,0.590000,1.590658,-0.257307
rebel-devious-beetle,0.600000,1.621956,-0.265460
rebel-devious-beetle,0.610000,1.652718,-0.273655
rebel-devious-beetle,0.620000,1.682837,-0.281956
rebel-devious-beetle,0.630000,1.712233,-0.290398
rebel-devious-beetle,0.640000,1.740845,-0.298993
rebel-devious-beetle,0.650000,1.768636,-0.307734
rebel-devious-beetle,0.660000,1.795581,-0.316598
rebel-devious-beetle,0.670000,1.821664,-0.325557
rebel-devious-beetle,0.680000,1.846877,-0.334581
rebel-devious-beetle,0.690000,1.871227,-0.343627
rebel-devious-beetle,0.700000,1.894781,-0.352630
rebel-devious-beetle,0.710000,1.917510,-0.361577
rebel-devious-beetle,0.720000,1.939457,-0.370430
rebel-devious-beetle,0.730000,1.960717,-0.379140
rebel-devious-beetle,0.740000,1.981318,-0.387695
rebel-devious-beetle,0.750000,2.001283,-0.396085
rebel-devious-beetle,0.760000,2.020637,-0.404301
rebel-devious-beetle,0.770000,2.039404,-0.412341
rebel-devious-beetle,0.780000,2.057604,-0.420202
rebel-devious-beetle,0.790000,2.075261,-0.427882
rebel-devious-beetle,0.800000,2.092392,-0.435383
rebel-devious-beetle,0.810000,2.109018,-0.442705
rebel-devious-beetle,0.820000,2.125156,-0.449850
rebel-devious-beetle,0.830000,2.140825,-0.456820
rebel-devious-beetle,0.840000,2.156040,-0.463618
rebel-devious-beetle,0.850000,2.170817,-0.470247
rebel-devious-beetle,0.860000,2.185170,-0.476710
rebel-devious-beetle,0.870000,2.199115,-0.483011
rebel-devious-beetle,0.880000,2.212665,-0.489153
rebel-devious-beetle,0.890000,2.225832,-0.495138
