System,t,target X,target Y
great-vivacious-beetle,0.000000,0.199531,-0.034151
great-vivacious-beetle,0.010000,0.163875,0.012265
great-vivacious-beetle,0.020000,0.128435,0.057532
great-vivacious-beetle,0.030000,0.093209,0.101659
great-vivacious-beetle,0.040000,0.058197,0.144657
great-vivacious-beetle,0.050000,0.023399,0.186535
great-vivacious-beetle,0.060000,-0.011184,0.227302
great-vivacious-beetle,0.070000,-0.045552,0.266967
great-vivacious-beetle,0.080000,-0.079706,0.305541
great-vivacious-beetle,0.090000,-0.113646,0.343033
great-vivacious-beetle,0.100000,-0.147371,0.379452
great-vivacious-beetle,0.110000,-0.180882,0.414808
great-vivacious-beetle,0.120000,-0.214179,0.449110
great-vivacious-beetle,0.130000,-0.247261,0.482368
great-vivacious-beetle,0.140000,-0.280128,0.514592
great-vivacious-beetle,0.150000,-0.312782,0.545790
great-vivacious-beetle,0.160000,-0.345221,0.575973
great-vivacious-beetle,0.170000,-0.377445,0.605151
great-vivacious-beetle,0.180000,-0.409455,0.633331
great-vivacious-beetle,0.190000,-0.441251,0.660525
great-vivacious-beetle,0.200000,-0.472832,0.686742
great-vivacious-beetle,0.210000,-0.504199,0.711990
great-vivacious-beetle,0.220000,-0.535351,0.736281
great-vivacious-beetle,0.230000,-0.566289,0.759622
great-vivacious-beetle,0.240000,-0.597013,0.782024
great-vivacious-beetle,0.250000,-0.627522,0.803497
great-vivacious-beetle,0.260000,-0.657817,0.824049
great-vivacious-beetle,0.270000,-0.687897,0.843691
great-vivacious-beetle,0.280000,-0.717763,0.862431
great-vivacious-beetle,0.290000,-0.747415,0.880280
great-vivacious-beetle,0.300000,-0.776852,0.897247
great-vivacious-beetle,0.310000,-0.806075,0.913341
great-vivacious-beetle,0.320000,-0.835084,0.928572
great-vivacious-beetle,0.330000,-0.863878,0.942950
great-vivacious-beetle,0.340000,-0.892458,0.956483
great-vivacious-beetle,0.350000,-0.920823,0.969182
great-vivacious-beetle,0.360000,-0.948974,0.981056
great-vivacious-beetle,0.370000,-0.976911,0.992115
great-vivacious-beetle,0.380000,-1.004633,1.002368
great-vivacious-beetle,0.390000,-1.032141,1.011825
great-vivacious-beetle,0.400000,-1.059434,1.020495
