System,t,target X,target Y
lush-impartial-bumblebee,0.000000,1.448206,3.012276
lush-impartial-bumblebee,0.010000,1.387835,3.032927
lush-impartial-bumblebee,0.020000,1.328777,3.052521
lush-impartial-bumblebee,0.030000,1.271022,3.071068
lush-impartial-bumblebee,0.040000,1.214560,3.088581
lush-impartial-bumblebee,0.050000,1.159378,3.105074
lush-impartial-bumblebee,0.060000,1.105468,3.120556
lush-impartial-bumblebee,0.070000,1.052818,3.135042
lush-impartial-bumblebee,0.080000,1.001417,3.148543
lush-impartial-bumblebee,0.090000,0.951256,3.161071
lush-impartial-bumblebee,0.100000,0.902323,3.172639
lush-impartial-bumblebee,0.110000,0.854607,3.183259
lush-impartial-bumblebee,0.120000,0.808099,3.192942
lush-impartial-bumblebee,0.130000,0.762786,3.201702
lush-impartial-bumblebee,0.140000,0.718660,3.209550
lush-impartial-bumblebee,0.150000,0.675709,3.216498
lush-impartial-bumblebee,0.160000,0.633922,3.222559
lush-impartial-bumblebee,0.170000,0.593289,3.227745
lush-impartial-bumblebee,0.180000,0.553799,3.232069
lush-impartial-bumblebee,0.190000,0.515442,3.235541
lush-impartial-bumblebee,0.200000,0.478206,3.238175
lush-impartial-bumblebee,0.210000,0.442082,3.239983
lush-impartial-bumblebee,0.220000,0.407058,3.240977
lush-impartial-bumblebee,0.230000,0.373124,3.241169
lush-impartial-bumblebee,0.240000,0.340270,3.240572
lush-impartial-bumblebee,0.250000,0.308484,3.239196
lush-impartial-bumblebee,0.260000,0.277756,3.237056
lush-impartial-bumblebee,0.270000,0.248076,3.234163
lush-impartial-bumblebee,0.280000,0.219432,3.230528
lush-impartial-bumblebee,0.290000,0.191814,3.226165
lush-impartial-bumblebee,0.300000,0.165212,3.221086
lush-impartial-bumblebee,0.310000,0.139614,3.215302
lush-impartial-bumblebee,0.320000,0.115011,3.208826
lush-impartial-bumblebee,0.330000,0.091391,3.201671
lush-impartial-bumblebee,0.340000,0.068744,3.193848
lush-impartial-bumblebee,0.350000,0.047059,3.185369
lush-impartial-bumblebee,0.360000,0.026326,3.176247
lush-impartial-bumblebee,0.370000,0.006534,3.166494
lush-impartial-bumblebee,0.380000,-0.012328,3.156122
lush-impartial-bumblebee,0.390000,-0.030271,3.145144
lush-impartial-bumblebee,0.400000,-0.047304,3.133571
lush-impartial-bumblebee,0.410000,-0.063439,3.121415
lush-impartial-bumblebee,0.420000,-0.078687,3.108690
lush-impartial-bumblebee,0.430000,-0.093057,3.095407
lush-impartial-bumblebee,0.440000,-0.106561,3.081578
lush-impartial-bumblebee,0.450000,-0.119209,3.067216
lush-impartial-bumblebee,0.460000,-0.131012,3.052333
lush-impartial-bumblebee,0.470000,-0.141981,3.036940
lush-impartial-bumblebee,0.480000,-0.152126,3.021051
lush-impartial-bumblebee,0.490000,-0.161457,3.004677
lush-impartial-bumblebee,0.500000,-0.169986,2.987830
lush-impartial-bumblebee,0.510000,-0.177724,2.970524
lush-impartial-bumblebee,0.520000,-0.184680,2.952769
lush-impartial-bumblebee,0.530000,-0.190865,2.934578
lush-impartial-bumblebee,0.540000,-0.196290,2.915964
lush-impartial-bumblebee,0.550000,-0.200966,2.896938
lush-impartial-bumblebee,0.560000,-0.204904,2.877513
lush-impartial-bumblebee,0.570000,-0.208113,2.857701
lush-impartial-bumblebee,0.580000,-0.210605,2.837514
lush-impartial-bumblebee,0.590000,-0.212390,2.816965
lush-impartial-bumblebee,0.600000,-0.213479,2.796065
lush-impartial-bumblebee,0.610000,-0.213883,2.774827
lush-impartial-bumblebee,0.620000,-0.213612,2.753263
lush-impartial-bumblebee,0.630000,-0.212677,2.731384
lush-impartial-bumblebee,0.640000,-0.211088,2.709205
lush-impartial-bumblebee,0.650000,-0.208856,2.686736
lush-impartial-bumblebee,0.660000,-0.205992,2.663989
lush-impartial-bumblebee,0.670000,-0.202507,2.640978
lush-impartial-bumblebee,0.680000,-0.198410,2.617714
lush-impartial-bumblebee,0.690000,-0.193714,2.594209
lush-impartial-bumblebee,0.700000,-0.188427,2.570475
lush-impartial-bumblebee,0.710000,-0.182562,2.546526
lush-impartial-bumblebee,0.720000,-0.176128,2.522372
lush-impartial-bumblebee,0.730000,-0.169137,2.498027
lush-impartial-bumblebee,0.740000,-0.161598,2.473501
lush-impartial-bumblebee,0.750000,-0.153523,2.448809
lush-impartial-bumblebee,0.760000,-0.144923,2.423961
lush-impartial-bumblebee,0.770000,-0.135807,2.398970
lush-impartial-bumblebee,0.780000,-0.126186,2.373849
lush-impartial-bumblebee,0.790000,-0.116072,2.348608
lush-impartial-bumblebee,0.800000,-0.105475,2.323262
lush-impartial-bumblebee,0.810000,-0.094405,2.297821
lush-impartial-bumblebee,0.820000,-0.082873,2.272298
lush-impartial-bumblebee,0.830000,-0.070890,2.246705
lush-impartial-bumblebee,0.840000,-0.058466,2.221054
lush-impartial-bumblebee,0.850000,-0.045612,2.195358
lush-impartial-bumblebee,0.860000,-0.032339,2.169629
lush-impartial-bumblebee,0.870000,-0.018657,2.143879
lush-impartial-bumblebee,0.880000,-0.004577,2.118120
lush-impartial-bumblebee,0.890000,0.009890,2.092364
lush-impartial-bumblebee,0.900000,0.024734,2.066624
lush-impartial-bumblebee,0.910000,0.039944,2.040912
lush-impartial-bumblebee,0.920000,0.055510,2.015239
lush-impartial-bumblebee,0.930000,0.071420,1.989619
lush-impartial-bumblebee,0.940000,0.087665,1.964063
lush-impartial-bumblebee,0.950000,0.104233,1.938584
lush-impartial-bumblebee,0.960000,0.121114,1.913194
lush-impartial-bumblebee,0.970000,0.138297,1.887904
lush-impartial-bumblebee,0.980000,0.155772,1.862728
lush-impartial-bumblebee,0.990000,0.173528,1.837677
lush-impartial-bumblebee,1.000000,0.191554,1.812763
lush-impartial-bumblebee,1.010000,0.209840,1.788000
lush-impartial-bumblebee,1.020000,0.228375,1.763398
lush-impartial-bumblebee,1.030000,0.247148,1.738971
lush-impartial-bumblebee,1.040000,0.266149,1.714730
lush-impartial-bumblebee,1.050000,0.285367,1.690687
lush-impartial-bumblebee,1.060000,0.304792,1.666855
lush-impartial-bumblebee,1.070000,0.324412,1.643246
lush-impartial-bumblebee,1.080000,0.344218,1.619873
lush-impartial-bumblebee,1.090000,0.364198,1.596747
lush-impartial-bumblebee,1.100000,0.384342,1.573880
lush-impartial-bumblebee,1.110000,0.404639,1.551285
lush-impartial-bumblebee,1.120000,0.425079,1.528974
lush-impartial-bumblebee,1.130000,0.445651,1.506959
lush-impartial-bumblebee,1.140000,0.466344,1.485253
lush-impartial-bumblebee,1.150000,0.487147,1.463867
lush-impartial-bumblebee,1.160000,0.508051,1.442814
lush-impartial-bumblebee,1.170000,0.529044,1.422106
lush-impartial-bumblebee,1.180000,0.550116,1.401755
lush-impartial-bumblebee,1.190000,0.571255,1.381774
lush-impartial-bumblebee,1.200000,0.592453,1.362174
lush-impartial-bumblebee,1.210000,0.613697,1.342968
lush-impartial-bumblebee,1.220000,0.634977,1.324168
lush-impartial-bumblebee,1.230000,0.656282,1.305786
lush-impartial-bumblebee,1.240000,0.677603,1.287834
lush-impartial-bumblebee,1.250000,0.698928,1.270325
lush-impartial-bumblebee,1.260000,0.720246,1.253271
lush-impartial-bumblebee,1.270000,0.741547,1.236684
lush-impartial-bumblebee,1.280000,0.762821,1.220576
lush-impartial-bumblebee,1.290000,0.784056,1.204959
lush-impartial-bumblebee,1.300000,0.805242,1.189846
lush-impartial-bumblebee,1.310000,0.826368,1.175249
lush-impartial-bumblebee,1.320000,0.847424,1.161179
lush-impartial-bumblebee,1.330000,0.868399,1.147650
lush-impartial-bumblebee,1.340000,0.889283,1.134673
lush-impartial-bumblebee,1.350000,0.910064,1.122261
lush-impartial-bumblebee,1.360000,0.930733,1.110426
