System,t,target X,target Y
great-wine-beetle,0.000000,-1.443627,2.473876
great-wine-beetle,0.010000,-1.431142,2.478967
great-wine-beetle,0.020000,-1.409360,2.486241
great-wine-beetle,0.030000,-1.388931,2.490314
great-wine-beetle,0.040000,-1.366384,2.492746
great-wine-beetle,0.050000,-1.342726,2.492855
great-wine-beetle,0.060000,-1.317527,2.490594
great-wine-beetle,0.070000,-1.290800,2.485666
great-wine-beetle,0.080000,-1.262415,2.477797
great-wine-beetle,0.090000,-1.232292,2.466658
great-wine-beetle,0.100000,-1.200347,2.451899
great-wine-beetle,0.110000,-1.166518,2.433152
great-wine-beetle,0.120000,-1.130769,2.410045
great-wine-beetle,0.130000,-1.093100,2.382222
great-wine-beetle,0.140000,-1.053553,2.349364
great-wine-beetle,0.150000,-1.012224,2.311213
great-wine-beetle,0.160000,-0.969264,2.267596
great-wine-beetle,0.170000,-0.924906,2.218495
great-wine-beetle,0.180000,-0.879424,2.164004
great-wine-beetle,0.190000,-0.833139,2.104350
great-wine-beetle,0.200000,-0.786405,2.039907
great-wine-beetle,0.210000,-0.739602,1.971193
great-wine-beetle,0.220000,-0.693110,1.898850
great-wine-beetle,0.230000,-0.647300,1.823615
great-wine-beetle,0.240000,-0.602494,1.746259
great-wine-beetle,0.250000,-0.558977,1.667565
great-wine-beetle,0.260000,-0.516978,1.588300
great-wine-beetle,0.270000,-0.476665,1.509151
great-wine-beetle,0.280000,-0.438152,1.430725
great-wine-beetle,0.290000,-0.401481,1.353452
great-wine-beetle,0.300000,-0.366689,1.277774
great-wine-beetle,0.310000,-0.333778,1.204033
great-wine-beetle,0.320000,-0.302720,1.132472
great-wine-beetle,0.330000,-0.273472,1.063253
great-wine-beetle,0.340000,-0.245979,0.996460
great-wine-beetle,0.350000,-0.220182,0.932123
great-wine-beetle,0.360000,-0.196023,0.870225
great-wine-beetle,0.370000,-0.173446,0.810716
great-wine-beetle,0.380000,-0.152400,0.753528
great-wine-beetle,0.390000,-0.132842,0.698579
great-wine-beetle,0.400000,-0.114734,0.645782
great-wine-beetle,0.410000,-0.098041,0.595052
great-wine-beetle,0.420000,-0.082737,0.546307
great-wine-beetle,0.430000,-0.068796,0.499472
great-wine-beetle,0.440000,-0.056194,0.454478
great-wine-beetle,0.450000,-0.044906,0.411269
great-wine-beetle,0.460000,-0.034909,0.369797
great-wine-beetle,0.470000,-0.026175,0.330020
great-wine-beetle,0.480000,-0.018670,0.291908
great-wine-beetle,0.490000,-0.012360,0.255437
