System,t,target X,target Y
great-piquant-bumblebee,0.000000,0.710217,-1.364609
great-piquant-bumblebee,0.010000,0.672686,-1.352785
great-piquant-bumblebee,0.020000,0.635195,-1.341580
great-piquant-bumblebee,0.030000,0.597748,-1.330986
great-piquant-bumblebee,0.040000,0.560349,-1.320996
great-piquant-bumblebee,0.050000,0.523000,-1.311603
great-piquant-bumblebee,0.060000,0.485705,-1.302800
great-piquant-bumblebee,0.070000,0.448467,-1.294579
great-piquant-bumblebee,0.080000,0.411290,-1.286932
great-piquant-bumblebee,0.090000,0.374176,-1.279853
great-piquant-bumblebee,0.100000,0.337130,-1.273334
great-piquant-bumblebee,0.110000,0.300155,-1.267368
great-piquant-bumblebee,0.120000,0.263253,-1.261947
great-piquant-bumblebee,0.130000,0.226428,-1.257064
great-piquant-bumblebee,0.140000,0.189684,-1.252711
great-piquant-bumblebee,0.150000,0.153024,-1.248882
great-piquant-bumblebee,0.160000,0.116451,-1.245569
great-piquant-bumblebee,0.170000,0.079968,-1.242765
great-piquant-bumblebee,0.180000,0.043579,-1.240462
great-piquant-bumblebee,0.190000,0.007287,-1.238652
great-piquant-bumblebee,0.200000,-0.028905,-1.237330
great-piquant-bumblebee,0.210000,-0.064993,-1.236486
great-piquant-bumblebee,0.220000,-0.100973,-1.236114
great-piquant-bumblebee,0.230000,-0.136844,-1.236207
great-piquant-bumblebee,0.240000,-0.172601,-1.236757
great-piquant-bumblebee,0.250000,-0.208241,-1.237756
great-piquant-bumblebee,0.260000,-0.243760,-1.239198
great-piquant-bumblebee,0.270000,-0.279156,-1.241075
great-piquant-bumblebee,0.280000,-0.314426,-1.243380
great-piquant-bumblebee,0.290000,-0.349564,-1.246105
great-piquant-bumblebee,0.300000,-0.384570,-1.249243
great-piquant-bumblebee,0.310000,-0.419438,-1.252787
great-piquant-bumblebee,0.320000,-0.454167,-1.256729
great-piquant-bumblebee,0.330000,-0.488751,-1.261062
great-piquant-bumblebee,0.340000,-0.523189,-1.265779
great-piquant-bumblebee,0.350000,-0.557477,-1.270871
great-piquant-bumblebee,0.360000,-0.591611,-1.276333
great-piquant-bumblebee,0.370000,-0.625589,-1.282156
great-piquant-bumblebee,0.380000,-0.659406,-1.288334
