ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1688836516316878045!,system_09,0.000000,0.675929,,0.233593,0.106356,1.545343,0.571336,0.574372,0.024587,0.242753,2.411310,2.016801,1.170929,0.049408,0.117683,0.266423,0.133674,0.935922,0.942198,1.491767,2.065613,-0.035920,-0.696960,0.075996,-0.698326
1688836516316878045!,system_09,0.260221,0.439696,,0.304918,0.441359,1.885144,1.103449,0.960963,0.050940,0.477095,2.194816,1.890930,1.103015,0.210275,0.116378,0.531387,0.528202,0.935922,0.942198,1.491767,2.065613,-0.035920,-0.696960,0.075996,-0.698326
1688836516316878045!,system_09,0.588156,0.250298,,0.124358,1.308465,2.087084,1.493619,1.614752,0.042720,0.569399,2.399201,1.897200,1.928668,0.499301,0.116591,0.812049,0.889869,0.935922,0.942198,1.491767,2.065613,-0.035920,-0.696960,0.075996,-0.698326
1688836516316878045!,system_09,1.001427,0.130429,,0.249893,1.745044,2.324036,2.120135,2.531032,0.018989,0.801376,2.212805,1.792378,1.928738,0.629077,0.532282,0.975446,1.377451,,,,,,,,
1688836516316878045!,system_09,1.522239,0.130422,,0.310622,1.348585,2.506963,1.752110,2.442870,0.056351,0.827837,2.323619,2.022189,1.931783,0.840635,0.897193,0.735474,1.014617,,,,,,,,
1688836516316878045!,system_09,2.178578,0.136437,,0.554233,1.097949,2.335970,1.988424,2.156848,0.097833,0.452290,2.107353,1.749145,1.721965,0.754480,1.038208,0.810362,0.471332,,,,,,,,
1688836516316878045!,system_09,3.005710,0.124764,,0.639971,0.750710,2.281221,1.461951,2.067157,0.062722,0.328183,2.017301,1.898451,1.873423,0.624127,1.272747,0.641685,0.690079,,,,,,,,
1688836516316878045!,system_09,4.048078,0.099839,,1.124450,0.811107,2.221977,1.542105,2.058733,0.107569,0.279618,2.064450,1.365399,1.842433,0.595250,1.263133,0.522243,0.649961,,,,,,,,
1688836516316878045!,system_09,5.361692,0.126827,,0.830435,0.673293,2.183586,1.198063,1.816273,0.089490,0.252087,2.045621,1.712104,2.459171,0.435563,1.299039,0.537444,0.406618,,,,,,,,
1688836516316878045!,system_09,7.017135,0.182851,,1.326078,0.719014,2.100453,0.480237,1.569231,0.085201,0.238474,1.979887,1.498550,2.437868,0.457184,1.418671,0.396528,0.373208,,,,,,,,
1688836516316878045!,system_09,9.103359,0.132009,,1.061723,0.569493,2.016789,0.788171,1.224386,0.079273,0.179273,1.255887,1.504522,2.683834,0.361537,1.318646,0.403997,0.224825,,,,,,,,
1688836516316878045!,system_09,11.732462,0.013061,,1.306516,0.519095,1.919467,0.673836,1.542498,0.042703,0.152765,1.275962,0.955255,3.503636,0.339177,0.974400,0.369093,0.089168,,,,,,,,
1688836516316878045!,system_09,15.045711,0.082328,,1.301016,0.395527,1.858423,0.584195,0.931482,0.033668,0.097260,1.186754,1.185904,3.302519,0.154874,1.044807,0.387776,0.528828,,,,,,,,
1688836516316878045!,system_09,19.221135,0.098909,,1.633683,0.626582,1.814034,0.446745,0.819818,0.010970,0.234852,0.674014,1.043232,4.039497,0.020371,0.759355,0.382453,0.303700,,,,,,,,
1688836516316878045!,system_09,24.483092,0.113474,,1.252339,0.523158,1.659744,0.658628,0.772959,-0.019831,0.173251,1.009402,0.899263,3.829417,0.105893,0.521268,0.375120,0.253636,,,,,,,,
1688836516316878045!,system_09,31.114318,0.146272,,1.334408,0.390168,1.682620,0.245835,0.386329,-0.026501,0.237284,0.749005,0.213720,3.699933,0.033320,0.756982,0.412955,0.160499,,,,,,,,
1688836516316878045!,system_09,39.471125,0.050015,,1.071051,0.645804,1.731131,0.306446,1.155794,0.014015,0.237211,0.607367,0.609752,3.448605,0.173210,0.346256,0.366222,0.036010,,,,,,,,
1688836516316878045!,system_09,50.002546,0.033019,,1.262544,0.514747,1.629026,0.191795,0.548133,-0.016920,0.136745,1.194505,0.290463,3.161335,-0.071461,0.296073,0.397789,0.072042,,,,,,,,
1688836516316878045!,system_09,63.274460,0.036073,,1.730084,0.621496,1.859003,0.332130,0.712922,0.010221,0.226359,1.248082,0.404128,3.302605,-0.127471,0.030604,0.350882,0.311510,,,,,,,,
1688836516316878045!,system_09,80.000000,-0.025060,,1.615132,0.541829,1.803610,-0.021197,0.701647,0.020186,0.130811,1.504702,0.160599,2.925629,0.045583,0.396558,0.385502,0.161243,,,,,,,,
