ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
379238943010178418!,system_03,0.000000,5.267370,,0.685119,0.421382,1.684118,0.499483,4.386067,0.026854,0.464439,0.008005,0.189156,0.265757,0.217073,1.068585,0.612167,0.140585,-1.760738,0.097660,-1.471193,-0.675566,0.487848,1.091200,0.364121,1.501496
379238943010178418!,system_03,0.260221,5.106524,,0.776964,0.204846,1.190762,0.123765,4.254019,0.020555,0.486925,0.004105,0.308421,0.255687,0.369612,1.057063,0.196680,-0.015520,-1.760738,0.097660,-1.471193,-0.675566,0.487848,1.091200,0.364121,1.501496
379238943010178418!,system_03,0.588156,5.228649,,0.526421,0.262089,0.849557,0.037374,4.113921,0.023387,0.678147,0.002793,0.311959,0.267217,0.411588,1.017419,0.000459,0.029551,-1.760738,0.097660,-1.471193,-0.675566,0.487848,1.091200,0.364121,1.501496
379238943010178418!,system_03,1.001427,5.215620,,0.647976,0.027653,-0.117893,0.019005,4.012065,0.075222,0.885693,0.006732,0.280845,0.232228,0.630773,0.914318,-0.079434,-0.068184,,,,,,,,
379238943010178418!,system_03,1.522239,5.056982,,0.460713,0.147381,-0.020529,-0.029153,3.926517,0.059825,0.804630,-0.009068,0.512079,0.280742,0.630300,0.852954,-0.023176,-0.004636,,,,,,,,
379238943010178418!,system_03,2.178578,5.116131,,0.406122,0.232111,-0.113294,-0.006582,3.953287,0.080535,0.824235,0.017627,0.431812,0.263912,0.690434,1.028146,0.047386,0.066950,,,,,,,,
379238943010178418!,system_03,3.005710,5.088119,,0.249965,0.302643,-0.257896,-0.023400,3.983463,0.046949,0.891792,-0.026312,0.619618,0.226431,0.638012,0.824420,0.010236,0.022313,,,,,,,,
379238943010178418!,system_03,4.048078,4.974403,,0.274740,0.167087,-0.079949,-0.048957,3.935020,0.051518,0.928199,0.014198,0.637882,0.237062,0.653362,0.837529,-0.001385,0.055789,,,,,,,,
379238943010178418!,system_03,5.361692,5.124058,,0.140454,0.193912,-0.178095,0.049398,3.925313,0.036594,0.797340,0.009199,0.544037,0.210156,0.734005,0.688819,0.035501,0.129973,,,,,,,,
379238943010178418!,system_03,7.017135,4.965355,,0.233742,0.275321,-0.008648,-0.004150,3.940729,0.028988,0.836959,-0.010930,0.584177,0.185947,0.646270,0.632534,0.016291,0.203721,,,,,,,,
379238943010178418!,system_03,9.103359,4.971608,,0.058615,0.282504,-0.180467,0.006567,3.923098,0.007701,0.971561,0.029540,0.817961,0.194805,0.601512,0.532776,0.142522,0.194164,,,,,,,,
379238943010178418!,system_03,11.732462,5.073112,,-0.109887,0.415797,-0.011069,0.014520,3.984176,0.046043,0.963543,0.037404,0.623709,0.174319,0.576612,0.576759,0.068010,0.245778,,,,,,,,
379238943010178418!,system_03,15.045711,5.064582,,0.060020,0.552575,0.057194,0.013164,3.962875,0.006650,0.944124,0.024461,0.459268,0.164753,0.626106,0.636020,0.098311,0.287709,,,,,,,,
379238943010178418!,system_03,19.221135,5.302229,,-0.155904,0.551935,-0.126550,-0.016698,3.927875,0.012621,0.917269,-0.006667,0.385931,0.135867,0.705455,0.485769,0.058066,0.439021,,,,,,,,
379238943010178418!,system_03,24.483092,5.227691,,0.101781,0.535640,0.037862,0.010102,3.971412,0.002330,0.902595,0.013661,0.272478,0.149402,0.716894,0.394613,0.060026,0.393208,,,,,,,,
379238943010178418!,system_03,31.114318,5.343616,,0.081778,0.554842,0.113496,0.018076,3.982396,0.002815,0.882862,0.010736,0.219447,0.175422,0.634973,0.389189,0.135131,0.401621,,,,,,,,
379238943010178418!,system_03,39.471125,5.329766,,-0.085540,0.620672,-0.198621,-0.021055,3.953686,0.012313,0.940359,0.018764,0.171873,0.149077,0.594408,0.224741,0.110245,0.414764,,,,,,,,
379238943010178418!,system_03,50.002546,5.485760,,-0.010417,0.513126,0.307417,0.028618,4.015758,0.003866,0.965499,0.029124,0.164205,0.164926,0.642708,0.337786,0.082745,0.308677,,,,,,,,
379238943010178418!,system_03,63.274460,5.567188,,-0.120262,0.422222,-0.015037,-0.006847,3.943624,-0.015372,0.826652,0.020195,0.032643,0.188071,0.650862,0.059947,0.080933,0.250556,,,,,,,,
379238943010178418!,system_03,80.000000,5.640664,,0.037796,0.343314,-0.033537,0.007299,3.920380,-0.007322,0.998788,0.012306,0.017997,0.162497,0.558152,0.303436,0.075549,0.150128,,,,,,,,
