ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
743457887856043162!,system_07,0.000000,0.141372,,1.907201,0.030931,0.023452,1.019947,1.098571,0.082285,0.098096,0.023225,1.648073,0.104811,0.066508,0.229298,0.292512,0.534359,0.699683,-1.245787,-1.015951,-2.855164,-2.068441,1.128094,0.967906,-1.328315
743457887856043162!,system_07,0.260221,0.255774,,1.869687,-0.026631,0.232026,0.488238,0.252490,0.077890,0.023878,0.021876,1.716256,0.130098,0.010896,0.202650,0.383566,0.429625,0.699683,-1.245787,-1.015951,-2.855164,-2.068441,1.128094,0.967906,-1.328315
743457887856043162!,system_07,0.588156,0.153507,,1.805452,0.035743,0.609594,0.030560,0.001410,0.053166,0.015132,0.025279,1.617428,0.083039,-0.009615,0.152017,0.376549,0.146941,0.699683,-1.245787,-1.015951,-2.855164,-2.068441,1.128094,0.967906,-1.328315
743457887856043162!,system_07,1.001427,0.145322,,1.401723,-0.006639,0.831909,0.057555,-0.054530,0.033340,0.023826,0.030127,1.647018,0.097655,-0.003029,0.104244,0.496280,0.048896,,,,,,,,
743457887856043162!,system_07,1.522239,0.071052,,1.867538,0.005098,0.861955,0.112125,0.009664,0.057607,-0.006788,0.040958,1.660602,0.100078,-0.008835,0.080739,0.434637,0.046957,,,,,,,,
743457887856043162!,system_07,2.178578,0.159853,,1.600252,0.108186,0.826844,-0.067682,0.004521,0.015701,-0.004090,0.035457,1.681110,0.093307,-0.004070,0.054902,0.473500,0.004713,,,,,,,,
743457887856043162!,system_07,3.005710,-0.000208,,1.801097,0.203712,1.007196,0.063593,-0.079218,0.016838,0.023125,-0.012278,1.871196,0.100795,-0.000087,0.037451,0.511155,0.118700,,,,,,,,
743457887856043162!,system_07,4.048078,0.034086,,1.627954,0.171660,1.021296,0.035481,-0.005136,0.022715,0.017777,0.040086,1.738701,0.065956,0.004898,0.065519,0.450806,0.181873,,,,,,,,
743457887856043162!,system_07,5.361692,-0.078957,,1.441103,0.288916,1.020439,0.025830,-0.015442,-0.004431,0.001213,0.032833,1.797872,0.079267,-0.022212,0.042724,0.451219,0.308527,,,,,,,,
743457887856043162!,system_07,7.017135,0.042553,,1.105170,0.297985,1.038109,0.035411,-0.054435,0.015533,-0.008949,0.053989,1.606080,0.068740,0.010723,0.022323,0.537140,0.299977,,,,,,,,
743457887856043162!,system_07,9.103359,0.216867,,1.359000,0.300379,0.814480,0.032463,-0.013838,-0.004209,0.009703,0.020039,1.507358,0.098812,0.000133,0.068448,0.518332,0.357211,,,,,,,,
743457887856043162!,system_07,11.732462,0.122688,,1.041546,0.310610,1.029511,-0.125495,0.014803,-0.013749,0.014968,0.030010,1.498573,0.073251,-0.012094,0.029662,0.532170,0.272587,,,,,,,,
743457887856043162!,system_07,15.045711,-0.211311,,0.734801,0.298449,1.045188,-0.120003,-0.033952,-0.006727,0.014007,0.055401,1.563817,0.075287,-0.011760,0.089592,0.518239,0.414038,,,,,,,,
743457887856043162!,system_07,19.221135,0.149339,,0.397314,0.290252,1.007275,0.037260,-0.035225,0.004527,0.008926,0.054600,1.229575,0.053144,-0.009406,0.118809,0.503607,0.267346,,,,,,,,
743457887856043162!,system_07,24.483092,0.106862,,0.345737,0.265274,0.829245,0.001977,-0.010767,0.010467,0.018526,0.041029,1.504801,0.084399,-0.015419,0.099361,0.521277,0.337059,,,,,,,,
743457887856043162!,system_07,31.114318,0.223083,,-0.169125,0.318917,0.795476,-0.014831,0.020979,-0.000553,0.020141,0.018684,1.223638,0.080757,-0.004609,0.077377,0.516980,0.303012,,,,,,,,
743457887856043162!,system_07,39.471125,0.877765,,-0.108847,0.232269,0.899402,0.005941,-0.035172,-0.021990,0.035133,0.029659,0.791473,0.092999,0.006436,0.083710,0.478328,0.260337,,,,,,,,
743457887856043162!,system_07,50.002546,1.180115,,-0.146748,0.238942,1.046870,-0.027563,-0.016880,0.018973,0.010655,0.022682,0.761846,0.076692,-0.000879,0.044399,0.505357,0.332894,,,,,,,,
743457887856043162!,system_07,63.274460,1.215015,,-0.193428,0.172769,0.960272,0.078903,-0.038156,0.000488,-0.001599,0.003574,0.203156,0.092537,-0.003020,0.058691,0.492400,0.263111,,,,,,,,
743457887856043162!,system_07,80.000000,1.433671,,0.050276,0.136416,0.911511,-0.015841,0.036861,0.011081,0.004334,0.030844,0.140282,0.096844,0.004122,0.004920,0.482359,0.115913,,,,,,,,
