ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1350895343027731062!,system_03,0.000000,0.463447,,0.040404,1.189225,0.000176,2.518154,3.796972,0.482753,1.156753,0.946526,0.432260,3.664478,0.888809,1.414534,0.255563,0.836771,-1.533094,-1.060844,-1.017383,0.309416,0.270686,-0.005652,-0.778745,-0.224769
1350895343027731062!,system_03,0.260221,0.518686,,0.173898,1.268142,0.005686,2.282841,3.849075,0.481492,0.789789,1.210043,0.475153,3.364793,0.579288,1.360575,0.063712,0.519565,-1.533094,-1.060844,-1.017383,0.309416,0.270686,-0.005652,-0.778745,-0.224769
1350895343027731062!,system_03,0.588156,0.515732,,0.256275,1.320507,0.005760,1.957102,3.783327,0.367810,0.540423,1.541213,0.402087,3.299489,0.174281,1.396216,0.038395,0.105285,-1.533094,-1.060844,-1.017383,0.309416,0.270686,-0.005652,-0.778745,-0.224769
1350895343027731062!,system_03,1.001427,0.442676,,0.209509,1.457008,0.001848,1.044072,3.751047,0.427212,0.373588,0.650818,0.369942,3.672846,-0.094314,1.304588,0.102101,-0.056622,,,,,,,,
1350895343027731062!,system_03,1.522239,0.536267,,0.462974,1.468453,0.008061,1.448397,3.628933,0.386953,0.392816,0.742191,0.398239,3.408198,-0.046695,1.223195,0.170335,-0.027160,,,,,,,,
1350895343027731062!,system_03,2.178578,0.440394,,0.539577,1.433114,-0.000731,0.740646,3.639450,0.320339,0.463099,0.616685,0.483676,3.041782,0.066574,1.079886,0.169927,0.063633,,,,,,,,
1350895343027731062!,system_03,3.005710,0.499537,,0.802837,1.467142,0.010935,1.153787,3.456054,0.446030,0.650922,0.812284,0.417236,2.634947,-0.094058,1.264492,0.373659,0.186398,,,,,,,,
1350895343027731062!,system_03,4.048078,0.523418,,0.937322,1.546829,-0.005499,0.967593,3.118377,0.249829,0.716422,1.161398,0.486773,2.841641,-0.149128,1.277992,0.405431,0.084244,,,,,,,,
1350895343027731062!,system_03,5.361692,0.639707,,1.137159,1.519235,0.004936,0.184201,3.024309,0.343818,0.775048,0.976925,0.448453,3.183195,-0.050926,0.921544,0.542940,0.044821,,,,,,,,
1350895343027731062!,system_03,7.017135,0.665696,,0.778432,1.596678,-0.013687,0.526028,2.828498,0.163561,1.150800,0.692912,0.463668,3.069651,0.023604,0.993722,0.581516,0.085901,,,,,,,,
1350895343027731062!,system_03,9.103359,0.657843,,1.100863,1.561166,-0.010561,0.124078,2.800299,0.227055,0.841336,-0.094515,0.530344,2.291809,-0.010789,0.757651,0.686525,0.098885,,,,,,,,
1350895343027731062!,system_03,11.732462,0.557085,,1.111744,1.588878,-0.006170,0.302584,3.037238,0.117293,1.356205,1.426171,0.440407,3.044267,0.112455,0.825267,0.997384,0.095827,,,,,,,,
1350895343027731062!,system_03,15.045711,0.645600,,1.088761,1.608666,0.007887,0.057575,2.478014,0.062917,1.289886,1.726011,0.506913,2.121642,0.119990,0.848325,0.824302,0.204506,,,,,,,,
1350895343027731062!,system_03,19.221135,0.365629,,1.087638,1.696577,0.009837,-0.131533,2.569660,0.002676,1.202074,1.720614,0.480185,1.789452,-0.120793,0.532507,1.132946,0.292133,,,,,,,,
1350895343027731062!,system_03,24.483092,0.343929,,1.228797,1.631669,-0.008374,-0.054912,2.491398,-0.035709,1.253983,1.549803,0.439330,2.333866,-0.009009,0.792198,0.659501,0.221166,,,,,,,,
1350895343027731062!,system_03,31.114318,0.114822,,0.873539,1.656659,-0.002022,-0.102703,2.471536,0.112509,1.100217,2.602105,0.280215,1.320084,0.009291,0.540276,0.802163,0.134830,,,,,,,,
1350895343027731062!,system_03,39.471125,0.195882,,0.948143,1.552385,-0.022277,-0.015783,2.426689,-0.010463,1.115934,2.342867,0.309853,0.818776,0.008658,0.299567,0.812049,0.247327,,,,,,,,
1350895343027731062!,system_03,50.002546,0.144802,,0.855380,1.634607,0.010785,-0.060945,2.453929,-0.065815,0.832099,3.031596,0.220936,0.775538,-0.027640,0.256128,0.500809,0.152627,,,,,,,,
1350895343027731062!,system_03,63.274460,-0.019614,,0.828467,1.547661,0.010242,0.255445,2.673065,-0.035371,0.791445,3.285392,0.141043,0.354167,-0.065327,0.244226,0.543897,0.021255,,,,,,,,
1350895343027731062!,system_03,80.000000,-0.022005,,0.818941,1.676124,-0.002909,-0.082232,2.361178,0.016255,0.754320,3.775418,0.024781,0.177379,0.151571,0.231026,0.380431,0.012754,,,,,,,,
