ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1695233367715813383!,system_04,0.000000,0.005411,,4.172254,2.328798,0.620937,2.042242,0.433093,0.174856,1.017639,3.354355,0.023911,0.320540,0.315466,0.015977,0.005353,3.351865,-0.999695,-1.533143,-1.112918,1.483639,-2.238243,-1.409543,-1.430066,-0.833500
1695233367715813383!,system_04,0.260221,0.047314,,4.341625,2.277785,0.257743,1.553666,0.563906,0.200977,0.557755,3.356652,0.141545,0.323548,0.004807,0.270534,-0.067251,2.477826,-0.999695,-1.533143,-1.112918,1.483639,-2.238243,-1.409543,-1.430066,-0.833500
1695233367715813383!,system_04,0.588156,0.034123,,4.448383,2.730601,0.006289,0.786538,1.039199,0.160612,-0.014363,3.290450,0.051597,0.266730,0.008880,0.363088,0.068280,2.324820,-0.999695,-1.533143,-1.112918,1.483639,-2.238243,-1.409543,-1.430066,-0.833500
1695233367715813383!,system_04,1.001427,0.022538,,4.428180,3.104239,0.026891,0.434460,1.634537,0.141699,-0.029251,3.454658,0.009073,0.330110,0.002848,0.500827,-0.108649,1.671602,,,,,,,,
1695233367715813383!,system_04,1.522239,0.073282,,4.002008,2.836289,0.016881,0.395765,1.330665,0.130898,-0.101679,3.393808,0.076753,0.338202,0.002663,0.781425,-0.117308,1.509870,,,,,,,,
1695233367715813383!,system_04,2.178578,0.112501,,4.233794,2.515337,0.033230,-0.081091,1.360634,0.100005,-0.003724,3.354148,0.015469,0.268054,-0.004668,0.843503,-0.054041,0.904389,,,,,,,,
1695233367715813383!,system_04,3.005710,0.109148,,4.494883,2.282793,-0.031575,0.128281,1.297388,0.207838,-0.123743,3.386888,0.032352,0.291606,0.007384,0.831544,-0.054993,0.980220,,,,,,,,
1695233367715813383!,system_04,4.048078,0.134307,,4.310881,2.353219,-0.016944,0.027792,1.385778,0.156721,-0.068397,3.303942,0.211683,0.334103,-0.017849,1.199910,0.091277,0.549315,,,,,,,,
1695233367715813383!,system_04,5.361692,0.119039,,4.155061,2.304778,-0.007104,0.146687,1.412537,0.159414,-0.010082,3.277549,0.210248,0.280696,0.005550,1.100339,-0.068634,0.529957,,,,,,,,
1695233367715813383!,system_04,7.017135,0.195075,,4.264949,2.145534,-0.047147,-0.048573,1.403264,0.139858,0.140518,3.211826,0.264043,0.304407,0.004535,1.066652,0.155396,0.508616,,,,,,,,
1695233367715813383!,system_04,9.103359,0.215396,,4.518314,2.078958,0.064147,0.043282,1.354206,0.076109,0.032509,3.283325,0.436994,0.362725,0.000481,0.874284,0.148772,0.461418,,,,,,,,
1695233367715813383!,system_04,11.732462,0.165859,,3.984296,1.986093,-0.071005,0.088903,1.243121,0.060593,0.028023,3.044612,0.609783,0.370433,0.012328,0.767900,0.276993,-0.037164,,,,,,,,
1695233367715813383!,system_04,15.045711,0.194179,,3.343114,1.753643,-0.013309,0.024734,1.266228,0.066634,0.284430,2.984855,0.557133,0.451756,0.023040,0.802821,0.127891,-0.033460,,,,,,,,
1695233367715813383!,system_04,19.221135,0.116219,,3.191128,1.838337,0.041019,0.056633,1.171955,0.072979,0.312660,3.069969,0.608298,0.436633,0.003511,0.425043,0.307935,0.087348,,,,,,,,
1695233367715813383!,system_04,24.483092,0.097106,,3.264135,1.776098,-0.021092,-0.157663,1.088783,0.045583,0.431450,2.859569,0.760747,0.393696,0.013155,0.439566,0.375478,0.018816,,,,,,,,
1695233367715813383!,system_04,31.114318,0.091986,,2.905176,1.775851,-0.031746,-0.053337,1.098791,0.068712,0.423658,2.898816,0.759881,0.326562,-0.023056,0.443730,0.370123,0.573896,,,,,,,,
1695233367715813383!,system_04,39.471125,0.065772,,2.626266,1.788573,0.072194,0.020268,1.124152,0.036945,0.399545,2.862669,0.815025,0.339379,-0.010660,0.439699,0.583904,0.700526,,,,,,,,
1695233367715813383!,system_04,50.002546,0.070516,,2.779505,1.973706,-0.008714,0.133586,1.218931,0.049758,0.642029,2.850825,0.663506,0.289939,0.014842,0.541757,0.592255,0.136126,,,,,,,,
1695233367715813383!,system_04,63.274460,0.068467,,2.118840,2.004598,0.061256,0.209822,1.305711,-0.029812,0.539884,2.862842,0.387315,0.291003,0.014246,0.276768,0.498080,0.338882,,,,,,,,
1695233367715813383!,system_04,80.000000,0.086057,,1.735249,1.736465,0.025305,-0.078431,1.147560,-0.023605,0.641044,2.883267,0.259553,0.274351,0.001380,0.138713,0.511663,0.407304,,,,,,,,
