ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
117769982323623252!,system_11,0.000000,0.046251,,0.915161,0.857568,0.062791,0.394161,0.130643,0.356841,0.996085,0.070675,0.150449,0.805225,0.539778,0.207262,0.075572,0.543014,1.147949,0.637798,-4.239546,0.252772,-1.991207,1.774098,-0.778512,3.942225
117769982323623252!,system_11,0.260221,-0.040605,,0.905190,1.220928,0.388074,0.006120,0.181096,0.309514,1.382894,0.117292,0.173471,0.884525,0.969244,0.231909,0.216474,-0.018392,1.147949,0.637798,-4.239546,0.252772,-1.991207,1.774098,-0.778512,3.942225
117769982323623252!,system_11,0.588156,0.084966,,1.016381,1.598804,0.528339,-0.003397,0.576916,0.394473,1.590120,0.174330,0.028278,0.701444,1.441686,0.192468,0.433621,-0.006578,1.147949,0.637798,-4.239546,0.252772,-1.991207,1.774098,-0.778512,3.942225
117769982323623252!,system_11,1.001427,0.068199,,1.064168,2.080503,0.620068,-0.007916,0.868467,0.419802,1.995715,0.314349,0.147948,0.816426,1.928134,0.178137,0.568126,-0.025306,,,,,,,,
117769982323623252!,system_11,1.522239,0.180818,,0.877834,2.118130,0.563709,-0.013215,0.814663,0.691614,1.789940,0.308274,0.123222,0.862008,1.602068,0.137694,0.480608,-0.015003,,,,,,,,
117769982323623252!,system_11,2.178578,0.285402,,0.859333,2.107935,0.289468,0.006034,0.707331,0.783279,1.597359,0.518489,0.162258,0.788479,1.496085,0.077711,0.226596,0.010231,,,,,,,,
117769982323623252!,system_11,3.005710,0.357546,,0.734358,2.402030,0.062953,0.004600,0.794215,0.721392,1.489561,0.484515,0.317932,0.704615,1.130983,0.158206,0.123405,0.012576,,,,,,,,
117769982323623252!,system_11,4.048078,0.316796,,0.615998,2.179496,0.224910,0.021817,0.846398,0.748949,1.541535,0.474502,0.296901,0.825349,1.358720,0.049051,0.135286,0.034702,,,,,,,,
117769982323623252!,system_11,5.361692,0.389038,,0.621938,2.127491,0.042547,0.001697,0.821928,0.571143,1.409546,0.499212,0.437285,1.052189,1.301836,0.084154,0.118996,0.026050,,,,,,,,
117769982323623252!,system_11,7.017135,0.450607,,0.351612,2.103792,0.085356,0.005101,0.773134,0.351606,1.403313,0.540840,0.491964,1.109195,1.279178,0.116081,-0.027434,0.035644,,,,,,,,
117769982323623252!,system_11,9.103359,0.442372,,0.251900,2.098993,0.031068,0.011193,0.814561,0.196517,1.386472,0.384031,0.520700,1.062818,1.193115,0.046460,-0.060303,0.059507,,,,,,,,
117769982323623252!,system_11,11.732462,0.322835,,0.361621,2.396618,0.035337,0.003923,0.830939,0.092236,1.353166,0.323676,0.617903,1.167170,1.262418,0.098775,0.055732,0.052853,,,,,,,,
117769982323623252!,system_11,15.045711,0.362734,,0.209160,2.164582,-0.024645,-0.018792,0.819703,-0.013672,1.347521,0.273942,0.444816,1.217157,1.392432,0.076984,-0.018725,0.065514,,,,,,,,
117769982323623252!,system_11,19.221135,0.323962,,0.213187,2.192717,0.051041,-0.003000,0.914161,0.064089,1.303769,0.187918,0.486992,1.186820,0.854428,0.105434,0.118370,0.079381,,,,,,,,
117769982323623252!,system_11,24.483092,0.306936,,0.065426,2.046544,0.075610,0.009586,0.853564,0.019667,1.341840,0.328233,0.443506,1.281692,1.355709,0.108049,-0.107819,0.066726,,,,,,,,
117769982323623252!,system_11,31.114318,0.387518,,0.050368,2.212533,0.033812,0.017653,0.850531,-0.052652,1.282682,0.227907,0.262800,1.347834,1.164983,0.063551,0.022264,0.031342,,,,,,,,
117769982323623252!,system_11,39.471125,0.373564,,-0.139338,2.365008,-0.022687,-0.005210,0.761219,-0.037542,1.393489,0.288977,0.218021,1.341902,1.304323,0.089052,0.073224,0.037943,,,,,,,,
117769982323623252!,system_11,50.002546,0.231463,,-0.140411,2.010299,0.092585,-0.003186,0.824756,-0.022763,1.412479,0.216171,0.109699,1.345804,1.209483,0.001178,0.059706,0.010895,,,,,,,,
117769982323623252!,system_11,63.274460,0.204182,,-0.058486,2.041691,-0.019915,0.020768,0.935632,0.023132,1.397314,0.354802,0.066112,1.317842,1.028527,-0.006535,0.073917,-0.008278,,,,,,,,
117769982323623252!,system_11,80.000000,-0.000737,,0.018303,2.237751,0.099159,-0.015861,0.751856,0.053409,1.217709,0.256165,0.051079,1.277190,1.159472,0.038355,0.035871,0.010627,,,,,,,,
