ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
59449651375052391!,system_10,0.000000,0.057113,,1.193047,0.454299,0.968764,0.303688,0.332236,0.367919,0.028602,0.060276,0.001494,1.771807,0.698931,0.052012,0.398866,0.329487,-2.577234,-0.220569,-2.324495,1.926980,-0.811653,2.892383,0.854375,-1.196813
59449651375052391!,system_10,0.260221,0.133445,,1.181555,0.874431,0.350197,0.001325,0.977265,0.305644,0.141437,0.054756,0.027116,1.718300,0.510088,0.053106,0.014202,0.011061,-2.577234,-0.220569,-2.324495,1.926980,-0.811653,2.892383,0.854375,-1.196813
59449651375052391!,system_10,0.588156,0.177773,,1.154626,1.272129,-0.048833,-0.007086,1.934198,0.307311,0.393283,-0.060484,-0.016709,1.644169,0.405958,0.024280,0.008073,0.005901,-2.577234,-0.220569,-2.324495,1.926980,-0.811653,2.892383,0.854375,-1.196813
59449651375052391!,system_10,1.001427,0.200607,,1.181228,1.808299,0.058408,0.010046,3.250890,0.184398,0.565577,0.122562,-0.017534,1.705994,0.172299,0.027224,0.011353,0.004256,,,,,,,,
59449651375052391!,system_10,1.522239,0.268456,,1.149561,2.173856,-0.008558,-0.001708,3.201845,0.099317,0.542567,0.093800,-0.001632,1.793695,0.223513,0.043859,0.028117,0.010825,,,,,,,,
59449651375052391!,system_10,2.178578,0.304007,,1.169669,2.129607,0.006080,0.001201,2.986145,0.106890,0.600735,0.025840,0.050439,1.681685,0.080444,0.061189,0.035247,-0.004161,,,,,,,,
59449651375052391!,system_10,3.005710,0.296019,,1.159044,1.974312,0.009642,0.009502,2.943913,0.059461,0.536399,-0.017955,0.030736,1.845704,0.150206,0.021891,0.025759,-0.005494,,,,,,,,
59449651375052391!,system_10,4.048078,0.253513,,1.130447,1.800347,-0.031972,-0.002360,2.768211,0.065720,0.586830,0.084582,0.034030,1.777953,0.163569,0.065238,0.030089,-0.003560,,,,,,,,
59449651375052391!,system_10,5.361692,0.426637,,1.045735,1.999167,0.014590,-0.020226,3.031345,-0.039558,0.679158,0.163568,0.051107,1.713827,0.123254,0.026994,0.039960,-0.005536,,,,,,,,
59449651375052391!,system_10,7.017135,0.266033,,1.093251,1.963131,0.087238,-0.006760,3.110029,-0.028553,0.553930,-0.000324,0.063700,1.659248,0.235917,0.019205,0.034760,0.007196,,,,,,,,
59449651375052391!,system_10,9.103359,0.307451,,1.033648,2.000802,-0.048135,-0.000722,2.761902,0.141255,0.610778,0.142547,0.118109,1.762220,0.121967,0.056927,0.089671,-0.013867,,,,,,,,
59449651375052391!,system_10,11.732462,0.166582,,1.048210,2.145455,0.036530,-0.008317,2.941297,0.004282,0.491237,-0.037428,0.138284,1.494961,0.179509,0.051440,0.041591,0.001066,,,,,,,,
59449651375052391!,system_10,15.045711,0.114897,,0.959040,1.909466,0.056065,0.008456,3.010600,0.008416,0.597715,0.188906,0.089447,1.620163,0.161850,0.042344,0.046872,0.006442,,,,,,,,
59449651375052391!,system_10,19.221135,0.180887,,0.914342,1.978104,-0.009810,0.010283,3.041870,0.037458,0.593034,0.283753,0.142919,1.577559,0.258375,0.064758,0.044799,0.012060,,,,,,,,
59449651375052391!,system_10,24.483092,0.055884,,0.957335,2.151262,0.035723,0.000002,2.584409,0.021528,0.657186,0.311775,0.121335,1.556914,0.189120,0.057262,0.047080,-0.002059,,,,,,,,
59449651375052391!,system_10,31.114318,-0.032103,,0.932618,2.006561,-0.016669,-0.001815,2.905790,-0.012488,0.596365,0.321256,0.047036,1.572969,0.168818,0.072667,0.061093,0.008398,,,,,,,,
59449651375052391!,system_10,39.471125,-0.005115,,0.872403,2.075687,0.039328,0.004149,3.031221,-0.003758,0.570333,0.676009,0.079944,1.192121,0.221565,0.043162,0.035386,0.004403,,,,,,,,
59449651375052391!,system_10,50.002546,0.044837,,0.888199,2.073929,-0.048620,-0.004077,2.955063,0.060080,0.566758,0.677527,0.029282,1.300114,0.101779,0.021988,0.061988,-0.015072,,,,,,,,
59449651375052391!,system_10,63.274460,-0.066151,,0.888638,2.067226,0.017569,0.008717,3.065406,0.026268,0.623301,0.673085,0.044068,0.946819,0.175774,0.043332,0.018230,-0.003118,,,,,,,,
59449651375052391!,system_10,80.000000,-0.044206,,0.971610,2.369718,0.022922,0.009530,2.959726,0.002060,0.569346,0.935268,-0.026865,0.816783,0.146458,0.010320,0.034955,0.005817,,,,,,,,
