ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1535582649598697348!,system_01,0.000000,0.065647,,0.629670,0.013678,0.354345,0.644890,0.046791,0.939453,0.106543,0.194732,0.952797,0.532756,0.255678,0.943013,0.002318,0.947755,-0.961299,0.396437,-0.924247,-3.378687,-0.391334,0.458967,-0.574878,0.026245
1535582649598697348!,system_01,0.260221,-0.025822,,0.631194,0.015380,0.072331,0.448080,0.002747,0.910159,0.297418,0.187425,0.839750,0.551786,0.318234,1.130630,-0.035107,0.640834,-0.961299,0.396437,-0.924247,-3.378687,-0.391334,0.458967,-0.574878,0.026245
1535582649598697348!,system_01,0.588156,0.209517,,0.781825,-0.032153,0.000617,0.030744,-0.004296,0.917716,0.294850,0.178441,0.934430,0.572823,0.516395,1.000413,0.008902,0.292700,-0.961299,0.396437,-0.924247,-3.378687,-0.391334,0.458967,-0.574878,0.026245
1535582649598697348!,system_01,1.001427,0.101231,,0.661027,0.055103,0.018272,0.015875,0.004203,0.738953,0.511923,0.189088,0.730425,0.472349,0.692119,0.889512,0.004222,-0.097781,,,,,,,,
1535582649598697348!,system_01,1.522239,0.482429,,0.600627,0.018340,0.012609,0.019680,-0.016917,0.812042,0.811859,0.196937,0.696661,0.560870,0.587121,0.856710,0.016720,0.066134,,,,,,,,
1535582649598697348!,system_01,2.178578,0.365914,,0.625421,-0.007128,0.004259,-0.019025,-0.003676,0.735123,0.694731,0.192944,0.991781,0.457412,0.644354,0.833014,0.071445,0.075877,,,,,,,,
1535582649598697348!,system_01,3.005710,0.407397,,0.608902,0.117187,-0.028947,-0.047176,0.001608,0.715499,0.750524,0.168206,0.743756,0.462988,0.646409,0.850958,0.028799,0.026396,,,,,,,,
1535582649598697348!,system_01,4.048078,0.490068,,0.667953,0.114985,-0.014560,0.029066,0.010628,0.652365,0.664873,0.174804,0.640630,0.449876,0.704719,0.718417,0.003272,0.185581,,,,,,,,
1535582649598697348!,system_01,5.361692,0.598514,,0.500749,0.339317,0.035890,-0.081602,0.002078,0.482360,0.670927,0.173453,0.614544,0.461711,0.670735,0.735253,0.028005,0.239143,,,,,,,,
1535582649598697348!,system_01,7.017135,0.816744,,0.464104,0.212869,0.024886,-0.020633,0.001211,0.303271,0.758875,0.174533,0.812341,0.458958,0.646856,0.724938,0.102039,0.284499,,,,,,,,
1535582649598697348!,system_01,9.103359,0.660973,,0.491716,0.296157,0.001116,-0.083940,-0.009367,0.488343,0.799079,0.162523,0.790250,0.409385,0.646369,0.535118,0.087651,0.285383,,,,,,,,
1535582649598697348!,system_01,11.732462,1.005171,,0.350817,0.396095,-0.004652,0.044686,0.000465,0.327112,0.854266,0.157538,0.803737,0.405694,0.626628,0.598736,0.119670,0.301888,,,,,,,,
1535582649598697348!,system_01,15.045711,0.969511,,0.374369,0.496442,0.021805,0.024058,-0.000843,0.278165,0.779632,0.150191,0.542730,0.372122,0.759972,0.379526,0.155546,0.521245,,,,,,,,
1535582649598697348!,system_01,19.221135,0.939330,,0.295286,0.548060,-0.005629,0.046137,0.009147,-0.005275,0.923091,0.145764,0.655439,0.376037,0.686542,0.483769,0.210875,0.543164,,,,,,,,
1535582649598697348!,system_01,24.483092,0.966003,,0.239754,0.506001,0.011150,-0.055189,-0.017937,0.207442,0.732759,0.137607,0.430084,0.341284,0.614201,0.455080,0.209201,0.527880,,,,,,,,
1535582649598697348!,system_01,31.114318,1.005632,,0.365945,0.592485,-0.018066,0.019220,-0.008191,-0.015658,0.905664,0.148279,0.466966,0.351255,0.690513,0.383715,0.230267,0.573679,,,,,,,,
1535582649598697348!,system_01,39.471125,1.036862,,0.031280,0.704939,-0.000670,0.051446,-0.001243,-0.029896,0.809471,0.156422,0.432329,0.313336,0.643085,0.440834,0.146619,0.582870,,,,,,,,
1535582649598697348!,system_01,50.002546,1.046257,,0.046519,0.653424,0.004273,0.016723,0.005780,-0.069501,0.777866,0.159754,0.319084,0.306215,0.595722,0.332482,0.269348,0.575564,,,,,,,,
1535582649598697348!,system_01,63.274460,1.074625,,0.018482,0.511998,-0.027531,-0.079036,0.009875,-0.026185,0.835170,0.190192,-0.064365,0.359240,0.624769,0.291317,0.184923,0.536348,,,,,,,,
1535582649598697348!,system_01,80.000000,0.826348,,0.017780,0.265031,-0.005219,-0.011702,-0.014558,-0.086017,0.894729,0.181659,0.095980,0.307419,0.730091,0.142020,0.239716,0.316322,,,,,,,,
