ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1090582974244958244!,system_07,0.000000,0.218807,,0.007856,0.979530,0.279244,0.651949,0.430060,0.466283,1.224715,0.191706,0.811535,0.247116,2.513268,0.000086,0.080273,0.124526,2.969593,-2.171616,-1.462381,1.331351,0.244714,-1.478223,0.433580,2.666104
1090582974244958244!,system_07,0.260221,0.454313,,0.054912,1.629313,0.657373,0.223678,0.611334,0.526302,0.551779,0.233764,0.854691,0.229430,1.881917,0.010416,0.611586,0.015173,2.969593,-2.171616,-1.462381,1.331351,0.244714,-1.478223,0.433580,2.666104
1090582974244958244!,system_07,0.588156,0.162925,,0.043921,2.069840,1.813344,0.000744,0.816832,0.597941,-0.145623,0.198918,0.739208,0.246313,1.275394,0.044955,1.845539,0.004486,2.969593,-2.171616,-1.462381,1.331351,0.244714,-1.478223,0.433580,2.666104
1090582974244958244!,system_07,1.001427,0.353115,,0.043841,2.985592,2.855703,-0.048790,1.313583,0.898983,-0.170218,0.221461,0.607800,0.279299,0.550543,0.015406,3.054971,0.011240,,,,,,,,
1090582974244958244!,system_07,1.522239,0.381345,,0.044737,3.068431,2.116255,0.023267,1.318892,0.898364,-0.092257,0.123684,0.650213,0.270300,0.210022,0.005577,2.749138,0.010513,,,,,,,,
1090582974244958244!,system_07,2.178578,1.210769,,0.032896,3.093409,2.499654,-0.015851,1.354077,0.533203,0.019074,0.013639,0.946482,0.324187,0.185544,-0.014504,3.474325,0.024037,,,,,,,,
1090582974244958244!,system_07,3.005710,1.137598,,0.011919,2.979858,1.961194,0.012896,1.517610,0.301887,0.025232,0.010180,0.641735,0.287848,0.333579,0.030147,3.503085,0.031766,,,,,,,,
1090582974244958244!,system_07,4.048078,1.331932,,0.022859,3.001475,2.427095,0.027863,1.234547,0.154907,-0.186626,0.003368,0.561091,0.272023,-0.186504,0.031680,3.330216,-0.007481,,,,,,,,
1090582974244958244!,system_07,5.361692,1.285396,,0.012960,2.852798,2.239711,-0.002533,1.244321,0.235277,0.008578,0.087281,0.618843,0.280198,0.263528,0.034571,3.476523,0.009890,,,,,,,,
1090582974244958244!,system_07,7.017135,1.354488,,0.009113,3.259450,2.500286,0.026145,1.305939,0.005679,0.013353,0.008327,0.739993,0.284562,-0.151412,0.055325,3.055537,0.011695,,,,,,,,
1090582974244958244!,system_07,9.103359,1.769791,,0.012216,3.041979,2.405854,-0.037476,1.269487,0.017834,0.044137,0.025777,0.623283,0.321933,0.340025,0.047677,3.042704,0.013876,,,,,,,,
1090582974244958244!,system_07,11.732462,1.831335,,-0.006769,3.134921,2.289991,-0.004955,1.364921,-0.056357,0.068546,-0.036265,0.423930,0.321265,-0.213679,0.042169,3.432919,0.006373,,,,,,,,
1090582974244958244!,system_07,15.045711,1.326138,,-0.011312,2.981016,2.293545,-0.020989,1.473860,0.074254,0.074919,0.008214,0.366322,0.293438,0.262792,0.023362,3.392123,0.010178,,,,,,,,
1090582974244958244!,system_07,19.221135,1.602136,,-0.012613,2.850179,2.272519,-0.029538,1.314921,-0.101800,0.016994,-0.020977,0.202481,0.288263,-0.459134,0.035473,3.602786,0.015714,,,,,,,,
1090582974244958244!,system_07,24.483092,2.200611,,-0.010202,2.803046,2.426750,0.007394,1.436869,0.109034,0.123958,-0.032301,0.235939,0.288733,-0.168523,0.016205,3.094481,0.011490,,,,,,,,
1090582974244958244!,system_07,31.114318,1.785705,,0.012006,2.856216,2.354982,0.015778,1.265415,-0.017061,-0.115294,0.037804,0.249380,0.282682,-0.008969,0.041404,3.384557,0.009053,,,,,,,,
1090582974244958244!,system_07,39.471125,1.654403,,-0.019821,2.899782,2.240323,-0.026425,1.417958,0.218075,-0.042931,-0.025354,0.265108,0.266578,-0.254081,-0.025453,3.602524,0.015144,,,,,,,,
1090582974244958244!,system_07,50.002546,1.685979,,-0.006340,3.006601,2.427857,0.000745,1.207198,-0.119135,0.038278,0.031694,0.175327,0.310272,0.413370,-0.001133,3.707796,-0.015846,,,,,,,,
1090582974244958244!,system_07,63.274460,1.487177,,0.003354,2.662795,2.156694,0.009188,1.386819,-0.116702,0.048354,0.055052,-0.053357,0.290406,0.041201,-0.007254,3.488982,0.001104,,,,,,,,
1090582974244958244!,system_07,80.000000,1.249056,,-0.020433,3.133338,2.538063,0.004357,1.272839,0.055780,-0.042894,0.014937,0.082818,0.297465,0.255762,-0.024981,2.933924,-0.008433,,,,,,,,
