ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
138184877013542342!,system_10,0.000000,0.651499,,0.277000,0.208636,0.090714,0.531659,0.014152,4.461580,0.623174,0.220584,1.898377,1.418954,0.221482,2.475046,0.040245,0.425218,-0.341335,-0.235407,-1.861672,-2.054010,0.052594,-2.348417,-0.068049,-1.428458
138184877013542342!,system_10,0.260221,1.784725,,0.297835,0.044847,-0.007625,0.042388,0.006570,4.154881,0.361659,0.181390,2.193419,1.371079,0.053711,1.839267,0.016920,0.017835,-0.341335,-0.235407,-1.861672,-2.054010,0.052594,-2.348417,-0.068049,-1.428458
138184877013542342!,system_10,0.588156,0.874560,,0.313472,0.026469,-0.006500,-0.001552,-0.003969,3.899935,0.145849,0.144879,2.168310,1.450639,-0.014692,2.426509,0.002606,-0.041157,-0.341335,-0.235407,-1.861672,-2.054010,0.052594,-2.348417,-0.068049,-1.428458
138184877013542342!,system_10,1.001427,3.542081,,0.244290,-0.051437,0.018644,-0.040647,-0.001629,2.722151,-0.058099,0.114982,1.848009,1.545844,0.018998,1.836698,0.010964,-0.061775,,,,,,,,
138184877013542342!,system_10,1.522239,4.212191,,0.167315,0.002665,0.001014,0.008082,0.001446,2.729088,0.038806,0.085966,1.454269,1.589053,0.010867,2.197206,-0.034970,0.059964,,,,,,,,
138184877013542342!,system_10,2.178578,4.325448,,0.090516,0.058993,0.015688,-0.012941,-0.009505,1.710302,-0.002000,0.049964,1.487114,1.617490,0.032063,1.879423,0.014700,0.058878,,,,,,,,
138184877013542342!,system_10,3.005710,4.080960,,0.136923,0.130840,-0.018480,-0.018489,-0.005458,0.460239,-0.045533,0.027187,1.556506,1.578308,-0.009712,1.777842,0.037373,0.183006,,,,,,,,
138184877013542342!,system_10,4.048078,5.285955,,0.220796,0.230254,-0.006580,-0.002906,-0.023027,1.212775,0.020319,-0.044936,1.674574,1.565682,-0.007424,1.566426,0.097851,0.262179,,,,,,,,
138184877013542342!,system_10,5.361692,6.543215,,0.168565,0.293122,-0.005589,-0.002662,0.001015,0.616185,0.029751,-0.019275,1.598271,1.537749,-0.004070,1.535951,0.056435,0.302058,,,,,,,,
138184877013542342!,system_10,7.017135,5.769002,,0.051306,0.371966,0.005129,0.013833,-0.004242,0.382698,0.188948,-0.071555,1.377982,1.505878,0.010148,1.476523,0.142462,0.353206,,,,,,,,
138184877013542342!,system_10,9.103359,6.590585,,0.083868,0.350614,-0.004826,-0.024626,-0.007645,-0.268009,0.042949,-0.049257,1.255096,1.495054,0.013147,1.219115,0.105891,0.272837,,,,,,,,
138184877013542342!,system_10,11.732462,6.410913,,-0.007678,0.295434,0.004413,-0.007078,0.009957,0.027053,0.119795,0.000168,1.351496,1.478625,-0.007267,0.626597,0.100926,0.340762,,,,,,,,
138184877013542342!,system_10,15.045711,5.931667,,0.073157,0.251923,0.013793,-0.025024,0.006914,-0.499197,0.174549,0.017860,1.289246,1.478849,0.009612,1.383443,0.158873,0.248961,,,,,,,,
138184877013542342!,system_10,19.221135,7.681602,,0.048843,0.303351,0.001999,-0.010945,0.006313,0.316362,0.109106,-0.003115,1.007301,1.500045,-0.017967,0.358130,0.132881,0.367395,,,,,,,,
138184877013542342!,system_10,24.483092,8.434654,,-0.061197,0.218145,-0.005209,-0.019840,-0.012678,0.762423,0.117452,-0.040855,0.733294,1.455910,-0.024828,0.633419,0.172691,0.293922,,,,,,,,
138184877013542342!,system_10,31.114318,7.143000,,0.064472,0.181470,-0.014033,0.000544,-0.010461,-0.156344,0.181589,0.005995,0.470801,1.427890,-0.001236,0.623375,0.190787,0.219318,,,,,,,,
138184877013542342!,system_10,39.471125,7.486015,,-0.036192,0.210122,0.012919,0.002245,-0.016136,0.165999,0.177621,-0.000683,0.155621,1.458911,-0.008618,0.408154,0.169329,0.189328,,,,,,,,
138184877013542342!,system_10,50.002546,7.326603,,-0.001187,0.135162,0.018314,-0.006763,-0.000874,-0.039783,0.153501,0.002413,0.388891,1.407502,-0.015080,0.038314,0.102179,0.141300,,,,,,,,
138184877013542342!,system_10,63.274460,8.148572,,0.034678,0.110085,-0.003036,0.016596,0.003355,-0.035399,0.235110,0.054228,-0.113251,1.474544,-0.002180,0.195652,0.129951,0.043469,,,,,,,,
138184877013542342!,system_10,80.000000,6.300910,,0.001784,-0.009331,-0.006661,0.018030,-0.000669,0.158403,0.205283,-0.015309,-0.255205,1.438413,0.012754,0.170122,0.169089,0.023779,,,,,,,,
