ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
2111503998862118928!,system_11,0.000000,0.110426,,0.085195,0.002236,0.173193,0.462872,0.008572,0.581834,0.093288,0.853440,0.309716,0.197642,0.574065,0.637455,0.934442,0.528423,-1.221160,3.625333,2.369149,-1.344048,0.339778,0.573114,-0.061037,1.698409
2111503998862118928!,system_11,0.260221,0.108408,,0.100847,0.003297,-0.004281,1.135736,0.004883,0.530194,1.247138,0.880894,0.291490,0.256333,2.157748,0.595753,0.699311,1.240712,-1.221160,3.625333,2.369149,-1.344048,0.339778,0.573114,-0.061037,1.698409
2111503998862118928!,system_11,0.588156,0.285959,,0.078784,-0.007299,0.009520,1.987754,0.007313,0.533265,2.312616,1.033173,0.268659,0.287986,2.767305,0.476981,0.205862,1.861838,-1.221160,3.625333,2.369149,-1.344048,0.339778,0.573114,-0.061037,1.698409
2111503998862118928!,system_11,1.001427,0.296842,,0.082386,0.024079,-0.018425,2.881314,-0.011793,0.448913,3.738637,1.026438,0.287677,0.316449,5.020712,0.502187,-0.074943,2.749378,,,,,,,,
2111503998862118928!,system_11,1.522239,0.373451,,0.058901,0.011411,0.001796,2.544713,-0.020013,0.374319,3.697577,0.763254,0.278213,0.262235,3.903346,0.573044,0.009276,2.457178,,,,,,,,
2111503998862118928!,system_11,2.178578,0.496282,,0.056673,0.020879,0.002801,2.833066,-0.001242,0.331933,3.556506,0.798060,0.227811,0.284461,4.451338,0.299506,-0.120827,2.909574,,,,,,,,
2111503998862118928!,system_11,3.005710,0.474996,,0.038091,-0.002552,-0.004865,2.876713,0.011651,0.316463,3.557521,0.690991,0.292576,0.377800,5.068892,0.197617,-0.018334,2.913811,,,,,,,,
2111503998862118928!,system_11,4.048078,0.509042,,0.049090,0.014890,0.004319,2.879909,0.009694,0.119831,3.513061,0.774621,0.188632,0.388881,4.908343,0.216571,-0.094623,2.764206,,,,,,,,
2111503998862118928!,system_11,5.361692,0.561663,,0.068943,0.034553,-0.014309,2.900120,0.002438,0.094323,3.729680,0.478421,0.316187,0.600207,4.458175,0.075770,0.027310,3.092613,,,,,,,,
2111503998862118928!,system_11,7.017135,0.500607,,0.028303,0.006053,0.007151,3.020551,0.004912,0.174339,3.947855,0.465118,0.313539,0.545094,4.365467,0.190005,-0.027350,2.872521,,,,,,,,
2111503998862118928!,system_11,9.103359,0.599996,,-0.005630,0.004284,-0.002734,2.795585,0.001171,0.096779,3.414969,0.339311,0.177902,0.853259,4.462601,0.238218,-0.033234,3.087879,,,,,,,,
2111503998862118928!,system_11,11.732462,0.466260,,0.051938,0.034169,0.000468,3.152303,-0.003138,-0.023873,3.836669,0.055554,0.255491,0.705929,4.395813,0.009071,-0.014734,2.910670,,,,,,,,
2111503998862118928!,system_11,15.045711,0.458827,,-0.001522,0.007596,-0.008487,3.202838,-0.003269,0.040177,3.697490,0.307232,0.202949,0.915521,4.251443,0.129198,-0.073595,2.989134,,,,,,,,
2111503998862118928!,system_11,19.221135,0.527251,,0.021730,0.007651,0.003292,2.785510,0.013030,0.017813,3.768927,0.151894,0.189401,1.127014,4.970144,0.152719,-0.075075,2.976546,,,,,,,,
2111503998862118928!,system_11,24.483092,0.329956,,0.015304,0.003108,0.001144,3.041768,-0.006961,0.013613,3.514596,0.120640,0.097654,0.885666,4.895918,0.152759,0.009680,2.858933,,,,,,,,
2111503998862118928!,system_11,31.114318,0.230456,,-0.018724,0.018171,0.001880,2.819463,-0.004454,0.059555,3.827561,0.197335,0.060119,1.029687,4.722513,0.064209,0.075641,2.901156,,,,,,,,
2111503998862118928!,system_11,39.471125,0.381826,,-0.017831,0.017886,-0.012365,3.233008,0.009889,0.102797,3.679906,0.075968,0.050803,1.114321,4.790690,-0.055897,-0.012361,2.775871,,,,,,,,
2111503998862118928!,system_11,50.002546,0.352853,,0.009808,0.014530,0.016336,2.614466,-0.011577,0.038711,4.057086,0.156306,0.025485,1.061766,4.721762,0.011173,0.048506,3.199123,,,,,,,,
2111503998862118928!,system_11,63.274460,0.249901,,0.033446,0.015666,-0.002444,2.923623,-0.018324,-0.139778,3.694155,0.180300,0.039972,0.764125,4.239743,-0.000553,-0.033178,2.721284,,,,,,,,
2111503998862118928!,system_11,80.000000,0.037258,,0.007982,0.007480,0.007534,2.797533,0.016483,0.069483,3.375944,0.348890,-0.014151,0.927390,4.145428,0.083135,0.061338,2.918500,,,,,,,,
