ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
149820282707889122!,system_12,0.000000,0.502134,,0.641258,0.499362,0.579568,0.853171,0.423808,0.053915,0.178900,0.594617,0.135369,0.065307,0.617192,0.629952,0.376938,0.011631,-2.321743,-2.978294,-4.258404,-0.229068,-1.606373,-1.180750,-3.177485,0.559349
149820282707889122!,system_12,0.260221,0.540347,,0.694740,0.462395,-0.001011,0.001781,0.287574,0.064715,0.005807,0.565268,0.308160,0.075385,-0.003269,0.705912,-0.002128,0.048839,-2.321743,-2.978294,-4.258404,-0.229068,-1.606373,-1.180750,-3.177485,0.559349
149820282707889122!,system_12,0.588156,0.497311,,0.617464,0.447327,0.011833,-0.012794,0.063557,0.064782,-0.013448,0.579303,0.194692,-0.049808,0.008877,0.489805,-0.010718,-0.018378,-2.321743,-2.978294,-4.258404,-0.229068,-1.606373,-1.180750,-3.177485,0.559349
149820282707889122!,system_12,1.001427,0.570664,,0.595107,0.390593,-0.006824,-0.006907,0.033472,0.040240,0.047991,0.492377,0.272146,0.067765,-0.004236,0.452580,-0.006030,0.012351,,,,,,,,
149820282707889122!,system_12,1.522239,0.626847,,0.598603,0.449454,0.007697,-0.000267,0.000763,0.024789,-0.013938,0.594111,0.287646,0.123136,-0.003653,0.244803,0.019371,0.039443,,,,,,,,
149820282707889122!,system_12,2.178578,0.506671,,0.399490,0.424547,-0.002363,-0.012754,-0.001794,0.060964,0.016692,0.499881,0.353262,0.178863,-0.010875,0.262970,0.006102,0.056632,,,,,,,,
149820282707889122!,system_12,3.005710,0.572408,,0.433732,0.442643,0.006465,0.004475,-0.008569,0.028955,-0.060569,0.391471,0.512332,0.188947,-0.018609,0.120276,-0.004751,0.010822,,,,,,,,
149820282707889122!,system_12,4.048078,0.517328,,0.210125,0.452280,-0.006556,-0.004197,0.035177,0.010711,0.004014,0.446952,0.392292,0.256781,0.007268,0.117326,0.014478,0.065350,,,,,,,,
149820282707889122!,system_12,5.361692,0.407017,,0.173306,0.500684,0.006992,-0.002811,-0.000328,0.024532,-0.002555,0.286753,0.484616,0.357636,0.013561,0.096185,0.020424,0.067091,,,,,,,,
149820282707889122!,system_12,7.017135,0.359409,,0.242390,0.457296,-0.002530,0.001117,0.026448,0.007033,0.064618,0.243766,0.510332,0.336991,-0.001115,-0.032207,0.007982,0.110753,,,,,,,,
149820282707889122!,system_12,9.103359,0.310948,,0.146855,0.537219,0.001437,-0.003798,0.063601,0.020920,0.052213,0.277356,0.344991,0.399166,-0.000055,0.006310,0.022269,0.093741,,,,,,,,
149820282707889122!,system_12,11.732462,0.361742,,0.037869,0.561524,0.030758,-0.020495,-0.031228,-0.010340,0.031021,0.233086,0.360261,0.390393,-0.000896,-0.027711,0.032051,0.114726,,,,,,,,
149820282707889122!,system_12,15.045711,0.278191,,-0.000445,0.529521,0.000017,-0.007287,0.054825,0.024850,0.045146,0.129144,0.403693,0.418171,0.006921,0.160437,0.070724,0.085865,,,,,,,,
149820282707889122!,system_12,19.221135,0.363088,,0.070961,0.567264,0.025735,0.004037,-0.103381,-0.041602,0.089982,0.185694,0.342291,0.451962,0.008339,0.053984,0.075915,0.125088,,,,,,,,
149820282707889122!,system_12,24.483092,0.364167,,0.031828,0.530208,-0.001099,-0.016699,0.061909,0.006408,0.078762,0.095391,0.303748,0.494526,0.014831,0.080435,0.076952,0.096422,,,,,,,,
149820282707889122!,system_12,31.114318,0.466210,,0.085729,0.541993,0.012730,-0.008342,-0.007204,0.013647,0.118515,0.102467,0.179660,0.491692,-0.009368,0.069542,0.079064,0.073835,,,,,,,,
149820282707889122!,system_12,39.471125,0.526182,,0.033072,0.481602,-0.009253,-0.006675,-0.021731,0.033696,0.104168,0.105143,0.129235,0.550532,0.011489,0.034205,0.148599,0.063793,,,,,,,,
149820282707889122!,system_12,50.002546,0.517067,,0.022598,0.456049,-0.009499,0.002171,0.026061,0.010450,0.160237,0.167785,0.145554,0.479298,-0.003959,0.178361,0.111933,0.023439,,,,,,,,
149820282707889122!,system_12,63.274460,0.512427,,0.004118,0.425628,-0.015520,-0.010465,-0.012571,-0.052300,0.110045,0.068693,0.046029,0.471574,0.003903,-0.089209,0.132028,-0.019566,,,,,,,,
149820282707889122!,system_12,80.000000,0.384060,,-0.081573,0.463684,-0.001942,-0.011942,0.011486,-0.010487,0.160274,0.094015,-0.002237,0.322849,0.001344,-0.004253,0.149167,-0.002853,,,,,,,,
