ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1749403654359903275!,system_06,0.000000,0.030050,,0.250230,0.718372,0.780294,0.298055,0.087971,0.482677,0.361539,0.168931,0.792189,0.000126,0.076629,0.131551,0.039146,0.171024,1.419267,4.403086,1.691797,0.381647,-0.773061,-2.709269,-0.528434,0.520470
1749403654359903275!,system_06,0.260221,0.235188,,0.293760,0.651601,1.120274,0.724069,0.028114,0.493167,1.336916,0.187009,0.800460,-0.162567,1.106629,0.138385,0.384935,0.559713,1.419267,4.403086,1.691797,0.381647,-0.773061,-2.709269,-0.528434,0.520470
1749403654359903275!,system_06,0.588156,0.236991,,0.195283,0.955451,1.025899,1.131098,-0.005538,0.564192,2.799604,0.409544,0.828757,-0.149260,2.295763,0.364578,0.480510,0.922835,1.419267,4.403086,1.691797,0.381647,-0.773061,-2.709269,-0.528434,0.520470
1749403654359903275!,system_06,1.001427,0.510231,,0.238454,0.836734,0.647650,1.865142,0.006534,1.280463,3.493608,0.929665,0.853713,-0.112638,3.392236,0.494287,0.422620,1.399822,,,,,,,,
1749403654359903275!,system_06,1.522239,0.636622,,0.217736,0.669757,0.147126,1.657348,0.007407,1.349598,2.882099,0.960967,0.821857,0.320131,2.947537,0.438787,0.143807,1.109271,,,,,,,,
1749403654359903275!,system_06,2.178578,1.277111,,0.103526,0.841747,-0.052419,1.808129,-0.012168,0.685502,3.248880,0.711690,0.815741,0.671936,2.401157,0.524742,0.097772,1.006603,,,,,,,,
1749403654359903275!,system_06,3.005710,1.053663,,0.118284,0.397615,-0.002396,1.686855,-0.003254,0.534105,2.715103,0.295332,0.834141,1.174470,2.739366,0.504000,0.039499,0.827353,,,,,,,,
1749403654359903275!,system_06,4.048078,1.698777,,0.032829,0.321539,0.071993,1.754339,-0.006685,0.359461,2.919467,0.143348,0.955556,1.409999,2.918297,0.453328,0.101166,0.740146,,,,,,,,
1749403654359903275!,system_06,5.361692,1.599605,,0.009961,0.220568,0.074146,1.722894,0.000103,-0.196931,2.984187,0.072544,0.798525,1.360247,2.332378,0.316130,-0.029202,0.678218,,,,,,,,
1749403654359903275!,system_06,7.017135,1.739482,,-0.003679,-0.065301,-0.113524,1.903954,-0.005276,0.068135,2.972085,-0.061131,0.837600,1.284003,2.687477,0.188009,0.062765,0.526930,,,,,,,,
1749403654359903275!,system_06,9.103359,1.792700,,-0.057476,0.020512,0.086806,1.542355,0.012005,0.222049,3.169052,0.154788,0.690014,1.499347,2.421850,0.129114,0.141994,0.658136,,,,,,,,
1749403654359903275!,system_06,11.732462,1.835895,,-0.016114,0.307309,0.008236,1.806063,0.014056,-0.125682,2.943097,0.070016,0.731525,1.566152,2.868306,0.139974,0.101970,0.573134,,,,,,,,
1749403654359903275!,system_06,15.045711,1.730810,,0.017379,0.374706,-0.202391,1.661205,0.022599,0.094574,2.784879,0.215243,0.637817,1.154068,2.599725,0.106813,-0.011363,0.727823,,,,,,,,
1749403654359903275!,system_06,19.221135,1.764528,,-0.016356,0.078062,-0.071314,1.976534,-0.013086,0.130247,2.581183,0.006232,0.516248,1.167675,2.657560,0.047066,0.010718,0.530429,,,,,,,,
1749403654359903275!,system_06,24.483092,1.432389,,-0.017728,0.078269,0.180548,1.874148,0.012152,-0.204558,2.448735,-0.087356,0.317106,1.489191,2.545396,0.074989,0.132671,0.634536,,,,,,,,
1749403654359903275!,system_06,31.114318,0.937165,,0.028437,-0.029615,-0.030486,1.640442,0.001623,-0.324927,2.950459,0.088347,0.223749,1.648151,2.486023,0.010026,0.061611,0.595024,,,,,,,,
1749403654359903275!,system_06,39.471125,0.801183,,-0.051803,-0.083845,0.152969,1.780247,-0.005414,-0.158279,2.980229,0.191325,0.160044,1.348284,2.372963,-0.034034,0.020251,0.138590,,,,,,,,
1749403654359903275!,system_06,50.002546,0.172346,,-0.043515,-0.176579,0.023755,1.994892,-0.004198,-0.139087,3.087532,0.233933,0.194714,1.403543,2.571958,0.035328,0.013476,0.362419,,,,,,,,
1749403654359903275!,system_06,63.274460,-0.195547,,0.010621,-0.015420,0.222811,1.834719,0.003838,0.182434,3.096367,0.808857,-0.012848,0.990659,3.012739,-0.046856,0.043992,0.435220,,,,,,,,
1749403654359903275!,system_06,80.000000,-0.097588,,-0.017075,-0.016608,-0.001075,1.859086,-0.019096,-0.014387,2.281908,0.904774,0.041186,0.525628,2.270453,-0.091754,-0.133034,0.458363,,,,,,,,
