ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
1654457386170560170!,system_02,0.000000,0.002410,,0.011239,0.701091,0.039944,0.223621,0.098127,0.920249,0.418472,0.137643,0.062604,0.201143,0.112916,0.952971,0.383949,0.247597,-0.252371,-0.433791,-2.284248,3.990103,1.740458,2.210874,4.712053,2.347364
1654457386170560170!,system_02,0.260221,0.248358,,0.006540,1.487490,0.199862,-0.007669,1.876456,0.877044,0.442828,0.165466,0.040747,0.184324,0.114244,0.795167,0.445278,0.014747,-0.252371,-0.433791,-2.284248,3.990103,1.740458,2.210874,4.712053,2.347364
1654457386170560170!,system_02,0.588156,-0.123937,,0.035267,3.204387,0.670108,0.011567,2.961569,1.073353,0.496759,0.148246,0.045511,0.169808,0.183151,0.814393,0.498650,-0.009752,-0.252371,-0.433791,-2.284248,3.990103,1.740458,2.210874,4.712053,2.347364
1654457386170560170!,system_02,1.001427,0.260840,,0.019167,5.519996,1.076087,0.001931,4.835514,0.886402,0.526582,0.146483,0.041481,0.192826,0.273172,0.939104,0.612798,-0.000037,,,,,,,,
1654457386170560170!,system_02,1.522239,0.368494,,0.005178,4.927354,0.928119,-0.004578,4.336654,0.972929,0.511904,0.158830,0.044528,0.182373,0.275699,0.827054,0.580226,-0.014014,,,,,,,,
1654457386170560170!,system_02,2.178578,0.286064,,0.001903,5.439700,1.019587,0.010982,5.093945,0.807895,0.536515,0.162050,0.069407,0.205956,0.216794,0.587901,0.509912,-0.012699,,,,,,,,
1654457386170560170!,system_02,3.005710,0.353692,,0.028437,5.320560,0.859496,-0.010914,4.754333,0.768080,0.490517,0.179088,0.072830,0.149956,0.203140,0.760984,0.547794,0.002631,,,,,,,,
1654457386170560170!,system_02,4.048078,0.331283,,0.015184,5.036809,0.868757,-0.002345,4.706403,0.894213,0.492914,0.196041,0.048477,0.179859,0.213223,0.665434,0.571502,-0.002946,,,,,,,,
1654457386170560170!,system_02,5.361692,0.701082,,0.000865,5.495248,0.983988,-0.016019,4.380465,0.740685,0.500017,0.191823,0.021762,0.175170,0.260414,0.605265,0.506328,0.010975,,,,,,,,
1654457386170560170!,system_02,7.017135,0.869490,,0.030111,5.079568,0.908460,-0.008647,4.755706,0.653604,0.502577,0.180263,0.044037,0.165496,0.225247,0.341977,0.533178,-0.012957,,,,,,,,
1654457386170560170!,system_02,9.103359,0.909026,,0.015843,4.946626,0.928117,-0.004050,4.791583,0.565757,0.505909,0.218602,0.028372,0.130699,0.218736,0.346307,0.493417,0.009207,,,,,,,,
1654457386170560170!,system_02,11.732462,0.970175,,0.013151,5.247422,0.855238,0.011518,5.166415,0.534681,0.469714,0.243022,0.042110,0.162502,0.178284,0.079152,0.553401,0.014609,,,,,,,,
1654457386170560170!,system_02,15.045711,1.157471,,-0.000740,6.086837,0.770536,0.005246,4.618050,0.454410,0.496375,0.220660,0.004620,0.202764,0.144829,0.160473,0.490720,-0.015401,,,,,,,,
1654457386170560170!,system_02,19.221135,1.259857,,0.026049,5.555962,0.794403,-0.001496,4.307048,0.438881,0.457040,0.186637,0.032283,0.206844,0.152456,0.132293,0.493530,-0.001769,,,,,,,,
1654457386170560170!,system_02,24.483092,1.438399,,-0.012563,5.462387,0.760824,-0.013822,4.835482,0.275948,0.450752,0.216867,0.018165,0.217519,0.126046,0.099539,0.519352,-0.001497,,,,,,,,
1654457386170560170!,system_02,31.114318,1.678913,,-0.001126,5.004348,0.668116,-0.010585,4.301526,0.441474,0.445673,0.188978,0.005655,0.248810,0.027985,0.178748,0.497578,0.017563,,,,,,,,
1654457386170560170!,system_02,39.471125,1.354761,,0.005317,5.168527,0.843328,0.008628,4.523279,0.151684,0.465676,0.171697,0.021271,0.220208,0.048170,-0.122434,0.474377,0.016117,,,,,,,,
1654457386170560170!,system_02,50.002546,1.228246,,0.002523,5.293324,0.840553,-0.005868,4.237641,0.180556,0.496091,0.158530,-0.010947,0.252811,0.043352,0.044644,0.490746,0.007056,,,,,,,,
1654457386170560170!,system_02,63.274460,1.357682,,0.005204,4.971866,0.743719,0.005172,4.445842,0.163320,0.486611,0.157724,-0.008458,0.205240,0.056565,0.025982,0.547925,0.008203,,,,,,,,
1654457386170560170!,system_02,80.000000,0.956820,,-0.005688,4.893388,0.604451,0.005510,4.500790,0.088802,0.487364,0.198373,0.022507,0.238205,0.023130,-0.030176,0.458540,-0.014006,,,,,,,,
