ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
994799584888305242!,system_05,0.000000,0.227231,,0.988397,0.989202,0.181290,0.275279,0.710204,0.111912,0.264730,0.012506,0.522039,0.112611,0.299310,0.193877,0.587182,0.618491,1.180281,1.993558,-0.602761,-1.439662,-0.381445,-2.474959,-3.437312,0.223645
994799584888305242!,system_05,0.260221,0.194311,,0.976551,0.584978,0.302089,0.105833,0.153972,0.117800,0.494907,-0.242030,0.579219,0.081410,0.926808,0.206853,0.740796,0.216905,1.180281,1.993558,-0.602761,-1.439662,-0.381445,-2.474959,-3.437312,0.223645
994799584888305242!,system_05,0.588156,0.235598,,0.949847,0.078586,0.374853,0.005033,-0.022361,0.111233,0.780117,-0.065153,0.712025,0.127584,1.348808,0.120105,1.027200,0.051133,1.180281,1.993558,-0.602761,-1.439662,-0.381445,-2.474959,-3.437312,0.223645
994799584888305242!,system_05,1.001427,0.333669,,0.810621,-0.143441,0.257741,-0.008344,-0.057873,0.264949,1.208300,0.317906,0.784116,0.182859,2.225577,0.176062,1.292485,-0.042210,,,,,,,,
994799584888305242!,system_05,1.522239,0.209626,,0.740281,-0.028619,0.301808,-0.010697,0.003373,0.311166,0.928239,0.522830,0.692544,0.177920,2.191831,0.097169,0.810061,0.014335,,,,,,,,
994799584888305242!,system_05,2.178578,0.183311,,0.722509,0.078599,0.171727,0.027051,-0.018790,0.276161,0.545251,0.964713,0.858844,0.211357,1.830945,0.074373,0.842994,0.048118,,,,,,,,
994799584888305242!,system_05,3.005710,0.182408,,0.631723,0.078332,-0.037713,-0.010561,0.022914,0.217009,0.575130,0.881138,0.733503,0.304435,2.090824,0.012090,0.712387,0.061460,,,,,,,,
994799584888305242!,system_05,4.048078,0.171356,,0.708723,0.114786,0.026169,0.013483,0.019004,0.139276,0.557460,0.837202,0.886165,0.404114,2.074406,0.018538,0.464123,0.136347,,,,,,,,
994799584888305242!,system_05,5.361692,0.141531,,0.442715,0.109589,-0.050622,0.010741,0.004508,0.066630,0.652689,0.950251,0.969572,0.446398,2.169168,0.043859,0.626705,0.196074,,,,,,,,
994799584888305242!,system_05,7.017135,0.113398,,0.416065,0.246769,-0.046600,0.004667,-0.007943,0.041712,0.437583,1.065500,0.813701,0.394270,2.151987,0.000152,0.286281,0.211759,,,,,,,,
994799584888305242!,system_05,9.103359,-0.004617,,0.341730,0.254354,-0.020204,0.006548,-0.018581,0.015293,0.400242,1.243409,0.680445,0.402444,2.038210,0.037267,0.416653,0.259457,,,,,,,,
994799584888305242!,system_05,11.732462,0.028656,,0.346384,0.279154,-0.013987,-0.006571,0.017795,-0.021006,0.300878,1.052915,0.701523,0.455932,1.715934,0.012778,0.451615,0.204083,,,,,,,,
994799584888305242!,system_05,15.045711,0.049509,,0.280973,0.253284,-0.001956,0.021274,0.018802,-0.008836,0.162714,1.056883,0.593518,0.462511,1.750173,0.061296,-0.008144,0.192557,,,,,,,,
994799584888305242!,system_05,19.221135,0.071557,,0.340274,0.179958,-0.060358,-0.039477,0.033835,-0.068117,0.103840,1.183064,0.573306,0.364273,1.678476,0.072748,0.246370,0.185893,,,,,,,,
994799584888305242!,system_05,24.483092,0.006963,,0.214438,0.168609,-0.000716,-0.013055,0.021416,0.000812,0.026479,0.991267,0.473330,0.395173,1.949488,0.012072,0.385935,0.181958,,,,,,,,
994799584888305242!,system_05,31.114318,0.053913,,0.153586,0.120928,-0.003361,0.007455,0.042708,-0.037213,0.142638,1.275374,0.435335,0.395439,1.901233,0.015440,0.190432,0.125861,,,,,,,,
994799584888305242!,system_05,39.471125,-0.016803,,0.219405,0.070438,-0.046260,-0.010576,0.025026,0.037767,0.427332,1.271173,0.393867,0.428654,1.898546,0.070604,0.261183,0.164577,,,,,,,,
994799584888305242!,system_05,50.002546,-0.009698,,0.099825,0.089476,-0.127433,0.007716,-0.021275,-0.014193,0.217772,1.423217,0.283198,0.313596,2.196991,0.090743,0.146117,0.126959,,,,,,,,
994799584888305242!,system_05,63.274460,0.017616,,0.250820,-0.011214,-0.051949,-0.017916,0.013575,0.038249,-0.099305,1.397779,0.035253,0.235949,2.217347,-0.018963,0.070591,0.126142,,,,,,,,
994799584888305242!,system_05,80.000000,-0.104891,,0.208367,0.107696,-0.065417,0.015194,0.019893,-0.037281,0.001494,1.670147,0.068312,0.108741,1.449019,0.004412,0.020892,0.126520,,,,,,,,
