ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
70755837483835509!,system_01,0.000000,0.504185,,0.450746,0.000003,0.004373,0.360251,0.781945,0.783186,0.063857,0.054184,0.397014,0.307285,0.007795,0.538498,0.491603,0.274368,-3.143911,1.049131,2.666296,1.706955,1.743375,1.275218,-1.807147,6.963160
70755837483835509!,system_01,0.260221,0.581009,,0.632830,0.885942,0.026505,1.159402,1.063508,0.725745,0.445380,0.047989,0.462377,0.275956,0.438677,0.508062,0.006373,1.239348,-3.143911,1.049131,2.666296,1.706955,1.743375,1.275218,-1.807147,6.963160
70755837483835509!,system_01,0.588156,1.025703,,0.640018,2.194369,-0.004213,2.775647,1.697561,0.747123,0.885714,0.049144,0.365127,0.304814,1.884690,0.820776,-0.008320,2.004253,-3.143911,1.049131,2.666296,1.706955,1.743375,1.275218,-1.807147,6.963160
70755837483835509!,system_01,1.001427,0.380602,,0.641669,2.930716,-0.013886,3.182038,2.316763,0.698981,1.386286,0.066351,0.506815,0.293462,3.006642,0.512691,-0.018772,2.291943,,,,,,,,
70755837483835509!,system_01,1.522239,0.227783,,0.663382,3.160449,-0.000847,3.346184,2.476880,0.663475,1.313347,0.062857,0.492810,0.303537,2.961549,0.879496,-0.014542,2.640222,,,,,,,,
70755837483835509!,system_01,2.178578,0.795208,,0.921932,3.083903,0.007660,3.015490,2.161916,0.613725,1.608123,0.032343,0.398637,0.288081,2.613832,0.902491,0.014071,2.346049,,,,,,,,
70755837483835509!,system_01,3.005710,0.999937,,1.281899,2.490437,0.002935,2.555564,1.854998,0.565360,1.523506,0.059215,0.426404,0.281087,2.961792,1.180473,0.040133,1.683165,,,,,,,,
70755837483835509!,system_01,4.048078,0.603169,,1.289233,2.510621,-0.004220,2.583949,1.552976,0.520291,1.577584,0.035275,0.510073,0.264050,2.485264,1.129361,0.030864,1.859026,,,,,,,,
70755837483835509!,system_01,5.361692,0.906876,,1.477494,2.724039,-0.012160,2.063549,1.193020,0.557449,1.565533,0.065119,0.570726,0.241363,2.502836,1.476686,0.029847,1.646513,,,,,,,,
70755837483835509!,system_01,7.017135,1.019957,,1.863433,2.149707,-0.009432,2.358098,1.236210,0.203017,1.490676,0.050563,0.462578,0.234201,2.744555,1.478948,0.060983,1.611499,,,,,,,,
70755837483835509!,system_01,9.103359,0.967367,,1.702559,1.821296,0.006774,2.191427,1.126539,0.310204,1.621103,0.063468,0.638860,0.249802,2.758586,1.563703,0.073502,0.978011,,,,,,,,
70755837483835509!,system_01,11.732462,1.387290,,1.388614,1.639772,-0.010124,1.190327,0.703833,0.241371,1.643601,0.064804,0.808919,0.248127,2.790096,1.894860,0.075388,0.865915,,,,,,,,
70755837483835509!,system_01,15.045711,0.776254,,1.441690,2.065132,-0.009494,1.414622,0.342539,0.084503,1.450833,0.070374,1.022914,0.173073,2.871186,1.485566,0.091600,0.847065,,,,,,,,
70755837483835509!,system_01,19.221135,1.191305,,1.340131,1.636004,-0.006817,1.363537,0.954421,0.105503,1.378353,0.080641,0.975068,0.242621,3.302137,1.558712,0.066971,1.106689,,,,,,,,
70755837483835509!,system_01,24.483092,1.076284,,1.116845,1.680663,0.013311,0.861474,0.348702,0.089344,1.543337,0.101473,1.229034,0.199246,3.148427,1.433800,0.083561,0.875351,,,,,,,,
70755837483835509!,system_01,31.114318,1.190235,,0.880507,2.110135,-0.001582,0.931046,0.534513,-0.041882,1.512946,0.087717,1.424792,0.212132,2.830081,1.426276,0.107794,0.943495,,,,,,,,
70755837483835509!,system_01,39.471125,1.144270,,0.456151,1.636983,-0.003990,0.444854,0.158419,-0.059513,1.469825,0.080218,1.284689,0.211914,2.866786,1.280977,0.022649,0.499836,,,,,,,,
70755837483835509!,system_01,50.002546,1.125971,,0.215945,1.848336,0.010450,1.242363,-0.093002,0.072567,1.608268,0.078899,0.599976,0.199124,2.611331,1.464233,0.072594,0.364492,,,,,,,,
70755837483835509!,system_01,63.274460,1.688418,,-0.106287,1.409743,0.001809,0.762012,0.290270,-0.092628,1.649719,0.053902,0.608814,0.247607,2.472988,0.688522,0.066346,1.022608,,,,,,,,
70755837483835509!,system_01,80.000000,2.376569,,-0.014341,1.357171,-0.002560,0.772600,-0.622344,-0.124444,1.582780,0.035553,0.442370,0.219961,2.762159,0.863020,0.085195,0.452454,,,,,,,,
