ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
184136932124759804!,system_09,0.000000,0.372003,,0.260341,0.363896,0.376394,0.046501,0.190065,0.641285,0.228277,1.542550,0.370847,0.319729,0.373956,0.000953,1.202625,0.272131,-0.069998,0.658709,1.425506,-1.020557,-2.634486,-0.387842,0.958177,0.185846
184136932124759804!,system_09,0.260221,0.267874,,0.265267,0.138928,0.451861,0.178526,0.014512,0.535654,0.326289,1.475328,0.311237,0.333140,0.436035,0.016233,1.019507,0.833532,-0.069998,0.658709,1.425506,-1.020557,-2.634486,-0.387842,0.958177,0.185846
184136932124759804!,system_09,0.588156,0.320853,,0.243966,0.000132,0.433317,0.544912,0.017396,0.416450,0.492668,1.432904,0.385577,0.439880,0.699732,0.023174,0.724867,1.276870,-0.069998,0.658709,1.425506,-1.020557,-2.634486,-0.387842,0.958177,0.185846
184136932124759804!,system_09,1.001427,0.404975,,0.279350,0.018462,0.586340,0.735259,-0.009317,0.287808,0.576518,1.324649,0.317378,0.732874,1.105442,0.007684,0.432364,1.736416,,,,,,,,
184136932124759804!,system_09,1.522239,0.257900,,0.240166,0.007212,0.589589,0.784663,-0.023581,0.311323,0.606134,1.222608,0.367128,0.765602,1.034425,0.033681,0.341616,1.907830,,,,,,,,
184136932124759804!,system_09,2.178578,0.240026,,0.263183,-0.008537,0.490770,0.750170,0.001327,0.277062,0.558525,1.113925,0.392175,1.003050,1.065481,0.012925,0.120368,1.902479,,,,,,,,
184136932124759804!,system_09,3.005710,0.226098,,0.229532,0.022735,0.506220,0.712487,0.002846,0.186109,0.490932,1.001030,0.358107,1.191496,1.014730,0.006121,0.077270,2.036251,,,,,,,,
184136932124759804!,system_09,4.048078,0.159722,,0.237880,0.021587,0.445380,0.899779,0.002177,0.089497,0.483709,0.882648,0.289344,1.034921,0.984067,0.059715,0.151210,1.863283,,,,,,,,
184136932124759804!,system_09,5.361692,0.171820,,0.222573,-0.004624,0.401661,0.872514,0.002598,-0.007532,0.461942,0.960260,0.314745,1.118504,0.959232,0.060566,0.113934,1.943827,,,,,,,,
184136932124759804!,system_09,7.017135,0.002134,,0.196014,0.030673,0.380920,0.762147,0.000466,0.142750,0.473982,0.869094,0.299145,1.283700,0.914616,0.058940,0.135275,2.142349,,,,,,,,
184136932124759804!,system_09,9.103359,0.009872,,0.207459,0.009490,0.411789,0.841007,-0.001813,-0.137340,0.421056,0.869410,0.279967,1.497863,0.863332,0.067135,0.077321,1.927457,,,,,,,,
184136932124759804!,system_09,11.732462,0.115224,,0.223604,-0.001129,0.295302,0.875777,-0.000801,-0.012197,0.367106,0.881438,0.276489,1.375398,0.828853,0.073576,-0.017048,2.012302,,,,,,,,
184136932124759804!,system_09,15.045711,-0.098850,,0.231496,-0.000064,0.201577,0.801198,-0.011766,0.031624,0.415273,0.853333,0.181887,1.374947,0.873379,0.115575,0.098597,1.818845,,,,,,,,
184136932124759804!,system_09,19.221135,0.000259,,0.208192,-0.021400,0.133377,0.863016,0.000559,0.062181,0.456041,0.864555,0.174820,1.547459,0.753418,0.140329,0.056529,1.822995,,,,,,,,
184136932124759804!,system_09,24.483092,0.049756,,0.229407,0.001431,0.172968,0.856837,-0.006663,-0.023906,0.454131,0.877370,0.164678,1.474487,0.689565,0.070469,0.178592,1.822921,,,,,,,,
184136932124759804!,system_09,31.114318,-0.011385,,0.207590,-0.006464,0.118942,0.910587,0.005172,0.060353,0.361379,0.947608,0.018500,1.240365,0.711250,0.083680,-0.015360,1.785753,,,,,,,,
184136932124759804!,system_09,39.471125,0.037860,,0.204260,0.043964,0.121936,0.740129,0.008598,-0.092320,0.377663,1.002014,0.084454,1.327262,0.546871,0.083110,0.122185,1.998493,,,,,,,,
184136932124759804!,system_09,50.002546,0.010112,,0.230981,0.025413,0.006104,0.841250,-0.005205,-0.021817,0.390326,0.959793,0.066987,1.166165,0.562570,0.009727,0.185925,1.930080,,,,,,,,
184136932124759804!,system_09,63.274460,-0.066432,,0.197702,0.029034,0.113149,0.761214,0.015820,0.060308,0.400223,1.152265,0.015156,1.091879,0.524580,0.027781,-0.038534,2.044863,,,,,,,,
184136932124759804!,system_09,80.000000,0.015535,,0.188777,0.015199,-0.038851,0.800149,0.015263,-0.007445,0.397625,1.224964,0.050569,0.832877,0.602404,0.011475,0.024609,1.848429,,,,,,,,
