ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
2073012888174859449!,system_03,0.000000,0.017420,,0.197786,0.540871,0.472264,1.122779,0.877099,0.086403,0.135049,0.054619,0.412315,0.535458,0.143929,0.789805,0.028387,4.629283,-0.768374,-0.001732,-0.558749,1.615614,-1.527490,2.063283,-0.873860,0.547944
2073012888174859449!,system_03,0.260221,0.403183,,0.127129,0.836570,0.229396,0.879388,1.146017,0.074372,0.245159,0.058847,0.354539,0.547557,0.168179,0.567725,0.003989,4.500331,-0.768374,-0.001732,-0.558749,1.615614,-1.527490,2.063283,-0.873860,0.547944
2073012888174859449!,system_03,0.588156,0.186472,,0.260272,1.808863,0.004981,0.379993,1.784727,0.066679,0.414759,0.066762,0.403763,0.483976,0.223750,0.680509,-0.012630,4.611671,-0.768374,-0.001732,-0.558749,1.615614,-1.527490,2.063283,-0.873860,0.547944
2073012888174859449!,system_03,1.001427,0.342955,,0.359270,2.168309,0.022275,-0.047707,2.883008,0.055625,0.685257,0.032282,0.368648,0.515220,0.306688,1.038117,0.032495,3.621525,,,,,,,,
2073012888174859449!,system_03,1.522239,0.208501,,0.223114,2.078509,0.011035,0.074808,3.004698,0.091421,0.640763,0.085901,0.405259,0.469070,0.259728,1.325527,0.010210,3.858695,,,,,,,,
2073012888174859449!,system_03,2.178578,0.271815,,0.312057,1.713333,-0.023336,0.077060,3.056334,0.066274,0.719556,0.048177,0.416509,0.484401,0.292790,1.454543,0.039700,3.118897,,,,,,,,
2073012888174859449!,system_03,3.005710,0.330599,,0.289050,1.197382,0.010557,0.130491,2.770069,0.080027,0.720994,0.051802,0.366888,0.502372,0.270391,1.584016,0.030005,3.071636,,,,,,,,
2073012888174859449!,system_03,4.048078,-0.148446,,0.264694,1.230960,-0.009337,-0.097518,2.758501,0.040247,0.628867,0.040438,0.330085,0.457682,0.270736,1.652196,0.088171,2.865651,,,,,,,,
2073012888174859449!,system_03,5.361692,0.376644,,0.331043,1.092170,-0.013801,0.036964,2.611426,0.047281,0.719096,0.083968,0.396138,0.390978,0.288493,1.970348,0.090349,2.965469,,,,,,,,
2073012888174859449!,system_03,7.017135,0.301323,,0.324809,0.910792,-0.020080,-0.048390,2.975380,0.045344,0.621447,0.050047,0.371607,0.400863,0.268180,1.723343,0.088012,2.401297,,,,,,,,
2073012888174859449!,system_03,9.103359,0.890776,,0.293206,0.925977,-0.057998,-0.047257,2.767138,-0.004996,0.801014,0.056378,0.238996,0.394002,0.266551,2.161627,0.087039,2.279655,,,,,,,,
2073012888174859449!,system_03,11.732462,1.050009,,0.316643,0.821886,0.050351,-0.091457,3.019486,0.037207,0.774263,0.074129,0.234337,0.313316,0.261904,1.743634,0.150817,2.124329,,,,,,,,
2073012888174859449!,system_03,15.045711,1.069712,,0.265678,0.112934,-0.069071,0.088695,2.761223,0.020412,0.901713,0.088929,0.307440,0.314276,0.291412,1.669161,0.167522,1.758222,,,,,,,,
2073012888174859449!,system_03,19.221135,1.486745,,0.183707,0.444788,0.009797,-0.039501,2.788551,-0.002436,0.817300,0.101319,0.238913,0.300964,0.274901,1.807208,0.189018,2.126670,,,,,,,,
2073012888174859449!,system_03,24.483092,1.566757,,0.149253,0.482123,-0.027867,0.022876,2.797395,0.036094,0.918590,0.087607,0.334324,0.305238,0.254210,1.144821,0.192336,1.912875,,,,,,,,
2073012888174859449!,system_03,31.114318,2.099537,,0.033367,0.409279,0.025296,0.152086,2.909117,0.032197,0.892055,0.086849,0.276530,0.285100,0.299725,1.181850,0.143660,1.828953,,,,,,,,
2073012888174859449!,system_03,39.471125,2.712721,,0.001158,0.232257,0.047590,-0.075118,2.632618,0.022609,0.797685,0.083635,0.279466,0.229723,0.251269,0.827838,0.187574,1.582832,,,,,,,,
2073012888174859449!,system_03,50.002546,2.177377,,0.026793,0.003447,0.017189,0.080280,3.159548,-0.006496,0.821472,0.073941,0.138689,0.282911,0.279245,0.527976,0.192490,1.936194,,,,,,,,
2073012888174859449!,system_03,63.274460,2.674449,,-0.039053,0.054689,-0.040134,0.063216,2.988475,-0.012256,0.816079,0.085151,0.078016,0.251521,0.288723,0.335525,0.187170,2.511134,,,,,,,,
2073012888174859449!,system_03,80.000000,2.341450,,-0.066245,0.208930,-0.015792,0.191855,2.812230,0.013889,0.820935,0.067836,-0.033072,0.321971,0.267756,0.128900,0.243711,1.672177,,,,,,,,
