ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
740571150434468780!,great-mauve-beetle,0.000000,1.430128,1.201192,1.470044,-0.298277,0.000000,0.000000,0.000000,0.000000,-0.059359,-0.598310,0.288758
740571150434468780!,great-mauve-beetle,0.010000,1.417037,1.203740,1.470645,-0.295302,-2.613868,0.501627,0.120359,0.599407,0.005341,-0.202072,0.022402
740571150434468780!,great-mauve-beetle,0.020000,1.384456,1.207553,1.471718,-0.289907,-3.895251,0.250730,0.095196,0.483265,0.026321,-0.057398,-0.067026
740571150434468780!,great-mauve-beetle,0.030000,1.341831,1.207552,1.472334,-0.286760,-4.625168,-0.258554,0.028804,0.147893,0.030354,-0.009398,-0.088036
740571150434468780!,great-mauve-beetle,0.040000,1.293169,1.202159,1.472266,-0.287111,-5.105463,-0.826471,-0.042434,-0.217598,0.028398,0.003843,-0.084751
740571150434468780!,great-mauve-beetle,0.050000,1.240380,1.191147,1.471514,-0.290939,-5.450300,-1.380547,-0.108237,-0.547441,0.024484,0.005139,-0.073415
740571150434468780!,great-mauve-beetle,0.060000,1.184591,1.174773,1.470142,-0.297796,-5.703562,-1.895276,-0.166415,-0.821548,0.020033,0.002609,-0.059769
740571150434468780!,great-mauve-beetle,0.070000,1.126621,1.153472,1.468224,-0.307112,-5.883407,-2.361515,-0.216743,-1.036190,0.015545,-0.000916,-0.045821
740571150434468780!,great-mauve-beetle,0.080000,1.067158,1.127744,1.465839,-0.318304,-5.998862,-2.775914,-0.259156,-1.193454,0.011201,-0.004483,-0.032293
740571150434468780!,great-mauve-beetle,0.090000,1.006817,1.098115,1.463066,-0.330813,-6.056009,-3.137507,-0.293384,-1.297530,0.007082,-0.007801,-0.019478
740571150434468780!,great-mauve-beetle,0.100000,0.946167,1.065131,1.459994,-0.344117,-6.060265,-3.446723,-0.318991,-1.353390,0.003233,-0.010805,-0.007524
740571150434468780!,great-mauve-beetle,0.110000,0.885737,1.029344,1.456718,-0.357732,-6.017103,-3.705059,-0.335520,-1.366269,-0.000311,-0.013506,0.003475
