ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1984905264549722567!,great-vivacious-beetle,0.000000,-1.831912,-1.674022,-1.484541,-0.214798,0.000000,0.000000,0.000000,0.000000,0.106515,0.156549
1984905264549722567!,great-vivacious-beetle,0.010000,-1.824498,-1.674482,-1.484733,-0.213469,1.479378,-0.090435,-0.037723,0.262374,-0.246770,-0.048118
1984905264549722567!,great-vivacious-beetle,0.020000,-1.807047,-1.672216,-1.485641,-0.207054,2.009826,0.546011,-0.141882,1.018021,-0.227507,-0.039257
1984905264549722567!,great-vivacious-beetle,0.030000,-1.784271,-1.663745,-1.487480,-0.193400,2.546243,1.151140,-0.222329,1.709980,-0.216883,-0.034564
1984905264549722567!,great-vivacious-beetle,0.040000,-1.756132,-1.649242,-1.489985,-0.173042,3.079503,1.749678,-0.273407,2.354180,-0.208066,-0.030536
1984905264549722567!,great-vivacious-beetle,0.050000,-1.722648,-1.628727,-1.492835,-0.146436,3.610920,2.349291,-0.289771,2.954050,-0.200249,-0.027068
1984905264549722567!,great-vivacious-beetle,0.060000,-1.683842,-1.602167,-1.495660,-0.114018,4.138227,2.953076,-0.267591,3.510205,-0.192752,-0.024101
1984905264549722567!,great-vivacious-beetle,0.070000,-1.639779,-1.569518,-1.498062,-0.076227,4.655955,3.559779,-0.204608,4.021058,-0.185004,-0.021610
1984905264549722567!,great-vivacious-beetle,0.080000,-1.590595,-1.530772,-1.499625,-0.033533,5.155939,4.164115,-0.100253,4.483472,-0.176553,-0.019594
1984905264549722567!,great-vivacious-beetle,0.090000,-1.536522,-1.485992,-1.499939,0.013562,5.628056,4.757243,0.044246,4.893467,-0.167077,-0.018063
1984905264549722567!,great-vivacious-beetle,0.100000,-1.477904,-1.435348,-1.498612,0.064509,6.061203,5.327535,0.225862,5.246969,-0.156410,-0.017027
1984905264549722567!,great-vivacious-beetle,0.110000,-1.415204,-1.379140,-1.495294,0.118720,6.444462,5.861634,0.439899,5.540569,-0.144571,-0.016481
1984905264549722567!,great-vivacious-beetle,0.120000,-1.348994,-1.317812,-1.489689,0.175575,6.768319,6.345771,0.680313,5.772208,-0.131762,-0.016405
1984905264549722567!,great-vivacious-beetle,0.130000,-1.279949,-1.251978,-1.481571,0.234409,7.025984,6.767223,0.940075,5.941695,-0.118388,-0.016772
1984905264549722567!,great-vivacious-beetle,0.140000,-1.208773,-1.182341,-1.470786,0.294598,7.213555,7.115561,1.211989,6.050868,-0.104912,-0.017498
1984905264549722567!,great-vivacious-beetle,0.150000,-1.136192,-1.109686,-1.457252,0.355552,7.330868,7.383617,1.489204,6.103603,-0.091878,-0.018493
1984905264549722567!,great-vivacious-beetle,0.160000,-1.062908,-1.034851,-1.440950,0.416729,7.381434,7.568119,1.765767,6.105604,-0.079821,-0.019668
1984905264549722567!,great-vivacious-beetle,0.170000,-0.989570,-0.958684,-1.421915,0.477658,7.371937,7.669763,2.037034,6.063935,-0.069195,-0.020938
1984905264549722567!,great-vivacious-beetle,0.180000,-0.916743,-0.882002,-1.400219,0.537946,7.311428,7.692786,2.299902,5.986416,-0.060324,-0.022235
1984905264549722567!,great-vivacious-beetle,0.190000,-0.844880,-0.805560,-1.375957,0.597279,7.210324,7.644147,2.552813,5.880939,-0.053372,-0.023504
1984905264549722567!,great-vivacious-beetle,0.200000,-0.774252,-0.729998,-1.349228,0.655427,7.079131,7.532430,2.795486,5.754642,-0.048339,-0.024703
1984905264549722567!,great-vivacious-beetle,0.210000,-0.705079,-0.655878,-1.320125,0.712229,6.928291,7.367055,3.028865,5.614033,-0.045098,-0.025809
1984905264549722567!,great-vivacious-beetle,0.220000,-0.637489,-0.583672,-1.288727,0.767582,6.767331,7.157336,3.254669,5.464405,-0.043417,-0.026805
