ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1841480540625431102!,lush-piquant-bumblebee,0.000000,0.432980,-0.963854,0.000000,-0.963854,0.000000,0.000000,0.000000,0.000000,-0.038442,0.080683
1841480540625431102!,lush-piquant-bumblebee,0.010000,0.428838,-0.960186,0.000000,-0.960186,-0.828498,0.733688,0.000000,0.733688,-0.033470,0.071478
1841480540625431102!,lush-piquant-bumblebee,0.020000,0.416939,-0.949649,0.000000,-0.949649,-1.549832,1.372474,0.000000,1.372474,-0.029019,0.063238
1841480540625431102!,lush-piquant-bumblebee,0.030000,0.398291,-0.933135,0.000000,-0.933135,-2.175239,1.926312,0.000000,1.926312,-0.025038,0.055867
1841480540625431102!,lush-piquant-bumblebee,0.040000,0.373797,-0.911444,0.000000,-0.911444,-2.714843,2.404165,0.000000,2.404165,-0.021479,0.049280
1841480540625431102!,lush-piquant-bumblebee,0.050000,0.344267,-0.885293,0.000000,-0.885293,-3.177757,2.814104,0.000000,2.814104,-0.018302,0.043397
1841480540625431102!,lush-piquant-bumblebee,0.060000,0.310426,-0.855324,0.000000,-0.855324,-3.572187,3.163398,0.000000,3.163398,-0.015467,0.038149
1841480540625431102!,lush-piquant-bumblebee,0.070000,0.272923,-0.822113,0.000000,-0.822113,-3.905521,3.458586,0.000000,3.458586,-0.012940,0.033472
1841480540625431102!,lush-piquant-bumblebee,0.080000,0.232339,-0.786173,0.000000,-0.786173,-4.184406,3.705556,0.000000,3.705556,-0.010691,0.029309
1841480540625431102!,lush-piquant-bumblebee,0.090000,0.189193,-0.747965,0.000000,-0.747965,-4.414824,3.909606,0.000000,3.909606,-0.008692,0.025608
1841480540625431102!,lush-piquant-bumblebee,0.100000,0.143953,-0.707903,0.000000,-0.707903,-4.602159,4.075502,0.000000,4.075502,-0.006918,0.022323
1841480540625431102!,lush-piquant-bumblebee,0.110000,0.097043,-0.666361,0.000000,-0.666361,-4.751252,4.207534,0.000000,4.207534,-0.005346,0.019412
1841480540625431102!,lush-piquant-bumblebee,0.120000,0.048827,-0.623662,0.000000,-0.623662,-4.866462,4.309560,0.000000,4.309560,-0.003955,0.016838
1841480540625431102!,lush-piquant-bumblebee,0.130000,-0.000372,-0.580093,0.000000,-0.580093,-4.951704,4.385047,0.000000,4.385047,-0.002728,0.014566
1841480540625431102!,lush-piquant-bumblebee,0.140000,-0.050267,-0.535908,0.000000,-0.535908,-5.010498,4.437112,0.000000,4.437112,-0.001647,0.012565
1841480540625431102!,lush-piquant-bumblebee,0.150000,-0.100607,-0.491329,0.000000,-0.491329,-5.046001,4.468552,0.000000,4.468552,-0.000698,0.010808
1841480540625431102!,lush-piquant-bumblebee,0.160000,-0.151169,-0.446553,0.000000,-0.446553,-5.061049,4.481878,0.000000,4.481878,0.000133,0.009270
1841480540625431102!,lush-piquant-bumblebee,0.170000,-0.201760,-0.401752,0.000000,-0.401752,-5.058185,4.479342,0.000000,4.479342,0.000858,0.007927
1841480540625431102!,lush-piquant-bumblebee,0.180000,-0.252208,-0.357077,0.000000,-0.357077,-5.039689,4.462963,0.000000,4.462963,0.001489,0.006760
1841480540625431102!,lush-piquant-bumblebee,0.190000,-0.302366,-0.312659,0.000000,-0.312659,-5.007603,4.434549,0.000000,4.434549,0.002035,0.005749
1841480540625431102!,lush-piquant-bumblebee,0.200000,-0.352113,-0.268605,0.000000,-0.268605,-4.963755,4.395719,0.000000,4.395719,0.002505,0.004879
1841480540625431102!,lush-piquant-bumblebee,0.210000,-0.401344,-0.225007,0.000000,-0.225007,-4.909779,4.347919,0.000000,4.347919,0.002907,0.004134
1841480540625431102!,lush-piquant-bumblebee,0.220000,-0.449969,-0.181947,0.000000,-0.181947,-4.847130,4.292440,0.000000,4.292440,0.003249,0.003501
1841480540625431102!,lush-piquant-bumblebee,0.230000,-0.497909,-0.139493,0.000000,-0.139493,-4.777109,4.230432,0.000000,4.230432,0.003537,0.002967
1841480540625431102!,lush-piquant-bumblebee,0.240000,-0.545097,-0.097705,0.000000,-0.097705,-4.700875,4.162922,0.000000,4.162922,0.003778,0.002522
1841480540625431102!,lush-piquant-bumblebee,0.250000,-0.591477,-0.056632,0.000000,-0.056632,-4.619459,4.090822,0.000000,4.090822,0.003976,0.002156
1841480540625431102!,lush-piquant-bumblebee,0.260000,-0.637003,-0.016317,0.000000,-0.016317,-4.533778,4.014947,0.000000,4.014947,0.004136,0.001859
