ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
919954065238985053!,thoughtful-zippy-butterfly,0.000000,-1.724750,-1.986204,0.014756,-0.999230,-0.010803,-0.499883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.760835,-0.401094,0.183904,0.261043
919954065238985053!,thoughtful-zippy-butterfly,0.010000,-1.734306,-1.969681,0.014472,-0.999230,-0.010991,-0.499879,-1.894831,3.308398,-0.058798,-0.000183,-0.038576,0.000848,-0.348209,-0.193996,0.099988,0.165274
919954065238985053!,thoughtful-zippy-butterfly,0.020000,-1.756927,-1.928296,0.014183,-0.999226,-0.011254,-0.499873,-2.610624,4.974829,-0.001525,0.001035,-0.015148,0.000341,-0.150220,-0.094393,0.059369,0.118300
919954065238985053!,thoughtful-zippy-butterfly,0.030000,-1.783744,-1.874174,0.014709,-0.999206,-0.011151,-0.499876,-2.740989,5.853069,0.105206,0.002855,0.035004,-0.000781,-0.056527,-0.046368,0.038799,0.092164
919954065238985053!,thoughtful-zippy-butterfly,0.040000,-1.810464,-1.813232,0.016364,-0.999167,-0.010510,-0.499890,-2.596028,6.336799,0.225453,0.005171,0.093036,-0.001956,-0.012609,-0.022829,0.027603,0.075407
919954065238985053!,thoughtful-zippy-butterfly,0.050000,-1.835097,-1.748484,0.019202,-0.999101,-0.009295,-0.499914,-2.327307,6.611787,0.341434,0.008166,0.149648,-0.002782,0.007634,-0.010901,0.020819,0.062968
919954065238985053!,thoughtful-zippy-butterfly,0.060000,-1.856776,-1.681581,0.023140,-0.999001,-0.007541,-0.499943,-2.008033,6.766971,0.444634,0.011994,0.200372,-0.003022,0.016550,-0.004514,0.016127,0.052536
919954065238985053!,thoughtful-zippy-butterfly,0.070000,-1.875175,-1.613511,0.028033,-0.998858,-0.005316,-0.499972,-1.674302,6.845622,0.531148,0.016668,0.243134,-0.002585,0.019965,-0.000814,0.012452,0.043072
919954065238985053!,thoughtful-zippy-butterfly,0.080000,-1.890244,-1.544941,0.033706,-0.998665,-0.002705,-0.499993,-1.344844,6.869482,0.599383,0.022036,0.277053,-0.001499,0.020633,0.001533,0.009304,0.034144
919954065238985053!,thoughtful-zippy-butterfly,0.090000,-1.902077,-1.476376,0.039972,-0.998416,0.000202,-0.500000,-1.030106,6.850289,0.648980,0.027818,0.301886,0.000122,0.019871,0.003149,0.006475,0.025619
919954065238985053!,thoughtful-zippy-butterfly,0.100000,-1.910856,-1.408228,0.046643,-0.998108,0.003312,-0.499989,-0.736340,6.795301,0.680310,0.033643,0.317760,0.002105,0.018320,0.004319,0.003887,0.017502
919954065238985053!,thoughtful-zippy-butterfly,0.110000,-1.916819,-1.340847,0.053531,-0.997744,0.006535,-0.499957,-0.467391,6.709890,0.694213,0.039102,0.325042,0.004248,0.016306,0.005176,0.001523,0.009861
919954065238985053!,thoughtful-zippy-butterfly,0.120000,-1.920244,-1.274498,0.060458,-0.997329,0.009780,-0.499904,-0.225435,6.598681,0.691822,0.043791,0.324253,0.006343,0.014015,0.005784,-0.000615,0.002771
919954065238985053!,thoughtful-zippy-butterfly,0.130000,-1.921412,-1.209416,0.067262,-0.996875,0.012968,-0.499832,-0.011503,6.465952,0.674487,0.047355,0.316026,0.008199,0.011556,0.006176,-0.002516,-0.003696
