ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
246080718949806954!,lush-impartial-bumblebee,0.000000,-1.240804,-1.915901,0.000000,-1.915901,0.000000,0.000000,0.000000,0.000000,-0.051602,-0.145762,0.180242
246080718949806954!,lush-impartial-bumblebee,0.010000,-1.240397,-1.908929,0.000000,-1.908929,0.081346,1.394399,0.000000,1.394399,-0.045376,-0.128123,0.158485
246080718949806954!,lush-impartial-bumblebee,0.020000,-1.239229,-1.888903,0.000000,-1.888903,0.152170,2.608433,0.000000,2.608433,-0.039803,-0.112335,0.139010
246080718949806954!,lush-impartial-bumblebee,0.030000,-1.237398,-1.857517,0.000000,-1.857517,0.213576,3.661021,0.000000,3.661021,-0.034818,-0.098212,0.121589
246080718949806954!,lush-impartial-bumblebee,0.040000,-1.234993,-1.816293,0.000000,-1.816293,0.266556,4.569197,0.000000,4.569197,-0.030362,-0.085589,0.106020
246080718949806954!,lush-impartial-bumblebee,0.050000,-1.232094,-1.766592,0.000000,-1.766592,0.312008,5.348302,0.000000,5.348302,-0.026384,-0.074317,0.092116
246080718949806954!,lush-impartial-bumblebee,0.060000,-1.228771,-1.709636,0.000000,-1.709636,0.350735,6.012145,0.000000,6.012145,-0.022834,-0.064261,0.079712
246080718949806954!,lush-impartial-bumblebee,0.070000,-1.225089,-1.646517,0.000000,-1.646517,0.383463,6.573160,0.000000,6.573160,-0.019671,-0.055299,0.068657
246080718949806954!,lush-impartial-bumblebee,0.080000,-1.221104,-1.578212,0.000000,-1.578212,0.410845,7.042535,0.000000,7.042535,-0.016855,-0.047321,0.058817
246080718949806954!,lush-impartial-bumblebee,0.090000,-1.216868,-1.505596,0.000000,-1.505596,0.433469,7.430339,0.000000,7.430339,-0.014352,-0.040230,0.050070
246080718949806954!,lush-impartial-bumblebee,0.100000,-1.212426,-1.429449,0.000000,-1.429449,0.451862,7.745631,0.000000,7.745631,-0.012130,-0.033935,0.042306
246080718949806954!,lush-impartial-bumblebee,0.110000,-1.207818,-1.350468,0.000000,-1.350468,0.466501,7.996560,0.000000,7.996560,-0.010161,-0.028357,0.035426
246080718949806954!,lush-impartial-bumblebee,0.120000,-1.203082,-1.269281,0.000000,-1.269281,0.477812,8.190451,0.000000,8.190451,-0.008420,-0.023424,0.029341
246080718949806954!,lush-impartial-bumblebee,0.130000,-1.198249,-1.186448,0.000000,-1.186448,0.486180,8.333897,0.000000,8.333897,-0.006883,-0.019070,0.023970
246080718949806954!,lush-impartial-bumblebee,0.140000,-1.193349,-1.102450,0.000000,-1.102450,0.491951,8.432820,0.000000,8.432820,-0.005529,-0.015236,0.019241
246080718949806954!,lush-impartial-bumblebee,0.150000,-1.188406,-1.017714,0.000000,-1.017714,0.495435,8.492542,0.000000,8.492542,-0.004341,-0.011869,0.015088
246080718949806954!,lush-impartial-bumblebee,0.160000,-1.183441,-0.932611,0.000000,-0.932611,0.496911,8.517837,0.000000,8.517837,-0.003300,-0.008921,0.011452
246080718949806954!,lush-impartial-bumblebee,0.170000,-1.178474,-0.847467,0.000000,-0.847467,0.496628,8.512988,0.000000,8.512988,-0.002392,-0.006349,0.008279
246080718949806954!,lush-impartial-bumblebee,0.180000,-1.173521,-0.762565,0.000000,-0.762565,0.494811,8.481835,0.000000,8.481835,-0.001603,-0.004112,0.005520
246080718949806954!,lush-impartial-bumblebee,0.190000,-1.168596,-0.678148,0.000000,-0.678148,0.491659,8.427813,0.000000,8.427813,-0.000920,-0.002177,0.003133
246080718949806954!,lush-impartial-bumblebee,0.200000,-1.163712,-0.594424,0.000000,-0.594424,0.487353,8.353998,0.000000,8.353998,-0.000331,-0.000510,0.001077
246080718949806954!,lush-impartial-bumblebee,0.210000,-1.158878,-0.511565,0.000000,-0.511565,0.482053,8.263139,0.000000,8.263139,0.000172,0.000917,-0.000684
246080718949806954!,lush-impartial-bumblebee,0.220000,-1.154104,-0.429725,0.000000,-0.429725,0.475901,8.157686,0.000000,8.157686,0.000601,0.002131,-0.002180
246080718949806954!,lush-impartial-bumblebee,0.230000,-1.149397,-0.349033,0.000000,-0.349033,0.469025,8.039827,0.000000,8.039827,0.000962,0.003153,-0.003442
246080718949806954!,lush-impartial-bumblebee,0.240000,-1.144763,-0.269599,0.000000,-0.269599,0.461539,7.911509,0.000000,7.911509,0.001263,0.004007,-0.004494
246080718949806954!,lush-impartial-bumblebee,0.250000,-1.140207,-0.191513,0.000000,-0.191513,0.453545,7.774467,0.000000,7.774467,0.001511,0.004709,-0.005361
246080718949806954!,lush-impartial-bumblebee,0.260000,-1.135735,-0.114852,0.000000,-0.114852,0.445131,7.630241,0.000000,7.630241,0.001712,0.005278,-0.006062
246080718949806954!,lush-impartial-bumblebee,0.270000,-1.131350,-0.039677,0.000000,-0.039677,0.436378,7.480201,0.000000,7.480201,0.001870,0.005728,-0.006617
246080718949806954!,lush-impartial-bumblebee,0.280000,-1.127054,0.033963,0.000000,0.033963,0.427356,7.325558,0.000000,7.325558,0.001992,0.006073,-0.007043
246080718949806954!,lush-impartial-bumblebee,0.290000,-1.122849,0.106031,0.000000,0.106031,0.418129,7.167386,0.000000,7.167386,0.002081,0.006325,-0.007354
246080718949806954!,lush-impartial-bumblebee,0.300000,-1.118738,0.176497,0.000000,0.176497,0.408751,7.006634,0.000000,7.006634,0.002142,0.006496,-0.007565
246080718949806954!,lush-impartial-bumblebee,0.310000,-1.114722,0.245344,0.000000,0.245344,0.399271,6.844138,0.000000,6.844138,0.002176,0.006595,-0.007687
246080718949806954!,lush-impartial-bumblebee,0.320000,-1.110801,0.312559,0.000000,0.312559,0.389733,6.680632,0.000000,6.680632,0.002189,0.006630,-0.007731
246080718949806954!,lush-impartial-bumblebee,0.330000,-1.106975,0.378136,0.000000,0.378136,0.380173,6.516761,0.000000,6.516761,0.002182,0.006611,-0.007706
246080718949806954!,lush-impartial-bumblebee,0.340000,-1.103245,0.442076,0.000000,0.442076,0.370625,6.353091,0.000000,6.353091,0.002158,0.006543,-0.007623
246080718949806954!,lush-impartial-bumblebee,0.350000,-1.099610,0.504394,0.000000,0.504394,0.361117,6.190113,0.000000,6.190113,0.002120,0.006434,-0.007488
246080718949806954!,lush-impartial-bumblebee,0.360000,-1.096068,0.565106,0.000000,0.565106,0.351674,6.028251,0.000000,6.028251,0.002069,0.006289,-0.007309
246080718949806954!,lush-impartial-bumblebee,0.370000,-1.092619,0.624227,0.000000,0.624227,0.342318,5.867871,0.000000,5.867871,0.002007,0.006113,-0.007093
246080718949806954!,lush-impartial-bumblebee,0.380000,-1.089262,0.681775,0.000000,0.681775,0.333067,5.709287,0.000000,5.709287,0.001935,0.005912,-0.006844
246080718949806954!,lush-impartial-bumblebee,0.390000,-1.085995,0.737770,0.000000,0.737770,0.323936,5.552767,0.000000,5.552767,0.001856,0.005688,-0.006568
246080718949806954!,lush-impartial-bumblebee,0.400000,-1.082818,0.792234,0.000000,0.792234,0.314938,5.398537,0.000000,5.398537,0.001771,0.005445,-0.006268
246080718949806954!,lush-impartial-bumblebee,0.410000,-1.079728,0.845192,0.000000,0.845192,0.306086,5.246790,0.000000,5.246790,0.001679,0.005186,-0.005949
246080718949806954!,lush-impartial-bumblebee,0.420000,-1.076725,0.896669,0.000000,0.896669,0.297387,5.097685,0.000000,5.097685,0.001584,0.004915,-0.005615
246080718949806954!,lush-impartial-bumblebee,0.430000,-1.073807,0.946692,0.000000,0.946692,0.288850,4.951352,0.000000,4.951352,0.001484,0.004634,-0.005268
246080718949806954!,lush-impartial-bumblebee,0.440000,-1.070972,0.995290,0.000000,0.995290,0.280482,4.807897,0.000000,4.807897,0.001382,0.004344,-0.004911
246080718949806954!,lush-impartial-bumblebee,0.450000,-1.068218,1.042489,0.000000,1.042489,0.272286,4.667402,0.000000,4.667402,0.001278,0.004048,-0.004546
246080718949806954!,lush-impartial-bumblebee,0.460000,-1.065545,1.088321,0.000000,1.088321,0.264266,4.529933,0.000000,4.529933,0.001172,0.003748,-0.004175
246080718949806954!,lush-impartial-bumblebee,0.470000,-1.062949,1.132814,0.000000,1.132814,0.256425,4.395535,0.000000,4.395535,0.001065,0.003445,-0.003801
246080718949806954!,lush-impartial-bumblebee,0.480000,-1.060430,1.175998,0.000000,1.175998,0.248766,4.264238,0.000000,4.264238,0.000957,0.003140,-0.003425
