ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1647118268037665854!,thoughtful-zippy-butterfly,0.000000,1.086226,1.211054,-0.166402,-0.348088,-0.499379,0.024909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050722,-0.157936,0.032811,0.312034
1647118268037665854!,thoughtful-zippy-butterfly,0.010000,1.089855,1.204948,-0.167491,-0.350391,-0.499447,0.023514,0.724062,-1.220328,-0.217136,-0.459458,-0.013103,-0.278316,0.037281,-0.087277,-0.003466,0.209669
1647118268037665854!,thoughtful-zippy-butterfly,0.020000,1.098117,1.188935,-0.170704,-0.357058,-0.499619,0.019526,0.927023,-1.981656,-0.424791,-0.872200,-0.020279,-0.518892,0.074117,-0.053139,-0.019626,0.156165
1647118268037665854!,thoughtful-zippy-butterfly,0.030000,1.107217,1.166449,-0.175941,-0.367665,-0.499824,0.013254,0.892615,-2.511743,-0.621056,-1.245684,-0.019468,-0.734173,0.086955,-0.035828,-0.026473,0.124783
1647118268037665854!,thoughtful-zippy-butterfly,0.040000,1.115440,1.139292,-0.183087,-0.381835,-0.499976,0.004922,0.753830,-2.913164,-0.805387,-1.582121,-0.009153,-0.929728,0.088495,-0.026393,-0.028982,0.103649
1647118268037665854!,thoughtful-zippy-butterfly,0.050000,1.122054,1.108512,-0.192024,-0.399201,-0.499972,-0.005287,0.573164,-3.233617,-0.977842,-1.881805,0.011718,-1.108204,0.084659,-0.020731,-0.029454,0.087399
1647118268037665854!,thoughtful-zippy-butterfly,0.060000,1.126787,1.074804,-0.202638,-0.419394,-0.499704,-0.017210,0.380447,-3.495916,-1.138679,-2.144313,0.043772,-1.270918,0.078231,-0.016953,-0.028961,0.073608
1647118268037665854!,thoughtful-zippy-butterfly,0.070000,1.129590,1.038694,-0.214814,-0.442041,-0.499057,-0.030695,0.190397,-3.711408,-1.288163,-2.368978,0.087249,-1.418562,0.070544,-0.014186,-0.028005,0.061194
1647118268037665854!,thoughtful-zippy-butterfly,0.080000,1.130529,1.000618,-0.228442,-0.466760,-0.497917,-0.045591,0.010730,-3.886123,-1.426465,-2.555105,0.142063,-1.551517,0.062263,-0.012030,-0.026828,0.049699
1647118268037665854!,thoughtful-zippy-butterfly,0.090000,1.129731,0.960966,-0.243410,-0.493161,-0.496172,-0.061755,-0.154108,-4.023630,-1.553620,-2.702062,0.207855,-1.670009,0.053742,-0.010299,-0.025551,0.038951
1647118268037665854!,thoughtful-zippy-butterfly,0.100000,1.127358,0.920096,-0.259607,-0.520850,-0.493713,-0.079042,-0.301215,-4.126357,-1.669501,-2.809330,0.284042,-1.774186,0.045198,-0.008909,-0.024238,0.028914
1647118268037665854!,thoughtful-zippy-butterfly,0.110000,1.123602,0.878347,-0.276921,-0.549426,-0.490440,-0.097309,-0.428444,-4.196207,-1.773804,-2.876524,0.369867,-1.864145,0.036780,-0.007817,-0.022928,0.019609
