ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
697681661902341751!,talented-zippy-butterfly,0.000000,1.086226,1.211054,1.840642,0.554658,0.999913,0.013203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.529430,0.106902,-0.265345,-1.210350
697681661902341751!,talented-zippy-butterfly,0.010000,1.084311,1.198514,1.842472,0.546447,0.999970,0.007753,-0.381732,-2.506323,0.361967,-1.641621,0.008442,-1.088718,-0.347414,0.086772,-0.183962,-0.842986
697681661902341751!,talented-zippy-butterfly,0.020000,1.078776,1.164476,1.847101,0.524417,0.999976,-0.006977,-0.725047,-4.300366,0.556264,-2.762284,-0.012942,-1.854880,-0.217734,0.071827,-0.125144,-0.578728
697681661902341751!,talented-zippy-butterfly,0.030000,1.069969,1.115003,1.853009,0.493032,0.999602,-0.028213,-1.033530,-5.586776,0.617568,-3.508097,-0.067362,-2.386696,-0.124357,0.059521,-0.081280,-0.382975
697681661902341751!,talented-zippy-butterfly,0.040000,1.058258,1.054518,1.859036,0.455557,0.998546,-0.053910,-1.301998,-6.495201,0.581604,-3.976928,-0.148163,-2.744352,-0.057062,0.048878,-0.047999,-0.235720
697681661902341751!,talented-zippy-butterfly,0.050000,1.044068,0.986374,1.864358,0.414427,0.996588,-0.082538,-1.525632,-7.114516,0.479561,-4.238654,-0.246106,-2.971540,-0.009034,0.039594,-0.022645,-0.124722
697681661902341751!,talented-zippy-butterfly,0.060000,1.027859,0.913158,1.868437,0.371468,0.993601,-0.112951,-1.702758,-7.510222,0.336434,-4.345867,-0.352578,-3.101544,0.024484,0.031608,-0.003478,-0.041927
697681661902341751!,talented-zippy-butterfly,0.070000,1.010096,0.836879,1.870956,0.328036,0.989535,-0.144295,-1.835052,-7.733375,0.170978,-4.339573,-0.460866,-3.160484,0.046968,0.024909,0.010753,0.018464
697681661902341751!,talented-zippy-butterfly,0.080000,0.991224,0.759076,1.871765,0.285106,0.984398,-0.175957,-1.926777,-7.825012,-0.003654,-4.252241,-0.566458,-3.169062,0.061063,0.019453,0.021031,0.060975
697681661902341751!,talented-zippy-butterfly,0.090000,0.971624,0.680884,1.870823,0.243344,0.978231,-0.207521,-1.983702,-7.818490,-0.178954,-4.109506,-0.666872,-3.143559,0.068836,0.015141,0.028184,0.089363
697681661902341751!,talented-zippy-butterfly,0.100000,0.951609,0.603128,1.868151,0.203190,0.971089,-0.238716,-2.012237,-7.740682,-0.349995,-3.931306,-0.761205,-3.096558,0.071913,0.011837,0.032917,0.106796
697681661902341751!,talented-zippy-butterfly,0.110000,0.931429,0.526402,1.863805,0.164914,0.963034,-0.269380,-2.018765,-7.612815,-0.514453,-3.732784,-0.849659,-3.037533,0.071565,0.009379,0.035831,0.115924
697681661902341751!,talented-zippy-butterfly,0.120000,0.911272,0.451115,1.857856,0.128657,0.954118,-0.299429,-2.009226,-7.451220,-0.671784,-3.525113,-0.933131,-2.973381,0.068766,0.007606,0.037418,0.118915
697681661902341751!,talented-zippy-butterfly,0.130000,0.891271,0.377539,1.850371,0.094472,0.944386,-0.328838,-1.988906,-7.268094,-0.822568,-3.316259,-1.012894,-2.908916,0.064251,0.006369,0.038071,0.117488
697681661902341751!,talented-zippy-butterfly,0.140000,0.871508,0.305847,1.841408,0.062344,0.933867,-0.357619,-1.962374,-7.072279,-0.968027,-3.111682,-1.090363,-2.847313,0.058563,0.005538,0.038092,0.112972
697681661902341751!,talented-zippy-butterfly,0.150000,0.852027,0.236136,1.831014,0.032215,0.922578,-0.385810,-1.933504,-6.869985,-1.109675,-2.914936,-1.166942,-2.790484,0.052101,0.005008,0.037706,0.106367
697681661902341751!,talented-zippy-butterfly,0.160000,0.832833,0.168454,1.819217,0.003999,0.910522,-0.413461,-1.905525,-6.665444,-1.249085,-2.728166,-1.243932,-2.739382,0.045160,0.004695,0.037073,0.098416
697681661902341751!,talented-zippy-butterfly,0.170000,0.813901,0.102815,1.806030,-0.022405,0.897687,-0.440633,-1.881102,-6.461504,-1.387735,-2.552521,-1.322480,-2.694247,0.037970,0.004535,0.036306,0.089672
