ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1318703501996913795!,thoughtful-zippy-butterfly,0.000000,-2.109967,-0.053881,-0.109997,-0.042874,0.125313,-0.484042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.460851,-0.392224,0.142243,0.505128
1318703501996913795!,thoughtful-zippy-butterfly,0.010000,-2.108363,-0.036445,-0.108371,-0.042217,0.126077,-0.483844,0.332961,3.481917,0.323290,0.130632,0.151663,0.039519,-0.192279,-0.199026,0.062728,0.286796
1318703501996913795!,thoughtful-zippy-butterfly,0.020000,-2.103424,0.006708,-0.103981,-0.040453,0.128164,-0.483295,0.668966,5.142135,0.552900,0.221323,0.264513,0.070146,-0.062560,-0.103877,0.024231,0.177532
1318703501996913795!,thoughtful-zippy-butterfly,0.030000,-2.095066,0.061978,-0.097561,-0.037896,0.131263,-0.482462,1.009780,5.903879,0.729057,0.289335,0.354100,0.096340,-0.001943,-0.055968,0.005928,0.119088
1318703501996913795!,thoughtful-zippy-butterfly,0.040000,-2.083359,0.122611,-0.089558,-0.034732,0.135174,-0.481381,1.332239,6.215202,0.868775,0.342325,0.426360,0.119724,0.024985,-0.031191,-0.002530,0.085627
1318703501996913795!,thoughtful-zippy-butterfly,0.050000,-2.068561,0.185192,-0.080290,-0.031092,0.139739,-0.480076,1.624050,6.296639,0.980907,0.384304,0.484459,0.141015,0.035701,-0.017897,-0.006213,0.064946
1318703501996913795!,thoughtful-zippy-butterfly,0.060000,-2.051006,0.247966,-0.070008,-0.027073,0.144828,-0.478566,1.881694,6.258123,1.070810,0.417635,0.530542,0.160557,0.038723,-0.010390,-0.007590,0.051070
1318703501996913795!,thoughtful-zippy-butterfly,0.070000,-2.031039,0.310006,-0.058916,-0.022755,0.150327,-0.476867,2.105796,6.155311,1.142084,0.443834,0.566251,0.178504,0.038179,-0.005868,-0.007864,0.041008
1318703501996913795!,thoughtful-zippy-butterfly,0.080000,-2.008991,0.370810,-0.047189,-0.018205,0.156139,-0.474995,2.298518,6.017032,1.197372,0.463958,0.592934,0.194908,0.036065,-0.002941,-0.007616,0.033241
1318703501996913795!,thoughtful-zippy-butterfly,0.090000,-1.985169,0.430098,-0.034979,-0.013480,0.162179,-0.472967,2.462442,5.858750,1.238751,0.478803,0.611751,0.209767,0.033344,-0.000913,-0.007133,0.026979
1318703501996913795!,thoughtful-zippy-butterfly,0.100000,-1.959852,0.487718,-0.022421,-0.008631,0.168370,-0.470799,2.600173,5.689162,1.267950,0.489007,0.623730,0.223062,0.030477,0.000572,-0.006551,0.021798
1318703501996913795!,thoughtful-zippy-butterfly,0.110000,-1.933292,0.543585,-0.009630,-0.003704,0.174647,-0.468506,2.714196,5.513474,1.286456,0.495114,0.629793,0.234771,0.027684,0.001701,-0.005939,0.017458
1318703501996913795!,thoughtful-zippy-butterfly,0.120000,-1.905719,0.597658,0.003290,0.001264,0.180955,-0.466106,2.806842,5.335014,1.295584,0.497604,0.630777,0.244885,0.025065,0.002578,-0.005328,0.013809
1318703501996913795!,thoughtful-zippy-butterfly,0.130000,-1.877334,0.649925,0.016251,0.006237,0.187247,-0.463615,2.880295,5.156050,1.296509,0.496911,0.627439,0.253413,0.022662,0.003264,-0.004734,0.010750
1318703501996913795!,thoughtful-zippy-butterfly,0.140000,-1.848322,0.700391,0.029175,0.011185,0.193481,-0.461048,2.936585,4.978202,1.290282,0.493433,0.620465,0.260381,0.020488,0.003799,-0.004165,0.008205
1318703501996913795!,thoughtful-zippy-butterfly,0.150000,-1.818842,0.749076,0.041996,0.016082,0.199625,-0.458421,2.977595,4.802656,1.277848,0.487539,0.610472,0.265838,0.018541,0.004212,-0.003624,0.006109
1318703501996913795!,thoughtful-zippy-butterfly,0.160000,-1.789039,0.796012,0.054655,0.020906,0.205652,-0.455749,3.005054,4.630298,1.260050,0.479570,0.598008,0.269845,0.016813,0.004523,-0.003112,0.004408
1318703501996913795!,thoughtful-zippy-butterfly,0.170000,-1.759039,0.841237,0.067104,0.025638,0.211540,-0.453046,3.020541,4.461782,1.237646,0.469843,0.583562,0.272482,0.015292,0.004752,-0.002628,0.003054
1318703501996913795!,thoughtful-zippy-butterfly,0.180000,-1.728951,0.884795,0.079300,0.030262,0.217272,-0.450325,3.025489,4.297587,1.211306,0.458650,0.567565,0.273837,0.013962,0.004911,-0.002172,0.002003
1318703501996913795!,thoughtful-zippy-butterfly,0.190000,-1.698874,0.926733,0.091207,0.034764,0.222834,-0.447599,3.021187,4.138051,1.181628,0.446261,0.550391,0.274009,0.012809,0.005014,-0.001743,0.001215
1318703501996913795!,thoughtful-zippy-butterfly,0.200000,-1.668892,0.967101,0.102797,0.039136,0.228218,-0.444878,3.008793,3.983403,1.149142,0.432923,0.532370,0.273100,0.011818,0.005070,-0.001339,0.000658
1318703501996913795!,thoughtful-zippy-butterfly,0.210000,-1.639078,1.005951,0.114043,0.043368,0.233417,-0.442173,2.989337,3.833782,1.114314,0.418862,0.513782,0.271218,0.010975,0.005088,-0.000961,0.000299
1318703501996913795!,thoughtful-zippy-butterfly,0.220000,-1.609497,1.043335,0.124927,0.047456,0.238426,-0.439492,2.963739,3.689258,1.077557,0.404283,0.494870,0.268469,0.010266,0.005074,-0.000605,0.000113
1318703501996913795!,thoughtful-zippy-butterfly,0.230000,-1.580205,1.079304,0.135430,0.051394,0.243244,-0.436843,2.932814,3.549849,1.039237,0.389370,0.475842,0.264959,0.009678,0.005036,-0.000271,0.000074
1318703501996913795!,thoughtful-zippy-butterfly,0.240000,-1.551249,1.113910,0.145540,0.055182,0.247872,-0.434234,2.897285,3.415530,0.999672,0.374288,0.456872,0.260794,0.009199,0.004977,0.000042,0.000162
1318703501996913795!,thoughtful-zippy-butterfly,0.250000,-1.522673,1.147205,0.155246,0.058818,0.252311,-0.431670,2.857791,3.286243,0.959146,0.359183,0.438106,0.256073,0.008818,0.004902,0.000335,0.000360
1318703501996913795!,thoughtful-zippy-butterfly,0.260000,-1.494512,1.179237,0.164541,0.062303,0.256563,-0.429156,2.814899,3.161907,0.917906,0.344183,0.419668,0.250891,0.008525,0.004814,0.000611,0.000650
1318703501996913795!,thoughtful-zippy-butterfly,0.270000,-1.466798,1.210056,0.173418,0.065638,0.260634,-0.426697,2.769112,3.042423,0.876172,0.329399,0.401659,0.245340,0.008309,0.004716,0.000869,0.001019
1318703501996913795!,thoughtful-zippy-butterfly,0.280000,-1.439557,1.239708,0.181874,0.068827,0.264527,-0.424294,2.720876,2.927678,0.834134,0.314927,0.384160,0.239506,0.008162,0.004608,0.001111,0.001454
1318703501996913795!,thoughtful-zippy-butterfly,0.290000,-1.412789,1.268260,0.189916,0.071877,0.268252,-0.421949,2.670581,2.817509,0.791948,0.300844,0.367243,0.233473,0.008080,0.004497,0.001337,0.001943
1318703501996913795!,thoughtful-zippy-butterfly,0.300000,-1.386514,1.295756,0.197545,0.074791,0.271815,-0.419662,2.618559,2.711769,0.749759,0.287219,0.350959,0.227316,0.008053,0.004382,0.001548,0.002476
1318703501996913795!,thoughtful-zippy-butterfly,0.310000,-1.360746,1.322237,0.204762,0.077575,0.275223,-0.417435,2.565113,2.610320,0.707696,0.274104,0.335350,0.221103,0.008074,0.004264,0.001745,0.003048
1318703501996913795!,thoughtful-zippy-butterfly,0.320000,-1.335500,1.347745,0.211567,0.080234,0.278482,-0.415268,2.510515,2.513028,0.665874,0.261541,0.320446,0.214893,0.008139,0.004142,0.001930,0.003653
1318703501996913795!,thoughtful-zippy-butterfly,0.330000,-1.310785,1.372318,0.217965,0.082773,0.281599,-0.413161,2.455015,2.419757,0.624394,0.249563,0.306269,0.208744,0.008240,0.004017,0.002102,0.004285
1318703501996913795!,thoughtful-zippy-butterfly,0.340000,-1.286611,1.395993,0.223958,0.085198,0.284581,-0.411113,2.398836,2.330374,0.583346,0.238191,0.292834,0.202706,0.008373,0.003890,0.002263,0.004938
1318703501996913795!,thoughtful-zippy-butterfly,0.350000,-1.262985,1.418808,0.229550,0.087516,0.287435,-0.409122,2.342183,2.244745,0.542809,0.227437,0.280149,0.196823,0.008535,0.003761,0.002412,0.005608
1318703501996913795!,thoughtful-zippy-butterfly,0.360000,-1.239912,1.440797,0.234747,0.089731,0.290168,-0.407188,2.285238,2.162738,0.502854,0.217304,0.268217,0.191136,0.008720,0.003630,0.002551,0.006292
