ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
490571861176901804!,lush-piquant-bumblebee,0.000000,-1.240804,-1.915901,0.000000,-1.915901,0.000000,0.000000,0.000000,0.000000,0.003774,0.144772
490571861176901804!,lush-piquant-bumblebee,0.010000,-1.240397,-1.908929,0.000000,-1.908929,0.081346,1.394399,0.000000,1.394399,0.003286,0.127277
490571861176901804!,lush-piquant-bumblebee,0.020000,-1.239229,-1.888903,0.000000,-1.888903,0.152170,2.608433,0.000000,2.608433,0.002849,0.111617
490571861176901804!,lush-piquant-bumblebee,0.030000,-1.237398,-1.857517,0.000000,-1.857517,0.213576,3.661021,0.000000,3.661021,0.002458,0.097609
490571861176901804!,lush-piquant-bumblebee,0.040000,-1.234993,-1.816293,0.000000,-1.816293,0.266556,4.569197,0.000000,4.569197,0.002109,0.085089
490571861176901804!,lush-piquant-bumblebee,0.050000,-1.232094,-1.766592,0.000000,-1.766592,0.312008,5.348302,0.000000,5.348302,0.001797,0.073909
490571861176901804!,lush-piquant-bumblebee,0.060000,-1.228771,-1.709636,0.000000,-1.709636,0.350735,6.012145,0.000000,6.012145,0.001519,0.063934
490571861176901804!,lush-piquant-bumblebee,0.070000,-1.225089,-1.646517,0.000000,-1.646517,0.383463,6.573160,0.000000,6.573160,0.001271,0.055045
490571861176901804!,lush-piquant-bumblebee,0.080000,-1.221104,-1.578212,0.000000,-1.578212,0.410845,7.042535,0.000000,7.042535,0.001050,0.047133
490571861176901804!,lush-piquant-bumblebee,0.090000,-1.216868,-1.505596,0.000000,-1.505596,0.433469,7.430339,0.000000,7.430339,0.000853,0.040099
490571861176901804!,lush-piquant-bumblebee,0.100000,-1.212426,-1.429449,0.000000,-1.429449,0.451862,7.745631,0.000000,7.745631,0.000679,0.033856
490571861176901804!,lush-piquant-bumblebee,0.110000,-1.207818,-1.350468,0.000000,-1.350468,0.466501,7.996560,0.000000,7.996560,0.000525,0.028323
490571861176901804!,lush-piquant-bumblebee,0.120000,-1.203082,-1.269281,0.000000,-1.269281,0.477812,8.190451,0.000000,8.190451,0.000388,0.023430
490571861176901804!,lush-piquant-bumblebee,0.130000,-1.198249,-1.186448,0.000000,-1.186448,0.486180,8.333897,0.000000,8.333897,0.000268,0.019111
490571861176901804!,lush-piquant-bumblebee,0.140000,-1.193349,-1.102450,0.000000,-1.102450,0.491951,8.432820,0.000000,8.432820,0.000162,0.015309
490571861176901804!,lush-piquant-bumblebee,0.150000,-1.188406,-1.017714,0.000000,-1.017714,0.495435,8.492542,0.000000,8.492542,0.000068,0.011969
490571861176901804!,lush-piquant-bumblebee,0.160000,-1.183441,-0.932611,0.000000,-0.932611,0.496911,8.517837,0.000000,8.517837,-0.000013,0.009045
490571861176901804!,lush-piquant-bumblebee,0.170000,-1.178474,-0.847467,0.000000,-0.847467,0.496628,8.512988,0.000000,8.512988,-0.000084,0.006494
490571861176901804!,lush-piquant-bumblebee,0.180000,-1.173521,-0.762565,0.000000,-0.762565,0.494811,8.481835,0.000000,8.481835,-0.000146,0.004276
490571861176901804!,lush-piquant-bumblebee,0.190000,-1.168596,-0.678148,0.000000,-0.678148,0.491659,8.427813,0.000000,8.427813,-0.000200,0.002356
490571861176901804!,lush-piquant-bumblebee,0.200000,-1.163712,-0.594424,0.000000,-0.594424,0.487353,8.353998,0.000000,8.353998,-0.000246,0.000702
490571861176901804!,lush-piquant-bumblebee,0.210000,-1.158878,-0.511565,0.000000,-0.511565,0.482053,8.263139,0.000000,8.263139,-0.000285,-0.000713
490571861176901804!,lush-piquant-bumblebee,0.220000,-1.154104,-0.429725,0.000000,-0.429725,0.475901,8.157686,0.000000,8.157686,-0.000319,-0.001917
490571861176901804!,lush-piquant-bumblebee,0.230000,-1.149397,-0.349033,0.000000,-0.349033,0.469025,8.039827,0.000000,8.039827,-0.000347,-0.002931
490571861176901804!,lush-piquant-bumblebee,0.240000,-1.144763,-0.269599,0.000000,-0.269599,0.461539,7.911509,0.000000,7.911509,-0.000371,-0.003777
490571861176901804!,lush-piquant-bumblebee,0.250000,-1.140207,-0.191513,0.000000,-0.191513,0.453545,7.774467,0.000000,7.774467,-0.000390,-0.004474
490571861176901804!,lush-piquant-bumblebee,0.260000,-1.135735,-0.114852,0.000000,-0.114852,0.445131,7.630241,0.000000,7.630241,-0.000406,-0.005038
490571861176901804!,lush-piquant-bumblebee,0.270000,-1.131350,-0.039677,0.000000,-0.039677,0.436378,7.480201,0.000000,7.480201,-0.000419,-0.005485
490571861176901804!,lush-piquant-bumblebee,0.280000,-1.127054,0.033963,0.000000,0.033963,0.427356,7.325558,0.000000,7.325558,-0.000428,-0.005827
490571861176901804!,lush-piquant-bumblebee,0.290000,-1.122849,0.106031,0.000000,0.106031,0.418129,7.167386,0.000000,7.167386,-0.000435,-0.006077
490571861176901804!,lush-piquant-bumblebee,0.300000,-1.118738,0.176497,0.000000,0.176497,0.408751,7.006634,0.000000,7.006634,-0.000440,-0.006246
490571861176901804!,lush-piquant-bumblebee,0.310000,-1.114722,0.245344,0.000000,0.245344,0.399271,6.844138,0.000000,6.844138,-0.000443,-0.006344
490571861176901804!,lush-piquant-bumblebee,0.320000,-1.110801,0.312559,0.000000,0.312559,0.389733,6.680632,0.000000,6.680632,-0.000444,-0.006380
490571861176901804!,lush-piquant-bumblebee,0.330000,-1.106975,0.378136,0.000000,0.378136,0.380173,6.516761,0.000000,6.516761,-0.000443,-0.006360
490571861176901804!,lush-piquant-bumblebee,0.340000,-1.103245,0.442076,0.000000,0.442076,0.370625,6.353091,0.000000,6.353091,-0.000441,-0.006293
490571861176901804!,lush-piquant-bumblebee,0.350000,-1.099610,0.504394,0.000000,0.504394,0.361117,6.190113,0.000000,6.190113,-0.000438,-0.006185
490571861176901804!,lush-piquant-bumblebee,0.360000,-1.096068,0.565106,0.000000,0.565106,0.351674,6.028251,0.000000,6.028251,-0.000434,-0.006041
490571861176901804!,lush-piquant-bumblebee,0.370000,-1.092619,0.624227,0.000000,0.624227,0.342318,5.867871,0.000000,5.867871,-0.000429,-0.005867
490571861176901804!,lush-piquant-bumblebee,0.380000,-1.089262,0.681775,0.000000,0.681775,0.333067,5.709287,0.000000,5.709287,-0.000424,-0.005667
