ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
795020934613252409!,rebel-vivacious-beetle,0.000000,1.880208,1.516108,0.915197,1.778318,0.000000,0.000000,0.000000,0.000000,0.244641,0.020421
795020934613252409!,rebel-vivacious-beetle,0.010000,1.876649,1.513614,0.912676,1.779613,-0.710891,-0.496317,-0.502785,0.257853,0.237196,0.021760
795020934613252409!,rebel-vivacious-beetle,0.020000,1.866168,1.506386,0.905296,1.783378,-1.386164,-0.946887,-0.971097,0.492958,0.223992,0.019217
795020934613252409!,rebel-vivacious-beetle,0.030000,1.849062,1.494785,0.893431,1.789352,-2.036381,-1.369324,-1.398982,0.698517,0.208753,0.014977
795020934613252409!,rebel-vivacious-beetle,0.040000,1.825517,1.479045,0.877487,1.797225,-2.670570,-1.771296,-1.783782,0.870924,0.192026,0.009714
795020934613252409!,rebel-vivacious-beetle,0.050000,1.795664,1.459349,0.857910,1.806652,-3.293802,-2.155478,-2.122269,1.007785,0.173655,0.003732
795020934613252409!,rebel-vivacious-beetle,0.060000,1.759599,1.435875,0.835186,1.817268,-3.907331,-2.521083,-2.410179,1.107678,0.153284,-0.002799
795020934613252409!,rebel-vivacious-beetle,0.070000,1.717430,1.408817,0.809851,1.828699,-4.508844,-2.864655,-2.642198,1.170114,0.130557,-0.009752
795020934613252409!,rebel-vivacious-beetle,0.080000,1.669305,1.378416,0.782504,1.840567,-5.092919,-3.180661,-2.812250,1.195608,0.105209,-0.017017
795020934613252409!,rebel-vivacious-beetle,0.090000,1.615444,1.344972,0.753811,1.852503,-5.651646,-3.462077,-2.913935,1.185723,0.077122,-0.024489
795020934613252409!,rebel-vivacious-beetle,0.100000,1.556163,1.308861,0.724511,1.864158,-6.175416,-3.701002,-2.941037,1.143043,0.046362,-0.032073
795020934613252409!,rebel-vivacious-beetle,0.110000,1.491886,1.270537,0.695411,1.875208,-6.653853,-3.889278,-2.888071,1.071025,0.013199,-0.039686
795020934613252409!,rebel-vivacious-beetle,0.120000,1.423157,1.230565,0.667361,1.885372,-7.076792,-4.019099,-2.751050,0.973783,-0.021912,-0.047275
795020934613252409!,rebel-vivacious-beetle,0.130000,1.350608,1.189720,0.641134,1.894452,-7.434826,-4.083562,-2.528551,0.855731,-0.058366,-0.054818
795020934613252409!,rebel-vivacious-beetle,0.140000,1.274883,1.148686,0.617536,1.902275,-7.720008,-4.077038,-2.219898,0.720647,-0.095312,-0.062258
795020934613252409!,rebel-vivacious-beetle,0.150000,1.196699,1.108164,0.597405,1.908693,-7.926845,-3.995240,-1.826445,0.571662,-0.131847,-0.069549
795020934613252409!,rebel-vivacious-beetle,0.160000,1.116836,1.068892,0.581571,1.913576,-8.052374,-3.835157,-1.351874,0.410860,-0.167094,-0.076647
795020934613252409!,rebel-vivacious-beetle,0.170000,1.036107,1.031644,0.570828,1.916809,-8.095730,-3.594878,-0.802208,0.238899,-0.200215,-0.083480
795020934613252409!,rebel-vivacious-beetle,0.180000,0.955332,0.997216,0.565897,1.918270,-8.057379,-3.273420,-0.185785,0.054807,-0.230405,-0.089922
