ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1889940605783470509!,talented-steel-butterfly,0.000000,-1.447293,2.291422,-1.450183,1.291426,-0.565901,0.824473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.625972,-0.074997,-0.221189
1889940605783470509!,talented-steel-butterfly,0.010000,-1.440433,2.292176,-1.448534,1.292209,-0.563966,0.825798,1.369713,0.148638,0.330349,0.157059,0.386832,0.264181,0.455752,-0.116722,-0.097475
1889940605783470509!,talented-steel-butterfly,0.020000,-1.421594,2.293415,-1.444432,1.293675,-0.558789,0.829310,2.396355,0.093448,0.491336,0.136967,0.648700,0.437094,0.340228,-0.144337,-0.014709
1889940605783470509!,talented-steel-butterfly,0.030000,-1.393665,2.293322,-1.439259,1.294362,-0.551404,0.834239,3.186887,-0.119260,0.545075,0.001315,0.828025,0.547297,0.263246,-0.161330,0.038637
1889940605783470509!,talented-steel-butterfly,0.040000,-1.358641,2.290507,-1.433863,1.293340,-0.542495,0.840059,3.814484,-0.452403,0.535982,-0.205089,0.953350,0.615656,0.212951,-0.170190,0.070855
1889940605783470509!,talented-steel-butterfly,0.050000,-1.317904,2.283897,-1.428715,1.290055,-0.532504,0.846427,4.327911,-0.877353,0.496146,-0.450119,1.044110,0.656870,0.180805,-0.172485,0.087647
1889940605783470509!,talented-steel-butterfly,0.060000,-1.272438,2.272685,-1.424008,1.284238,-0.521711,0.853122,4.758318,-1.370868,0.449006,-0.710073,1.113683,0.681052,0.160666,-0.169085,0.092850
1889940605783470509!,talented-steel-butterfly,0.070000,-1.222980,2.256284,-1.419726,1.275830,-0.510280,0.860009,5.124158,-1.912518,0.411559,-0.966847,1.171421,0.695054,0.148097,-0.160401,0.089025
1889940605783470509!,talented-steel-butterfly,0.080000,-1.170127,2.234311,-1.415712,1.264936,-0.498296,0.867007,5.434906,-2.482577,0.395778,-1.205946,1.223982,0.703460,0.139860,-0.146632,0.077960
1889940605783470509!,talented-steel-butterfly,0.090000,-1.114414,2.206582,-1.411707,1.251796,-0.485786,0.874078,5.693987,-3.060843,0.409455,-1.415393,1.276184,0.709265,0.133580,-0.127988,0.061060
1889940605783470509!,talented-steel-butterfly,0.100000,-1.056361,2.173122,-1.407392,1.236759,-0.472737,0.881204,5.901199,-3.626408,0.456723,-1.585339,1.331548,0.714332,0.127556,-0.104879,0.039622
1889940605783470509!,talented-steel-butterfly,0.110000,-0.996496,2.134170,-1.402423,1.220264,-0.459102,0.888384,6.054763,-4.158336,0.538450,-1.708167,1.392620,0.719682,0.120664,-0.078050,0.015005
1889940605783470509!,talented-steel-butterfly,0.120000,-0.935367,2.090168,-1.396460,1.202817,-0.444813,0.895623,6.153040,-4.637000,0.652682,-1.778858,1.461153,0.725685,0.112314,-0.048624,-0.011316
1889940605783470509!,talented-steel-butterfly,0.130000,-0.873533,2.041747,-1.389196,1.184956,-0.429790,0.902929,6.195830,-5.045759,0.795218,-1.795375,1.538221,0.732186,0.102397,-0.018047,-0.037793
1889940605783470509!,talented-steel-butterfly,0.140000,-0.811540,1.989682,-1.380373,1.167228,-0.413941,0.910304,6.185184,-5.372535,0.960338,-1.758876,1.624293,0.738613,0.091206,0.012062,-0.062925
1889940605783470509!,talented-steel-butterfly,0.150000,-0.749903,1.934841,-1.369793,1.150152,-0.397175,0.917743,6.125656,-5.610905,1.141603,-1.673592,1.719309,0.744071,0.079307,0.040119,-0.085413
1889940605783470509!,talented-steel-butterfly,0.160000,-0.689078,1.878129,-1.357325,1.134190,-0.379400,0.925233,6.024034,-5.760428,1.332641,-1.546360,1.822767,0.747442,0.067393,0.064792,-0.104293
1889940605783470509!,talented-steel-butterfly,0.170000,-0.629443,1.820426,-1.342898,1.119724,-0.360534,0.932746,5.888683,-5.826148,1.527774,-1.385863,1.933825,0.747481,0.056125,0.085153,-0.119015
1889940605783470509!,talented-steel-butterfly,0.180000,-0.571305,1.762461,-1.326526,1.106991,-0.340528,0.940234,5.728357,-5.817242,1.722370,-1.201614,2.051235,0.742903,0.046052,0.100772,-0.129481
1889940605783470509!,talented-steel-butterfly,0.190000,-0.514870,1.704864,-1.308251,1.096138,-0.319339,0.947641,5.551826,-5.745689,1.913092,-1.003153,2.173724,0.732507,0.037501,0.111670,-0.135933
1889940605783470509!,talented-steel-butterfly,0.200000,-0.460253,1.648190,-1.288120,1.087265,-0.296918,0.954903,5.367287,-5.624783,2.097840,-0.799425,2.300098,0.715194,0.030565,0.118225,-0.138839
1889940605783470509!,talented-steel-butterfly,0.210000,-0.407495,1.592869,-1.266193,1.080387,-0.273232,0.961948,5.181626,-5.467660,2.275482,-0.598222,2.429136,0.689972,0.025160,0.121054,-0.138806
1889940605783470509!,talented-steel-butterfly,0.220000,-0.356579,1.539205,-1.242543,1.075451,-0.248258,0.968694,5.000206,-5.286281,2.445590,-0.405902,2.559604,0.655977,0.021081,0.120888,-0.136473
1889940605783470509!,talented-steel-butterfly,0.230000,-0.307442,1.487394,-1.217241,1.072346,-0.221986,0.975050,4.826881,-5.090834,2.608162,-0.227318,2.690261,0.612482,0.018056,0.118464,-0.132442
1889940605783470509!,talented-steel-butterfly,0.240000,-0.259989,1.437540,-1.190361,1.070924,-0.194420,0.980918,4.664149,-4.889510,2.763393,-0.065909,2.819858,0.558901,0.015796,0.114456,-0.127227
1889940605783470509!,talented-steel-butterfly,0.250000,-0.214108,1.389676,-1.161973,1.071003,-0.165575,0.986197,4.513378,-4.688539,2.911494,0.076131,2.947128,0.494801,0.014027,0.109436,-0.121243
1889940605783470509!,talented-steel-butterfly,0.260000,-0.169676,1.343781,-1.132145,1.072390,-0.135480,0.990780,4.375053,-4.492398,3.052583,0.197643,3.070782,0.419902,0.012513,0.103859,-0.114801
1889940605783470509!,talented-steel-butterfly,0.270000,-0.126567,1.299799,-1.100945,1.074881,-0.104176,0.994559,4.249012,-4.304098,3.186629,0.298290,3.189514,0.334089,0.011063,0.098071,-0.108123
1889940605783470509!,talented-steel-butterfly,0.280000,-0.084663,1.257648,-1.068444,1.078272,-0.071717,0.997425,4.134651,-4.125534,3.313441,0.378343,3.302010,0.237423,0.009530,0.092323,-0.101366
