ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1621906937655528164!,thoughtful-steel-butterfly,0.000000,0.432980,-0.963854,-0.196901,0.934369,-0.243740,0.436567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.578733,-0.594584,0.462980
1621906937655528164!,thoughtful-steel-butterfly,0.010000,0.420950,-0.967435,-0.198408,0.934248,-0.244140,0.436343,-2.404631,-0.709775,-0.300898,-0.024611,-0.080214,-0.044881,0.260703,-0.271052,0.199573
1621906937655528164!,thoughtful-steel-butterfly,0.020000,0.391573,-0.975797,-0.202203,0.934027,-0.244998,0.435862,-3.469267,-0.956237,-0.457707,-0.019924,-0.091424,-0.051390,0.125557,-0.130885,0.084466
1621906937655528164!,thoughtful-steel-butterfly,0.030000,0.354426,-0.985600,-0.207231,0.933916,-0.245808,0.435406,-3.956053,-1.000641,-0.547074,-0.003161,-0.070873,-0.040011,0.068786,-0.069222,0.033008
1621906937655528164!,thoughtful-steel-butterfly,0.040000,0.313690,-0.995416,-0.212977,0.933993,-0.246336,0.435108,-4.189998,-0.961382,-0.601699,0.018107,-0.034954,-0.019789,0.045674,-0.041309,0.008986
1621906937655528164!,thoughtful-steel-butterfly,0.050000,0.271183,-1.004670,-0.219164,0.934289,-0.246465,0.435035,-4.311183,-0.889085,-0.635661,0.040424,0.009117,0.005165,0.037031,-0.027949,-0.003151
1621906937655528164!,thoughtful-steel-butterfly,0.060000,0.227723,-1.013139,-0.225617,0.934804,-0.246128,0.435225,-4.380375,-0.804849,-0.655055,0.062136,0.058099,0.032856,0.034613,-0.020884,-0.010091
1621906937655528164!,thoughtful-steel-butterfly,0.070000,0.183699,-1.020748,-0.232206,0.935530,-0.245285,0.435701,-4.424150,-0.717282,-0.662542,0.082435,0.110498,0.062206,0.034879,-0.016565,-0.014717
1621906937655528164!,thoughtful-steel-butterfly,0.080000,0.139304,-1.027481,-0.238815,0.936450,-0.243903,0.436476,-4.454275,-0.629748,-0.659301,0.100906,0.165554,0.092511,0.036310,-0.013468,-0.018263
1621906937655528164!,thoughtful-steel-butterfly,0.090000,0.094651,-1.033345,-0.245341,0.937544,-0.241961,0.437556,-4.476142,-0.543386,-0.645879,0.117360,0.222852,0.123233,0.038256,-0.010944,-0.021264
1621906937655528164!,thoughtful-steel-butterfly,0.100000,0.049806,-1.038353,-0.251684,0.938792,-0.239436,0.438942,-4.492361,-0.458371,-0.622568,0.131725,0.282120,0.153892,0.040441,-0.008720,-0.023944
