ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1417013860091673374!,thoughtful-zippy-butterfly,0.000000,1.246422,-0.472507,-0.482930,0.532153,-0.498949,0.032409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.554778,-0.391298,0.268910,0.600565
1417013860091673374!,thoughtful-zippy-butterfly,0.010000,1.235209,-0.490263,-0.484160,0.531388,-0.499000,0.031608,-2.254687,-3.537589,-0.244048,-0.153820,-0.010183,-0.160764,-0.286341,-0.172309,0.131235,0.238780
1417013860091673374!,thoughtful-zippy-butterfly,0.020000,1.206724,-0.533280,-0.487437,0.529650,-0.499112,0.029787,-3.455524,-5.049508,-0.409577,-0.194702,-0.012174,-0.203984,-0.162684,-0.071079,0.067067,0.070240
1417013860091673374!,thoughtful-zippy-butterfly,0.030000,1.168589,-0.586645,-0.492166,0.527759,-0.499226,0.027808,-4.175393,-5.610120,-0.534749,-0.184602,-0.010695,-0.192003,-0.104050,-0.024320,0.036123,-0.008012
1417013860091673374!,thoughtful-zippy-butterfly,0.040000,1.124463,-0.643359,-0.498015,0.526071,-0.499320,0.026073,-4.652418,-5.727917,-0.634688,-0.153681,-0.008110,-0.155317,-0.074975,-0.002636,0.020449,-0.044333
1417013860091673374!,thoughtful-zippy-butterfly,0.050000,1.076228,-0.700203,-0.504770,0.524725,-0.499387,0.024754,-4.995102,-5.638941,-0.716237,-0.116265,-0.005384,-0.108612,-0.059416,0.007498,0.011892,-0.061097
1417013860091673374!,thoughtful-zippy-butterfly,0.060000,1.024971,-0.755664,-0.512266,0.523751,-0.499428,0.023916,-5.255261,-5.452651,-0.782913,-0.079054,-0.002826,-0.059018,-0.050064,0.012287,0.006719,-0.068620
1417013860091673374!,thoughtful-zippy-butterfly,0.070000,0.971394,-0.809029,-0.520365,0.523133,-0.499444,0.023571,-5.458397,-5.220437,-0.836772,-0.045126,-0.000477,-0.010103,-0.043597,0.014578,0.003211,-0.071672
1417013860091673374!,thoughtful-zippy-butterfly,0.080000,0.916003,-0.859966,-0.528945,0.522831,-0.499438,0.023702,-5.617558,-4.967107,-0.879232,-0.015809,0.001721,0.036270,-0.038513,0.015680,0.000580,-0.072474
1417013860091673374!,thoughtful-zippy-butterfly,0.090000,0.859205,-0.908324,-0.537899,0.522796,-0.499410,0.024279,-5.739921,-4.705263,-0.911458,0.008433,0.003845,0.079100,-0.034150,0.016196,-0.001534,-0.072077
1417013860091673374!,thoughtful-zippy-butterfly,0.100000,0.801346,-0.954050,-0.547129,0.522978,-0.499361,0.025265,-5.829959,-4.441826,-0.934515,0.027543,0.005960,0.117806,-0.030222,0.016407,-0.003299,-0.070993
1417013860091673374!,thoughtful-zippy-butterfly,0.110000,0.742738,-0.997147,-0.556551,0.523329,-0.499291,0.026618,-5.890956,-4.180978,-0.949443,0.041684,0.008107,0.152068,-0.026610,0.016448,-0.004791,-0.069485
1417013860091673374!,thoughtful-zippy-butterfly,0.120000,0.683665,-1.037649,-0.566086,0.523800,-0.499199,0.028294,-5.925683,-3.925495,-0.957273,0.051118,0.010300,0.181729,-0.023269,0.016384,-0.006051,-0.067698
1417013860091673374!,thoughtful-zippy-butterfly,0.130000,0.624382,-1.075616,-0.575669,0.524345,-0.499084,0.030245,-5.936693,-3.677354,-0.959025,0.056146,0.012529,0.206735,-0.020178,0.016252,-0.007102,-0.065718
1417013860091673374!,thoughtful-zippy-butterfly,0.140000,0.565111,-1.111137,-0.585242,0.524921,-0.498948,0.032424,-5.926429,-3.437988,-0.955674,0.057075,0.014759,0.227113,-0.017323,0.016074,-0.007965,-0.063606
1417013860091673374!,thoughtful-zippy-butterfly,0.150000,0.506057,-1.144305,-0.594759,0.525487,-0.498789,0.034783,-5.897207,-3.208477,-0.948168,0.054193,0.016942,0.242946,-0.014692,0.015866,-0.008653,-0.061405
1417013860091673374!,thoughtful-zippy-butterfly,0.160000,0.447399,-1.175223,-0.604182,0.526005,-0.498608,0.037278,-5.851228,-2.989623,-0.937403,0.047764,0.019018,0.254368,-0.012273,0.015638,-0.009185,-0.059145
1417013860091673374!,thoughtful-zippy-butterfly,0.170000,0.389299,-1.204001,-0.613483,0.526441,-0.498408,0.039863,-5.790567,-2.782007,-0.924208,0.038022,0.020918,0.261542,-0.010052,0.015397,-0.009574,-0.056853
1417013860091673374!,thoughtful-zippy-butterfly,0.180000,0.331895,-1.230754,-0.622641,0.526762,-0.498191,0.042497,-5.717150,-2.586030,-0.909340,0.025171,0.022576,0.264661,-0.008015,0.015151,-0.009836,-0.054549
