ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1227670338538142924!,great-wine-beetle,0.000000,0.183606,-2.465918,-0.755196,-1.296024,0.000000,0.000000,0.000000,0.000000,-0.276077,-0.302871,-0.058699,0.213929
1227670338538142924!,great-wine-beetle,0.010000,0.192123,-2.459917,-0.754563,-1.296393,1.698557,1.200520,0.130035,-0.075686,-0.086719,-0.013204,0.087201,0.068385
1227670338538142924!,great-wine-beetle,0.020000,0.208358,-2.444140,-0.756235,-1.295419,1.545254,1.954924,-0.461794,0.269585,-0.088063,-0.018414,0.082098,0.069372
1227670338538142924!,great-wine-beetle,0.030000,0.223140,-2.420927,-0.763544,-1.291124,1.408209,2.691519,-0.997948,0.590166,-0.088465,-0.021270,0.078899,0.069648
1227670338538142924!,great-wine-beetle,0.040000,0.236541,-2.390386,-0.775986,-1.283684,1.269373,3.417396,-1.484819,0.897572,-0.088849,-0.023688,0.076243,0.069917
1227670338538142924!,great-wine-beetle,0.050000,0.248520,-2.352593,-0.793071,-1.273200,1.124059,4.136842,-1.922160,1.197306,-0.088927,-0.025644,0.073815,0.069951
1227670338538142924!,great-wine-beetle,0.060000,0.258992,-2.307603,-0.814301,-1.259728,0.968945,4.849525,-2.308706,1.492370,-0.088404,-0.027068,0.071350,0.069517
1227670338538142924!,great-wine-beetle,0.070000,0.267848,-2.255501,-0.839158,-1.243307,0.801969,5.550906,-2.642648,1.783630,-0.087007,-0.027879,0.068626,0.068400
1227670338538142924!,great-wine-beetle,0.080000,0.274962,-2.196436,-0.867109,-1.223978,0.622412,6.232805,-2.922076,2.070100,-0.084499,-0.027997,0.065458,0.066415
1227670338538142924!,great-wine-beetle,0.090000,0.280208,-2.130657,-0.897597,-1.201799,0.430965,6.884195,-3.145443,2.349262,-0.080708,-0.027365,0.061717,0.063426
1227670338538142924!,great-wine-beetle,0.100000,0.283473,-2.058538,-0.930053,-1.176861,0.229730,7.492229,-3.312013,2.617429,-0.075552,-0.025957,0.057336,0.059369
1227670338538142924!,great-wine-beetle,0.110000,0.284674,-1.980593,-0.963905,-1.149298,0.022109,8.043499,-3.422237,2.870197,-0.069059,-0.023795,0.052321,0.054266
1227670338538142924!,great-wine-beetle,0.120000,0.283766,-1.897479,-0.998588,-1.119296,-0.187456,8.525404,-3.478021,3.102942,-0.061382,-0.020956,0.046754,0.048237
1227670338538142924!,great-wine-beetle,0.130000,0.280767,-1.810000,-1.033544,-1.087100,-0.393825,8.927639,-3.482918,3.311333,-0.052780,-0.017561,0.040793,0.041484
1227670338538142924!,great-wine-beetle,0.140000,0.275742,-1.719025,-1.068279,-1.052986,-0.591813,9.242820,-3.441785,3.491771,-0.043621,-0.013796,0.034639,0.034295
1227670338538142924!,great-wine-beetle,0.150000,0.268804,-1.625467,-1.102356,-1.017256,-0.776490,9.467407,-3.360604,3.641740,-0.034318,-0.009866,0.028525,0.026995
1227670338538142924!,great-wine-beetle,0.160000,0.260113,-1.530252,-1.135407,-0.980230,-0.943648,9.601992,-3.246159,3.760046,-0.025288,-0.005976,0.022687,0.019911
1227670338538142924!,great-wine-beetle,0.170000,0.249867,-1.434277,-1.167133,-0.942231,-1.090151,9.651072,-3.105617,3.846899,-0.016899,-0.002307,0.017336,0.013330
1227670338538142924!,great-wine-beetle,0.180000,0.238289,-1.338370,-1.197312,-0.903573,-1.214119,9.622398,-2.946090,3.903823,-0.009439,0.001000,0.012634,0.007479
1227670338538142924!,great-wine-beetle,0.190000,0.225613,-1.243244,-1.225794,-0.864540,-1.314961,9.525950,-2.774184,3.933394,-0.003096,0.003850,0.008684,0.002504
1227670338538142924!,great-wine-beetle,0.200000,0.212069,-1.149464,-1.252501,-0.825374,-1.393236,9.372887,-2.595694,3.938953,0.002048,0.006198,0.005530,-0.001530
1227670338538142924!,great-wine-beetle,0.210000,0.197873,-1.057508,-1.277402,-0.786284,-1.450320,9.174908,-2.415604,3.924406,0.006008,0.008052,0.003162,-0.004634
