ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
2211924828773811626!,lush-proficient-bumblebee,0.000000,-1.340697,1.461616,0.000000,1.461616,0.000000,0.000000,0.000000,0.000000,-0.032699,0.011898,0.054641,0.026030
2211924828773811626!,lush-proficient-bumblebee,0.010000,-1.338854,1.456865,0.000000,1.456865,0.368634,-0.950080,0.000000,-0.950080,-0.028337,0.009946,0.046882,0.022553
2211924828773811626!,lush-proficient-bumblebee,0.020000,-1.333559,1.443220,0.000000,1.443220,0.689586,-1.777268,0.000000,-1.777268,-0.024433,0.008198,0.039937,0.019440
2211924828773811626!,lush-proficient-bumblebee,0.030000,-1.325262,1.421835,0.000000,1.421835,0.967856,-2.494454,0.000000,-2.494454,-0.020941,0.006635,0.033725,0.016656
2211924828773811626!,lush-proficient-bumblebee,0.040000,-1.314364,1.393747,0.000000,1.393747,1.207949,-3.113244,0.000000,-3.113244,-0.017820,0.005238,0.028172,0.014168
2211924828773811626!,lush-proficient-bumblebee,0.050000,-1.301228,1.359893,0.000000,1.359893,1.413919,-3.644090,0.000000,-3.644090,-0.015034,0.003991,0.023214,0.011946
2211924828773811626!,lush-proficient-bumblebee,0.060000,-1.286184,1.321120,0.000000,1.321120,1.589419,-4.096406,0.000000,-4.096406,-0.012547,0.002878,0.018791,0.009964
2211924828773811626!,lush-proficient-bumblebee,0.070000,-1.269520,1.278171,0.000000,1.278171,1.737738,-4.478669,0.000000,-4.478669,-0.010332,0.001886,0.014850,0.008198
2211924828773811626!,lush-proficient-bumblebee,0.080000,-1.251492,1.231709,0.000000,1.231709,1.861837,-4.798510,0.000000,-4.798510,-0.008360,0.001004,0.011343,0.006626
2211924828773811626!,lush-proficient-bumblebee,0.090000,-1.232332,1.182327,0.000000,1.182327,1.964380,-5.062793,0.000000,-5.062793,-0.006608,0.000219,0.008225,0.005229
2211924828773811626!,lush-proficient-bumblebee,0.100000,-1.212242,1.130550,0.000000,1.130550,2.047762,-5.277693,0.000000,-5.277693,-0.005052,-0.000477,0.005458,0.003988
2211924828773811626!,lush-proficient-bumblebee,0.110000,-1.191405,1.076846,0.000000,1.076846,2.114138,-5.448763,0.000000,-5.448763,-0.003674,-0.001094,0.003005,0.002890
2211924828773811626!,lush-proficient-bumblebee,0.120000,-1.169982,1.021631,0.000000,1.021631,2.165443,-5.580992,0.000000,-5.580992,-0.002455,-0.001640,0.000836,0.001917
2211924828773811626!,lush-proficient-bumblebee,0.130000,-1.148115,0.965275,0.000000,0.965275,2.203419,-5.678867,0.000000,-5.678867,-0.001379,-0.002121,-0.001078,0.001059
2211924828773811626!,lush-proficient-bumblebee,0.140000,-1.125932,0.908101,0.000000,0.908101,2.229628,-5.746415,0.000000,-5.746415,-0.000431,-0.002546,-0.002765,0.000304
2211924828773811626!,lush-proficient-bumblebee,0.150000,-1.103543,0.850400,0.000000,0.850400,2.245473,-5.787253,0.000000,-5.787253,0.000402,-0.002918,-0.004246,-0.000360
2211924828773811626!,lush-proficient-bumblebee,0.160000,-1.081049,0.792425,0.000000,0.792425,2.252214,-5.804626,0.000000,-5.804626,0.001131,-0.003245,-0.005544,-0.000942
2211924828773811626!,lush-proficient-bumblebee,0.170000,-1.058534,0.734398,0.000000,0.734398,2.250980,-5.801446,0.000000,-5.801446,0.001768,-0.003530,-0.006677,-0.001449
2211924828773811626!,lush-proficient-bumblebee,0.180000,-1.036075,0.676515,0.000000,0.676515,2.242784,-5.780323,0.000000,-5.780323,0.002322,-0.003778,-0.007662,-0.001891
2211924828773811626!,lush-proficient-bumblebee,0.190000,-1.013739,0.618947,0.000000,0.618947,2.228533,-5.743594,0.000000,-5.743594,0.002802,-0.003993,-0.008515,-0.002273
2211924828773811626!,lush-proficient-bumblebee,0.200000,-0.991582,0.561842,0.000000,0.561842,2.209040,-5.693353,0.000000,-5.693353,0.003215,-0.004177,-0.009250,-0.002603
2211924828773811626!,lush-proficient-bumblebee,0.210000,-0.969654,0.505329,0.000000,0.505329,2.185030,-5.631474,0.000000,-5.631474,0.003568,-0.004336,-0.009879,-0.002885
2211924828773811626!,lush-proficient-bumblebee,0.220000,-0.948000,0.449518,0.000000,0.449518,2.157154,-5.559629,0.000000,-5.559629,0.003869,-0.004470,-0.010414,-0.003124
2211924828773811626!,lush-proficient-bumblebee,0.230000,-0.926654,0.394504,0.000000,0.394504,2.125992,-5.479316,0.000000,-5.479316,0.004122,-0.004584,-0.010864,-0.003326
2211924828773811626!,lush-proficient-bumblebee,0.240000,-0.905649,0.340367,0.000000,0.340367,2.092062,-5.391866,0.000000,-5.391866,0.004333,-0.004678,-0.011240,-0.003494
