ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2248550334535875669!,talented-zippy-butterfly,0.000000,0.432980,-0.963854,0.984296,-0.129557,0.605434,0.795896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.616305,-0.296428,-0.005763,1.256269
2248550334535875669!,talented-zippy-butterfly,0.010000,0.421789,-0.958430,0.977647,-0.127153,0.601039,0.799220,-2.234690,1.084171,-1.329865,0.479134,-0.880202,0.661940,0.438438,-0.206899,0.004622,0.899512
2248550334535875669!,talented-zippy-butterfly,0.020000,0.391793,-0.943549,0.959867,-0.120572,0.589017,0.808121,-3.758093,1.890639,-2.225429,0.832691,-1.525761,1.112086,0.309768,-0.143871,0.010442,0.642237
2248550334535875669!,talented-zippy-butterfly,0.030000,0.349054,-0.921612,0.934607,-0.110978,0.571346,0.820709,-4.778276,2.491190,-2.823458,1.079147,-2.007261,1.397378,0.214123,-0.098819,0.013921,0.453255
2248550334535875669!,talented-zippy-butterfly,0.040000,0.297893,-0.894427,0.904405,-0.099353,0.549446,0.835529,-5.437493,2.936035,-3.211030,1.237606,-2.368470,1.557512,0.142087,-0.066433,0.016150,0.313393
2248550334535875669!,talented-zippy-butterfly,0.050000,0.241434,-0.863366,0.871084,-0.086487,0.524377,0.851486,-5.836254,3.262764,-3.446841,1.326176,-2.638580,1.624937,0.087693,-0.043228,0.017660,0.210007
2248550334535875669!,talented-zippy-butterfly,0.060000,0.181946,-0.829481,0.835971,-0.073008,0.496960,0.867774,-6.047358,3.500472,-3.572601,1.360865,-2.838325,1.625462,0.046825,-0.026785,0.018707,0.134172
2248550334535875669!,talented-zippy-butterfly,0.070000,0.121055,-0.793569,0.800019,-0.059397,0.467833,0.883817,-6.124153,3.671979,-3.618978,1.355190,-2.983195,1.579103,0.016447,-0.015354,0.019409,0.079264
2248550334535875669!,talented-zippy-butterfly,0.080000,0.059895,-0.756203,0.763893,-0.046001,0.437483,0.899227,-6.105869,3.795131,-3.609077,1.320146,-3.085288,1.501023,-0.005773,-0.007625,0.019823,0.040212
2248550334535875669!,talented-zippy-butterfly,0.090000,-0.000742,-0.717790,0.728061,-0.033067,0.406283,0.913747,-6.021329,3.883597,-3.560534,1.264383,-3.154218,1.402471,-0.021643,-0.002611,0.019977,0.013104
2248550334535875669!,talented-zippy-butterfly,0.100000,-0.060307,-0.678624,0.692836,-0.020767,0.374522,0.927218,-5.891622,3.947545,-3.486899,1.194513,-3.197704,1.291619,-0.032564,0.000439,0.019887,-0.005058
2248550334535875669!,talented-zippy-butterfly,0.110000,-0.118427,-0.638910,0.658416,-0.009216,0.342423,0.939546,-5.732095,3.994237,-3.398599,1.115443,-3.221977,1.174269,-0.039609,0.002089,0.019564,-0.016557
2248550334535875669!,talented-zippy-butterfly,0.120000,-0.174863,-0.598794,0.624906,0.001514,0.310151,0.950687,-5.553876,4.028575,-3.303661,1.030699,-3.232091,1.054432,-0.043592,0.002760,0.019018,-0.023108
2248550334535875669!,talented-zippy-butterfly,0.130000,-0.229465,-0.558383,0.592345,0.011380,0.277827,0.960631,-5.365037,4.053590,-3.208257,0.942710,-3.232173,0.934786,-0.045135,0.002765,0.018262,-0.025995
2248550334535875669!,talented-zippy-butterfly,0.140000,-0.282153,-0.517759,0.560718,0.020356,0.245537,0.969387,-5.171464,4.070859,-3.117113,0.853046,-3.225603,0.817015,-0.044719,0.002333,0.017311,-0.026178
2248550334535875669!,talented-zippy-butterfly,0.150000,-0.332903,-0.476999,0.529964,0.028432,0.213331,0.976980,-4.977434,4.080881,-3.033730,0.762608,-3.215142,0.702051,-0.042729,0.001633,0.016188,-0.024378
2248550334535875669!,talented-zippy-butterfly,0.160000,-0.381720,-0.436173,0.499999,0.035603,0.181241,0.983439,-4.786144,4.083406,-2.960716,0.671797,-3.203050,0.590300,-0.039490,0.000788,0.014919,-0.021155
2248550334535875669!,talented-zippy-butterfly,0.170000,-0.428639,-0.395359,0.470713,0.041865,0.149275,0.988796,-4.599951,4.077711,-2.899836,0.580639,-3.191138,0.481756,-0.035295,-0.000116,0.013538,-0.016948
2248550334535875669!,talented-zippy-butterfly,0.180000,-0.473734,-0.354648,0.441966,0.047213,0.117420,0.993082,-4.420478,4.062869,-2.852006,0.488867,-3.180714,0.376081,-0.030413,-0.001017,0.012084,-0.012109
2248550334535875669!,talented-zippy-butterfly,0.190000,-0.517079,-0.314139,0.413624,0.051637,0.085654,0.996325,-4.248874,4.037920,-2.817588,0.396061,-3.172746,0.272760,-0.025102,-0.001877,0.010600,-0.006932
2248550334535875669!,talented-zippy-butterfly,0.200000,-0.558755,-0.273934,0.385554,0.055125,0.053950,0.998544,-4.085862,4.002031,-2.796430,0.301716,-3.167875,0.171156,-0.019610,-0.002670,0.009133,-0.001666
2248550334535875669!,talented-zippy-butterfly,0.210000,-0.598846,-0.234146,0.357631,0.057660,0.022277,0.999752,-3.931760,3.954616,-2.787901,0.205294,-3.166414,0.070555,-0.014169,-0.003385,0.007725,0.003483
2248550334535875669!,talented-zippy-butterfly,0.220000,-0.637439,-0.194891,0.329736,0.059218,-0.009398,0.999956,-3.786508,3.895400,-2.790979,0.106278,-3.168386,-0.029777,-0.008990,-0.004019,0.006420,0.008346
2248550334535875669!,talented-zippy-butterfly,0.230000,-0.674623,-0.156287,0.301757,0.059771,-0.041110,0.999155,-3.649676,3.824462,-2.804311,0.004189,-3.173533,-0.130574,-0.004248,-0.004579,0.005250,0.012797
2248550334535875669!,talented-zippy-butterfly,0.240000,-0.710478,-0.118448,0.273601,0.059286,-0.072887,0.997340,-3.520546,3.742204,-2.826364,-0.101358,-3.181411,-0.232502,-0.000084,-0.005075,0.004243,0.016747
2248550334535875669!,talented-zippy-butterfly,0.250000,-0.745075,-0.081485,0.245188,0.057727,-0.104754,0.994498,-3.398122,3.649313,-2.855483,-0.210676,-3.191400,-0.336162,0.003411,-0.005523,0.003415,0.020151
2248550334535875669!,talented-zippy-butterfly,0.260000,-0.778479,-0.045501,0.216453,0.055054,-0.136730,0.990608,-3.281203,3.546686,-2.890005,-0.323993,-3.202767,-0.442065,0.006191,-0.005938,0.002772,0.023000
2248550334535875669!,talented-zippy-butterfly,0.270000,-0.810738,-0.010588,0.187349,0.051226,-0.168824,0.985646,-3.168438,3.435341,-2.928336,-0.441466,-3.214714,-0.550625,0.008253,-0.006337,0.002309,0.025319
2248550334535875669!,talented-zippy-butterfly,0.280000,-0.841891,0.023171,0.157844,0.046201,-0.201040,0.979583,-3.058398,3.316324,-2.969028,-0.563193,-3.226422,-0.662160,0.009636,-0.006734,0.002014,0.027157
2248550334535875669!,talented-zippy-butterfly,0.290000,-0.871957,0.055705,0.127919,0.039934,-0.233373,0.972387,-2.949628,3.190623,-3.010822,-0.689233,-3.237075,-0.776898,0.010406,-0.007144,0.001866,0.028585
2248550334535875669!,talented-zippy-butterfly,0.300000,-0.900944,0.086951,0.097566,0.032383,-0.265807,0.964026,-2.840700,3.059091,-3.052671,-0.819616,-3.245886,-0.894976,0.010654,-0.007575,0.001842,0.029678
2248550334535875669!,talented-zippy-butterfly,0.310000,-0.928824,0.116861,0.066809,0.023508,-0.298312,0.954468,-2.730227,2.922399,-3.093713,-0.954304,-3.252077,-1.016414,0.010486,-0.008036,0.001912,0.030526
2248550334535875669!,talented-zippy-butterfly,0.320000,-0.955579,0.145382,0.035656,0.013268,-0.330859,0.943680,-2.616985,2.780998,-3.133362,-1.093304,-3.254958,-1.141204,0.009994,-0.008528,0.002050,0.031191
2248550334535875669!,talented-zippy-butterfly,0.330000,-0.981175,0.172469,0.004121,0.001618,-0.363411,0.931629,-2.499853,2.635102,-3.171209,-1.236607,-3.253858,-1.269269,0.009259,-0.009051,0.002232,0.031719
2248550334535875669!,talented-zippy-butterfly,0.340000,-1.005573,0.198076,-0.027777,-0.011484,-0.395927,0.918282,-2.377822,2.484686,-3.206992,-1.384177,-3.248103,-1.400455,0.008343,-0.009601,0.002435,0.032139
2248550334535875669!,talented-zippy-butterfly,0.350000,-1.028719,0.222155,-0.060020,-0.026083,-0.428358,0.903609,-2.250004,2.329518,-3.240554,-1.535916,-3.237006,-1.534510,0.007287,-0.010172,0.002639,0.032450
2248550334535875669!,talented-zippy-butterfly,0.360000,-1.050553,0.244657,-0.092585,-0.042218,-0.460647,0.887583,-2.115647,2.169183,-3.271815,-1.691640,-3.219840,-1.671066,0.006104,-0.010755,0.002830,0.032624
2248550334535875669!,talented-zippy-butterfly,0.370000,-1.071010,0.265527,-0.125453,-0.059930,-0.492731,0.870182,-1.974156,2.003107,-3.300727,-1.851017,-3.195778,-1.809576,0.004771,-0.011339,0.002994,0.032595
2248550334535875669!,talented-zippy-butterfly,0.380000,-1.090017,0.284705,-0.158601,-0.079252,-0.524537,0.851388,-1.825100,1.830705,-3.327255,-2.013515,-3.163968,-1.949309,0.003244,-0.011909,0.003120,0.032267
2248550334535875669!,talented-zippy-butterfly,0.390000,-1.107497,0.302124,-0.192006,-0.100214,-0.555982,0.831194,-1.668284,1.651396,-3.351366,-2.178334,-3.123469,-2.089276,0.001444,-0.012450,0.003198,0.031505
2248550334535875669!,talented-zippy-butterfly,0.400000,-1.123373,0.317714,-0.225643,-0.122832,-0.586975,0.809605,-1.503798,1.464709,-3.373025,-2.344330,-3.073282,-2.228175,-0.000736,-0.012943,0.003216,0.030137
2248550334535875669!,talented-zippy-butterfly,0.410000,-1.137570,0.331400,-0.259489,-0.147112,-0.617414,0.786639,-1.332110,1.270400,-3.392211,-2.509940,-3.012378,-2.364342,-0.003428,-0.013365,0.003158,0.027951
2248550334535875669!,talented-zippy-butterfly,0.420000,-1.150022,0.343104,-0.293519,-0.173038,-0.647184,0.762334,-1.154155,1.068572,-3.408954,-2.673109,-2.939750,-2.495702,-0.006783,-0.013692,0.003005,0.024700
2248550334535875669!,talented-zippy-butterfly,0.430000,-1.160672,0.352755,-0.327710,-0.200574,-0.676163,0.736752,-0.971456,0.859809,-3.423377,-2.831224,-2.854481,-2.619736,-0.010968,-0.013897,0.002729,0.020106
