ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
840071025797615016!,talented-ruddy-butterfly,0.000000,-1.678463,-1.459950,-0.979357,-0.744932,-0.966943,0.254991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.271338,0.288683,-0.056339
840071025797615016!,talented-ruddy-butterfly,0.010000,-1.671449,-1.457508,-0.973533,-0.741329,-0.965973,0.258642,1.401228,0.489063,1.163517,0.720711,0.194933,0.728034,-0.225779,0.255468,-0.042228
840071025797615016!,talented-ruddy-butterfly,0.020000,-1.651696,-1.450309,-0.957058,-0.730949,-0.963131,0.269032,2.547724,0.952779,2.129951,1.356194,0.375851,1.345540,-0.190937,0.229246,-0.031550
840071025797615016!,talented-ruddy-butterfly,0.030000,-1.621439,-1.438554,-0.931669,-0.714525,-0.958493,0.285115,3.499604,1.399632,2.944268,1.928691,0.554638,1.864568,-0.162844,0.205938,-0.023413
840071025797615016!,talented-ruddy-butterfly,0.040000,-1.582416,-1.422409,-0.898733,-0.692630,-0.952048,0.305948,4.294783,1.827170,3.633986,2.446226,0.736398,2.291522,-0.138822,0.183371,-0.017114
840071025797615016!,talented-ruddy-butterfly,0.050000,-1.536076,-1.402101,-0.859414,-0.665807,-0.943761,0.330629,4.956217,2.227829,4.214890,2.909117,0.921490,2.630336,-0.117143,0.160550,-0.012122
840071025797615016!,talented-ruddy-butterfly,0.060000,-1.483691,-1.377941,-0.814757,-0.634619,-0.933609,0.358293,5.497854,2.592744,4.695901,3.314441,1.107130,2.884864,-0.096817,0.137232,-0.008059
840071025797615016!,talented-ruddy-butterfly,0.070000,-1.426424,-1.350333,-0.765744,-0.599665,-0.921612,0.388113,5.928739,2.913834,5.082427,3.658691,1.288663,3.060051,-0.077431,0.113683,-0.004675
840071025797615016!,talented-ruddy-butterfly,0.080000,-1.365363,-1.319754,-0.713313,-0.561578,-0.907839,0.419319,6.256031,3.185082,5.378833,3.939494,1.460706,3.162474,-0.059001,0.090485,-0.001815
840071025797615016!,talented-ruddy-butterfly,0.090000,-1.301534,-1.286736,-0.658362,-0.521014,-0.892418,0.451210,6.487008,3.403236,5.590092,4.156605,1.618124,3.200383,-0.041806,0.068361,0.000606
840071025797615016!,talented-ruddy-butterfly,0.100000,-1.235887,-1.251831,-0.601739,-0.478620,-0.875526,0.483170,6.630148,3.567966,5.722646,4.312252,1.756745,3.183301,-0.026233,0.048027,0.002630
840071025797615016!,talented-ruddy-butterfly,0.110000,-1.169263,-1.215574,-0.544200,-0.434999,-0.857372,0.514698,6.695378,3.681647,5.784547,4.411014,1.873859,3.121429,-0.012645,0.030059,0.004277
840071025797615016!,talented-ruddy-butterfly,0.120000,-1.102391,-1.178457,-0.486413,-0.390694,-0.838180,0.545394,6.693875,3.748823,5.785220,4.459329,1.968339,3.025008,-0.001287,0.014821,0.005562
