ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
695528711599488788!,thoughtful-zippy-butterfly,0.000000,-1.240804,-1.915901,-0.923773,0.058812,-0.449866,0.218222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.285364,-0.086016,-0.028445,-0.184543
695528711599488788!,thoughtful-zippy-butterfly,0.010000,-1.243387,-1.912481,-0.923582,0.061784,-0.449163,0.219665,-0.515458,0.682825,0.038978,0.593013,0.140631,0.287556,-0.228919,-0.051426,-0.040809,-0.211552
695528711599488788!,thoughtful-zippy-butterfly,0.020000,-1.249544,-1.902648,-0.922945,0.070505,-0.447060,0.223913,-0.713384,1.282531,0.090980,1.149392,0.280783,0.560605,-0.198698,-0.034516,-0.045617,-0.219936
695528711599488788!,thoughtful-zippy-butterfly,0.030000,-1.256907,-1.887081,-0.921699,0.084628,-0.443543,0.230802,-0.755442,1.827062,0.161770,1.671128,0.423714,0.814271,-0.180943,-0.026011,-0.046863,-0.219515
695528711599488788!,thoughtful-zippy-butterfly,0.040000,-1.264291,-1.866263,-0.919628,0.103815,-0.438566,0.240124,-0.717360,2.329147,0.256740,2.158730,0.572262,1.045189,-0.169363,-0.021672,-0.046356,-0.214743
695528711599488788!,thoughtful-zippy-butterfly,0.050000,-1.271076,-1.840583,-0.916464,0.127728,-0.432061,0.251640,-0.636007,2.794822,0.380330,2.611718,0.728468,1.250764,-0.161018,-0.019531,-0.044924,-0.207651
695528711599488788!,thoughtful-zippy-butterfly,0.060000,-1.276927,-1.810389,-0.911903,0.156019,-0.423944,0.265088,-0.530440,3.226766,0.535817,3.028836,0.893449,1.428853,-0.154510,-0.018657,-0.042946,-0.199171
695528711599488788!,thoughtful-zippy-butterfly,0.070000,-1.281657,-1.776009,-0.905611,0.188320,-0.414123,0.280183,-0.411584,3.625852,0.725241,3.408222,1.067389,1.577648,-0.149147,-0.018588,-0.040602,-0.189754
695528711599488788!,thoughtful-zippy-butterfly,0.080000,-1.285176,-1.737771,-0.897244,0.224245,-0.402510,0.296624,-0.286592,3.991950,0.949415,3.747565,1.249603,1.695676,-0.144567,-0.019078,-0.037987,-0.179651
695528711599488788!,thoughtful-zippy-butterfly,0.090000,-1.287454,-1.696009,-0.886451,0.263378,-0.389030,0.314095,-0.160774,4.324418,1.207954,4.044298,1.438631,1.781854,-0.140566,-0.019972,-0.035164,-0.169041
695528711599488788!,thoughtful-zippy-butterfly,0.100000,-1.288503,-1.651110,-0.872909,0.305234,-0.373640,0.332255,-0.038296,4.622477,1.499189,4.295864,1.632337,1.835661,-0.137027,-0.021168,-0.032182,-0.158081
695528711599488788!,thoughtful-zippy-butterfly,0.110000,-1.288373,-1.603420,-0.856303,0.349351,-0.356305,0.350780,0.077165,4.885473,1.820619,4.499717,1.828175,1.856968,-0.133853,-0.022570,-0.029092,-0.146938
695528711599488788!,thoughtful-zippy-butterfly,0.120000,-1.287151,-1.553286,-0.836345,0.395245,-0.337016,0.369351,0.182557,5.113109,2.168887,4.653558,2.023300,1.846170,-0.130974,-0.024099,-0.025949,-0.135780
695528711599488788!,thoughtful-zippy-butterfly,0.130000,-1.284951,-1.501054,-0.812787,0.442412,-0.315794,0.387652,0.275430,5.305628,2.539910,4.755473,2.214730,1.804194,-0.128332,-0.025683,-0.022805,-0.124770
695528711599488788!,thoughtful-zippy-butterfly,0.140000,-1.281910,-1.447068,-0.785422,0.490326,-0.292690,0.405379,0.353947,5.463936,2.929033,4.804029,2.399494,1.732475,-0.125880,-0.027263,-0.019714,-0.114059
695528711599488788!,thoughtful-zippy-butterfly,0.150000,-1.278182,-1.391659,-0.754093,0.538453,-0.267785,0.422245,0.416884,5.589662,3.331170,4.798337,2.574761,1.632895,-0.123575,-0.028785,-0.016721,-0.103778
695528711599488788!,thoughtful-zippy-butterfly,0.160000,-1.273929,-1.335136,-0.718698,0.586248,-0.241186,0.437983,0.463623,5.685151,3.740953,4.738084,2.737942,1.507711,-0.121375,-0.030210,-0.013867,-0.094026
