ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1090480618038609224!,thoughtful-zippy-butterfly,0.000000,1.547051,-1.978286,0.990621,-0.057248,0.491732,-0.090554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.071298,-0.105559,0.120912,0.323884
1090480618038609224!,thoughtful-zippy-butterfly,0.010000,1.540559,-1.977374,0.990750,-0.054431,0.491966,-0.089273,-1.297332,0.183716,0.024959,0.561786,0.046357,0.255461,0.042802,-0.046005,0.091098,0.282403
1090480618038609224!,thoughtful-zippy-butterfly,0.020000,1.523937,-1.973746,0.991094,-0.046032,0.492648,-0.085427,-2.028851,0.544678,0.041368,1.116911,0.089053,0.513561,0.091890,-0.019452,0.076687,0.260197
1090480618038609224!,thoughtful-zippy-butterfly,0.030000,1.501262,-1.966110,0.991517,-0.032160,0.493717,-0.079016,-2.507006,0.982892,0.039318,1.654045,0.122790,0.767231,0.111732,-0.007649,0.069048,0.246220
1090480618038609224!,thoughtful-zippy-butterfly,0.040000,1.474370,-1.953927,0.991793,-0.013020,0.495062,-0.070099,-2.871202,1.450448,0.010867,2.167031,0.143459,1.013149,0.118752,-0.002239,0.064263,0.235523
1090480618038609224!,thoughtful-zippy-butterfly,0.050000,1.444096,-1.937013,0.991626,0.011132,0.496535,-0.058761,-3.182238,1.924501,-0.050103,2.651961,0.147875,1.249566,0.120393,0.000598,0.060516,0.225733
1090480618038609224!,thoughtful-zippy-butterfly,0.060000,1.410850,-1.915360,0.990666,0.040003,0.497962,-0.045099,-3.464574,2.392744,-0.147996,3.105436,0.133599,1.475124,0.119959,0.002590,0.056954,0.215658
1090480618038609224!,thoughtful-zippy-butterfly,0.070000,1.374882,-1.889064,0.988527,0.073263,0.499145,-0.029229,-3.725781,2.846531,-0.285547,3.523864,0.098868,1.688356,0.118862,0.004497,0.053183,0.204699
1090480618038609224!,thoughtful-zippy-butterfly,0.080000,1.336411,-1.858305,0.984804,0.110546,0.499873,-0.011280,-3.965698,3.277975,-0.463824,3.903358,0.042595,1.887544,0.117656,0.006624,0.049051,0.192612
1090480618038609224!,thoughtful-zippy-butterfly,0.090000,1.295677,-1.823342,0.979088,0.151442,0.499926,0.008598,-4.180949,3.679031,-0.682267,4.239925,-0.035615,2.070764,0.116510,0.009051,0.044541,0.179396
1090480618038609224!,thoughtful-zippy-butterfly,0.100000,1.252962,-1.784519,0.970982,0.195503,0.499085,0.030238,-4.367319,4.041544,-0.938789,4.529809,-0.135472,2.236021,0.115428,0.011742,0.039725,0.165238
1090480618038609224!,thoughtful-zippy-butterfly,0.110000,1.208594,-1.742261,0.960121,0.242244,0.497135,0.053449,-4.521099,4.357766,-1.229979,4.769835,-0.256034,2.381420,0.114360,0.014604,0.034731,0.150472
1090480618038609224!,thoughtful-zippy-butterfly,0.120000,1.162933,-1.697067,0.946176,0.291152,0.493875,0.078023,-4.639837,4.620996,-1.551383,4.957701,-0.395794,2.505319,0.113246,0.017518,0.029717,0.135521
1090480618038609224!,thoughtful-zippy-butterfly,0.130000,1.116280,-1.649600,0.928899,0.341603,0.489131,0.103688,-4.723009,4.826364,-1.897361,5.092270,-0.552523,2.606432,0.112077,0.020380,0.024839,0.120829
1090480618038609224!,thoughtful-zippy-butterfly,0.140000,1.068962,-1.600449,0.908078,0.393070,0.482747,0.130214,-4.770974,4.970915,-2.262427,5.173364,-0.723951,2.683929,0.110808,0.023067,0.020254,0.106841
1090480618038609224!,thoughtful-zippy-butterfly,0.150000,1.021305,-1.550212,0.883547,0.445038,0.474589,0.157370,-4.785590,5.053737,-2.641186,5.201793,-0.907712,2.737426,0.109435,0.025489,0.016085,0.093923
1090480618038609224!,thoughtful-zippy-butterfly,0.160000,0.973621,-1.499484,0.855193,0.497007,0.464545,0.184926,-4.769839,5.075868,-3.028538,5.179158,-1.101459,2.766931,0.107989,0.027597,0.012407,0.082327
1090480618038609224!,thoughtful-zippy-butterfly,0.170000,0.926198,-1.448847,0.822950,0.548486,0.452527,0.212649,-4.727321,5.040011,-3.419810,5.107600,-1.302948,2.772738,0.106517,0.029378,0.009246,0.072175
1090480618038609224!,thoughtful-zippy-butterfly,0.180000,0.879288,-1.398853,0.786797,0.599007,0.438466,0.240308,-4.661746,4.950128,-3.810809,4.989522,-1.510087,2.755306,0.105074,0.030848,0.006589,0.063469
1090480618038609224!,thoughtful-zippy-butterfly,0.190000,0.833112,-1.350012,0.746753,0.648123,0.422314,0.267676,-4.576511,4.810992,-4.197787,4.827361,-1.720948,2.715148,0.103703,0.032042,0.004385,0.056108
