ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2096059771187514898!,talented-antique-butterfly,0.000000,-2.160070,-1.836900,-1.779153,-0.912291,-0.900613,-0.434622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094557,-0.103330,0.314947,-0.073250,0.317540,-0.050921
2096059771187514898!,talented-antique-butterfly,0.010000,-2.152869,-1.843951,-1.776470,-0.917493,-0.899380,-0.437168,1.439957,-1.406070,0.538012,-1.039630,0.247357,-0.508885,0.050469,-0.075167,0.191114,-0.034501,0.189849,-0.047912
2096059771187514898!,talented-antique-butterfly,0.020000,-2.133397,-1.862331,-1.769463,-0.930906,-0.896172,-0.443706,2.455688,-2.261832,0.865055,-1.640326,0.394864,-0.797525,0.021439,-0.056484,0.109341,-0.009004,0.105549,-0.045844
2096059771187514898!,talented-antique-butterfly,0.030000,-2.105127,-1.887394,-1.759858,-0.948890,-0.891809,-0.452411,3.195003,-2.739830,1.056076,-1.952934,0.477860,-0.941974,0.002518,-0.044057,0.055685,0.007570,0.050272,-0.044286
2096059771187514898!,talented-antique-butterfly,0.040000,-2.070364,-1.915956,-1.748791,-0.969071,-0.886829,-0.462097,3.749668,-2.961028,1.156986,-2.080521,0.517990,-0.994095,-0.009644,-0.035763,0.020785,0.018164,0.014366,-0.043014
2096059771187514898!,talented-antique-butterfly,0.050000,-2.030665,-1.945852,-1.737017,-0.989938,-0.881593,-0.472010,4.178400,-3.008026,1.197570,-2.092342,0.529358,-0.988703,-0.017280,-0.030196,-0.001606,0.024746,-0.008614,-0.041889
2096059771187514898!,talented-antique-butterfly,0.060000,-1.987103,-1.975610,-1.725046,-1.010558,-0.876343,-0.481688,4.519422,-2.936482,1.198109,-2.034589,0.521634,-0.949016,-0.021874,-0.026411,-0.015634,0.028616,-0.022943,-0.040803
2096059771187514898!,talented-antique-butterfly,0.070000,-1.940432,-2.004228,-1.713208,-1.030386,-0.871236,-0.490864,4.797741,-2.783784,1.172951,-1.938020,0.501722,-0.890507,-0.024396,-0.023774,-0.024037,0.030623,-0.031442,-0.039669
2096059771187514898!,talented-antique-butterfly,0.080000,-1.891203,-2.031019,-1.701709,-1.049137,-0.866370,-0.499402,5.029604,-2.575267,1.132572,-1.823175,0.474711,-0.823536,-0.025483,-0.021852,-0.028617,0.031318,-0.035965,-0.038408
2096059771187514898!,talented-antique-butterfly,0.090000,-1.839842,-2.055519,-1.690657,-1.066709,-0.861794,-0.507259,5.225365,-2.328540,1.084825,-1.703846,0.444456,-0.755097,-0.025547,-0.020349,-0.030565,0.031055,-0.037732,-0.036953
2096059771187514898!,talented-antique-butterfly,0.100000,-1.786675,-2.077413,-1.680093,-1.083109,-0.857523,-0.514446,5.391326,-2.056345,1.035765,-1.589462,0.413951,-0.690010,-0.024862,-0.019064,-0.030665,0.030065,-0.037547,-0.035247
2096059771187514898!,talented-antique-butterfly,0.110000,-1.731980,-2.096500,-1.670004,-1.098422,-0.853548,-0.521015,5.531078,-1.768513,0.990155,-1.486541,0.385566,-0.631649,-0.023608,-0.017856,-0.029445,0.028501,-0.035951,-0.033247
2096059771187514898!,talented-antique-butterfly,0.120000,-1.676007,-2.112664,-1.660335,-1.112787,-0.849836,-0.527047,5.646437,-1.473194,0.951782,-1.399613,0.361191,-0.582402,-0.021917,-0.016634,-0.027274,0.026473,-0.033322,-0.030926
2096059771187514898!,talented-antique-butterfly,0.130000,-1.618990,-2.125868,-1.650999,-1.126380,-0.846342,-0.532641,5.738140,-1.177588,0.923652,-1.331774,0.342325,-0.543938,-0.019889,-0.015336,-0.024423,0.024069,-0.029939,-0.028278
2096059771187514898!,talented-antique-butterfly,0.140000,-1.561157,-2.136144,-1.641877,-1.139407,-0.843001,-0.537912,5.806377,-0.888311,0.908095,-1.284995,0.330125,-0.517362,-0.017612,-0.013932,-0.021108,0.021373,-0.026030,-0.025320
2096059771187514898!,talented-antique-butterfly,0.150000,-1.502737,-2.143600,-1.632827,-1.152098,-0.839739,-0.542991,5.851216,-0.611520,0.906799,-1.260249,0.325423,-0.503268,-0.015173,-0.012411,-0.017516,0.018469,-0.021794,-0.022091
2096059771187514898!,talented-antique-butterfly,0.160000,-1.443982,-2.148418,-1.623681,-1.164697,-0.836468,-0.548016,5.873022,-0.352811,0.920731,-1.257462,0.328704,-0.501720,-0.012658,-0.010784,-0.013822,0.015451,-0.017424,-0.018658
2096059771187514898!,talented-antique-butterfly,0.170000,-1.385141,-2.150820,-1.614281,-1.177427,-0.833103,-0.553117,5.872540,-0.117002,0.950245,-1.275724,0.340150,-0.512332,-0.010154,-0.009077,-0.010185,0.012415,-0.013097,-0.015107
