ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1896597426835032129!,thoughtful-ruddy-butterfly,0.000000,2.236862,1.325188,0.270205,0.961509,0.111084,0.487504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.029873,-0.039112,0.301937
1896597426835032129!,thoughtful-ruddy-butterfly,0.010000,2.237557,1.312894,0.268587,0.961955,0.110201,0.487705,0.131521,-2.456859,-0.322168,0.088597,-0.175879,0.039741,-0.051003,-0.057106,0.150863
1896597426835032129!,thoughtful-ruddy-butterfly,0.020000,2.237937,1.282108,0.263503,0.963342,0.107453,0.488317,-0.065548,-3.700041,-0.693141,0.187263,-0.372856,0.082046,-0.060083,-0.064644,0.080891
1896597426835032129!,thoughtful-ruddy-butterfly,0.030000,2.235500,1.241695,0.254636,0.965697,0.102709,0.489337,-0.428950,-4.381389,-1.078614,0.281299,-0.575086,0.120707,-0.063073,-0.066781,0.048045
1896597426835032129!,thoughtful-ruddy-butterfly,0.040000,2.229010,1.195788,0.241919,0.968926,0.095952,0.490707,-0.871916,-4.797828,-1.460885,0.360985,-0.774176,0.151381,-0.063059,-0.066208,0.031917
1896597426835032129!,thoughtful-ruddy-butterfly,0.050000,2.217885,1.146367,0.225425,0.972855,0.087234,0.492331,-1.351686,-5.083166,-1.830919,0.419929,-0.965732,0.171114,-0.061478,-0.064183,0.023115
1896597426835032129!,thoughtful-ruddy-butterfly,0.060000,2.201864,1.094451,0.205301,0.977255,0.076642,0.494091,-1.845976,-5.296270,-2.183506,0.453909,-1.147137,0.177941,-0.058961,-0.061256,0.017333
1896597426835032129!,thoughtful-ruddy-butterfly,0.070000,2.180870,1.040643,0.181734,0.981860,0.064286,0.495850,-2.340781,-5.461619,-2.514910,0.460290,-1.316467,0.170676,-0.055776,-0.057663,0.012622
1896597426835032129!,thoughtful-ruddy-butterfly,0.080000,2.154998,0.985390,0.154998,0.986381,0.050316,0.497462,-2.824949,-5.588381,-2.821963,0.437917,-1.472081,0.148894,-0.052055,-0.053525,0.008128
1896597426835032129!,thoughtful-ruddy-butterfly,0.090000,2.124407,0.929060,0.125352,0.990528,0.034878,0.498782,-3.288223,-5.678959,-3.101711,0.386751,-1.612474,0.112756,-0.047891,-0.048935,0.003549
