ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1544097020231967619!,great-mauve-beetle,0.000000,0.884996,2.533285,1.075654,1.045451,0.000000,0.000000,0.000000,0.000000,0.106381,0.460688,-0.401867
1544097020231967619!,great-mauve-beetle,0.010000,0.891847,2.529614,1.079570,1.041407,1.370091,-0.734515,0.780314,-0.808910,0.013431,-0.034602,-0.033198
1544097020231967619!,great-mauve-beetle,0.020000,0.903924,2.520661,1.088508,1.032061,1.045082,-1.055692,1.005590,-1.060589,0.027558,0.041981,-0.089477
1544097020231967619!,great-mauve-beetle,0.030000,0.914105,2.508209,1.100026,1.019776,0.990139,-1.434361,1.294477,-1.396346,0.024417,0.025273,-0.077024
1544097020231967619!,great-mauve-beetle,0.040000,0.923466,2.492028,1.114254,1.004211,0.881843,-1.799880,1.545434,-1.714785,0.024318,0.024307,-0.076549
1544097020231967619!,great-mauve-beetle,0.050000,0.931736,2.472156,1.130892,0.985436,0.772741,-2.169932,1.773965,-2.035811,0.023872,0.021159,-0.074634
1544097020231967619!,great-mauve-beetle,0.060000,0.938864,2.448538,1.149697,0.963429,0.654202,-2.545829,1.976107,-2.358165,0.023556,0.018616,-0.073217
1544097020231967619!,great-mauve-beetle,0.070000,0.944761,2.421099,1.170403,0.938167,0.527725,-2.929906,2.150606,-2.682970,0.023237,0.016195,-0.071816
1544097020231967619!,great-mauve-beetle,0.080000,0.949350,2.389748,1.192722,0.909623,0.393672,-3.322693,2.295543,-3.009976,0.022876,0.013925,-0.070320
1544097020231967619!,great-mauve-beetle,0.090000,0.952562,2.354400,1.216350,0.877777,0.253026,-3.723310,2.408979,-3.338163,0.022424,0.011775,-0.068574
1544097020231967619!,great-mauve-beetle,0.100000,0.954337,2.314981,1.240963,0.842621,0.107160,-4.129384,2.489031,-3.665702,0.021832,0.009734,-0.066436
1544097020231967619!,great-mauve-beetle,0.110000,0.954637,2.271453,1.266219,0.804171,-0.042136,-4.537086,2.534050,-3.990025,0.021057,0.007799,-0.063778
1544097020231967619!,great-mauve-beetle,0.120000,0.953442,2.223821,1.291758,0.762471,-0.192703,-4.941229,2.542796,-4.307937,0.020062,0.005978,-0.060492
1544097020231967619!,great-mauve-beetle,0.130000,0.950762,2.172182,1.317197,0.717629,-0.342285,-5.335555,2.514758,-4.615801,0.018831,0.004329,-0.056536
1544097020231967619!,great-mauve-beetle,0.140000,0.946624,2.116711,1.342152,0.669798,-0.488334,-5.713026,2.450199,-4.909749,0.017352,0.002883,-0.051886
1544097020231967619!,great-mauve-beetle,0.150000,0.941077,2.057624,1.366257,0.619145,-0.628037,-6.066073,2.350051,-5.185820,0.015621,0.001619,-0.046526
1544097020231967619!,great-mauve-beetle,0.160000,0.934196,1.995210,1.389168,0.565874,-0.758789,-6.387085,2.216039,-5.440168,0.013660,0.000550,-0.040521
1544097020231967619!,great-mauve-beetle,0.170000,0.926077,1.929824,1.410559,0.510219,-0.878234,-6.668945,2.050689,-5.669364,0.011508,-0.000313,-0.033992
1544097020231967619!,great-mauve-beetle,0.180000,0.916837,1.861883,1.430138,0.452443,-0.984421,-6.905545,1.857252,-5.870641,0.009223,-0.000963,-0.027108
1544097020231967619!,great-mauve-beetle,0.190000,0.906609,1.791855,1.447649,0.392828,-1.075930,-7.092235,1.639556,-6.042086,0.006875,-0.001395,-0.020078
1544097020231967619!,great-mauve-beetle,0.200000,0.895537,1.720244,1.462872,0.331672,-1.151954,-7.226163,1.401797,-6.182767,0.004541,-0.001610,-0.013132
1544097020231967619!,great-mauve-beetle,0.210000,0.883774,1.647572,1.475632,0.269275,-1.212326,-7.306450,1.148309,-6.292763,0.002300,-0.001615,-0.006499
1544097020231967619!,great-mauve-beetle,0.220000,0.871470,1.574364,1.485797,0.205933,-1.257490,-7.334184,0.883323,-6.373115,0.000223,-0.001420,-0.000390
1544097020231967619!,great-mauve-beetle,0.230000,0.858772,1.501126,1.493270,0.141931,-1.288420,-7.312249,0.610742,-6.425685,-0.001631,-0.001041,0.005023
1544097020231967619!,great-mauve-beetle,0.240000,0.845816,1.428330,1.497995,0.077530,-1.306505,-7.245003,0.333977,-6.452963,-0.003219,-0.000495,0.009617
1544097020231967619!,great-mauve-beetle,0.250000,0.832725,1.356402,1.499944,0.012967,-1.313417,-7.137876,0.055828,-6.457839,-0.004515,0.000197,0.013322
1544097020231967619!,great-mauve-beetle,0.260000,0.819606,1.285713,1.499114,-0.051548,-1.310964,-6.996942,-0.221561,-6.443380,-0.005513,0.001013,0.016121
1544097020231967619!,great-mauve-beetle,0.270000,0.806550,1.216574,1.495521,-0.115837,-1.300974,-6.828489,-0.496696,-6.412608,-0.006221,0.001934,0.018043
