ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1364752045575777766!,rebel-wine-beetle,0.000000,-1.806083,-1.588326,-1.909841,-0.593724,0.000000,0.000000,0.000000,0.000000,0.083302,0.603004,0.677371,-0.057137
1364752045575777766!,rebel-wine-beetle,0.010000,-1.814999,-1.575008,-1.914075,-0.579929,-1.778646,2.665763,-0.836109,2.759607,-0.069302,0.109236,0.224138,0.056386
1364752045575777766!,rebel-wine-beetle,0.020000,-1.832807,-1.543616,-1.923533,-0.547740,-1.778958,3.611671,-1.047428,3.678315,-0.098124,0.006408,0.126196,0.077688
1364752045575777766!,rebel-wine-beetle,0.030000,-1.848808,-1.504709,-1.934311,-0.508371,-1.418331,4.167050,-1.102302,4.194171,-0.101017,-0.014811,0.102314,0.079669
1364752045575777766!,rebel-wine-beetle,0.040000,-1.860861,-1.460781,-1.945347,-0.464356,-0.992949,4.613635,-1.099131,4.604632,-0.099057,-0.019752,0.093587,0.078047
1364752045575777766!,rebel-wine-beetle,0.050000,-1.868609,-1.412611,-1.956162,-0.416451,-0.560995,5.012642,-1.057853,4.968973,-0.096293,-0.021623,0.087852,0.075834
1364752045575777766!,rebel-wine-beetle,0.060000,-1.872040,-1.360600,-1.966400,-0.365062,-0.133646,5.377850,-0.983445,5.297303,-0.093293,-0.022927,0.082566,0.073442
1364752045575777766!,rebel-wine-beetle,0.070000,-1.871213,-1.305072,-1.975742,-0.310550,0.286004,5.712040,-0.878588,5.589635,-0.089971,-0.024032,0.077148,0.070799
1364752045575777766!,rebel-wine-beetle,0.080000,-1.866217,-1.246338,-1.983897,-0.253286,0.695418,6.014805,-0.746107,5.843979,-0.086158,-0.024905,0.071441,0.067772
1364752045575777766!,rebel-wine-beetle,0.090000,-1.857168,-1.184721,-1.990602,-0.193663,1.091387,6.284485,-0.589393,6.058189,-0.081720,-0.025448,0.065406,0.064255
1364752045575777766!,rebel-wine-beetle,0.100000,-1.844223,-1.120568,-1.995633,-0.132097,1.470063,6.518885,-0.412419,6.230535,-0.076579,-0.025578,0.059060,0.060187
1364752045575777766!,rebel-wine-beetle,0.110000,-1.827581,-1.054254,-1.998809,-0.069022,1.827265,6.715731,-0.219621,6.359995,-0.070724,-0.025238,0.052462,0.055562
1364752045575777766!,rebel-wine-beetle,0.120000,-1.807486,-0.986175,-1.999994,-0.004880,2.158842,6.873052,-0.015729,6.446450,-0.064212,-0.024405,0.045709,0.050424
1364752045575777766!,rebel-wine-beetle,0.130000,-1.784235,-0.916759,-1.999103,0.059884,2.461052,6.989503,0.194435,6.490830,-0.057159,-0.023089,0.038928,0.044866
1364752045575777766!,rebel-wine-beetle,0.140000,-1.758156,-0.846435,-1.996100,0.124844,2.730780,7.064532,0.406226,6.495063,-0.049731,-0.021335,0.032263,0.039017
1364752045575777766!,rebel-wine-beetle,0.150000,-1.729597,-0.775627,-1.990992,0.189605,2.965786,7.098520,0.615386,6.462007,-0.042128,-0.019208,0.025866,0.033036
1364752045575777766!,rebel-wine-beetle,0.160000,-1.698925,-0.704750,-1.983830,0.253806,3.164879,7.092847,0.818205,6.395360,-0.034563,-0.016795,0.019885,0.027088
1364752045575777766!,rebel-wine-beetle,0.170000,-1.666510,-0.634197,-1.974697,0.317128,3.327974,7.049840,1.011668,6.299459,-0.027242,-0.014190,0.014446,0.021337
