ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1792344085625568708!,thoughtful-antique-butterfly,0.000000,0.432980,-0.963854,0.045137,0.998180,0.002589,0.499993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058503,0.243458,-0.042925,-0.137633,0.008769,0.371693
1792344085625568708!,thoughtful-antique-butterfly,0.010000,0.417709,-0.966307,0.042997,0.998277,0.001551,0.499998,-3.051836,-0.481662,-0.427213,0.018942,-0.207214,0.000643,0.026591,0.104960,-0.011941,-0.061440,0.010884,0.163788
1792344085625568708!,thoughtful-antique-butterfly,0.020000,0.380554,-0.971865,0.037563,0.998504,-0.001065,0.499999,-4.378223,-0.621481,-0.659070,0.025929,-0.315778,-0.000672,0.012521,0.045457,0.000422,-0.028299,0.010766,0.074104
1792344085625568708!,thoughtful-antique-butterfly,0.030000,0.333866,-0.978056,0.030268,0.998767,-0.004536,0.499979,-4.959489,-0.612855,-0.799844,0.025978,-0.378360,-0.003432,0.006091,0.019821,0.004723,-0.013594,0.009605,0.035054
1792344085625568708!,thoughtful-antique-butterfly,0.040000,0.282993,-0.983863,0.021799,0.999008,-0.008515,0.499927,-5.214221,-0.547280,-0.893830,0.021825,-0.417448,-0.007110,0.002964,0.008785,0.005569,-0.006846,0.008016,0.017838
1792344085625568708!,thoughtful-antique-butterfly,0.050000,0.230299,-0.988915,0.012525,0.999193,-0.012818,0.499836,-5.323386,-0.463020,-0.960299,0.014905,-0.442854,-0.011357,0.001275,0.004065,0.004945,-0.003552,0.006270,0.010080
1792344085625568708!,thoughtful-antique-butterfly,0.060000,0.176849,-0.993103,0.002682,0.999299,-0.017328,0.499700,-5.365811,-0.374891,-1.007796,0.006067,-0.458946,-0.015915,0.000221,0.002096,0.003701,-0.001771,0.004477,0.006446
1792344085625568708!,thoughtful-antique-butterfly,0.070000,0.123136,-0.996415,-0.007562,0.999310,-0.021962,0.499517,-5.376140,-0.288024,-1.040232,-0.004070,-0.467742,-0.020565,-0.000545,0.001340,0.002200,-0.000664,0.002680,0.004635
1792344085625568708!,thoughtful-antique-butterfly,0.080000,0.069405,-0.998871,-0.018061,0.999215,-0.026652,0.499289,-5.369855,-0.203661,-1.059501,-0.014975,-0.470234,-0.025101,-0.001175,0.001131,0.000597,0.000131,0.000897,0.003651
1792344085625568708!,thoughtful-antique-butterfly,0.090000,0.015784,-1.000495,-0.028692,0.999010,-0.031338,0.499017,-5.354084,-0.121521,-1.066642,-0.026153,-0.466982,-0.029326,-0.001732,0.001182,-0.001041,0.000770,-0.000864,0.003064
1792344085625568708!,thoughtful-antique-butterfly,0.100000,-0.037650,-1.001306,-0.039337,0.998694,-0.035964,0.498705,-5.332274,-0.040731,-1.062333,-0.037129,-0.458359,-0.033055,-0.002244,0.001367,-0.002681,0.001321,-0.002598,0.002683
1792344085625568708!,thoughtful-antique-butterfly,0.110000,-0.090844,-1.001310,-0.049884,0.998270,-0.040479,0.498359,-5.306219,0.039793,-1.047106,-0.047451,-0.444662,-0.036118,-0.002724,0.001627,-0.004309,0.001816,-0.004301,0.002423
1792344085625568708!,thoughtful-antique-butterfly,0.120000,-0.143761,-1.000506,-0.060226,0.997749,-0.044833,0.497986,-5.276930,0.121193,-1.021450,-0.056702,-0.426163,-0.038367,-0.003175,0.001935,-0.005913,0.002268,-0.005968,0.002244
1792344085625568708!,thoughtful-antique-butterfly,0.130000,-0.196370,-0.998878,-0.070259,0.997142,-0.048977,0.497595,-5.245011,0.204595,-0.985850,-0.064504,-0.403122,-0.039678,-0.003601,0.002275,-0.007487,0.002683,-0.007594,0.002123
1792344085625568708!,thoughtful-antique-butterfly,0.140000,-0.248648,-0.996401,-0.079886,0.996467,-0.052868,0.497197,-5.210819,0.291062,-0.940808,-0.070536,-0.375807,-0.039960,-0.004000,0.002637,-0.009021,0.003063,-0.009173,0.002049
1792344085625568708!,thoughtful-antique-butterfly,0.150000,-0.300571,-0.993038,-0.089012,0.995741,-0.056462,0.496802,-5.174537,0.381573,-0.886857,-0.074535,-0.344491,-0.039152,-0.004373,0.003012,-0.010508,0.003413,-0.010697,0.002010
1792344085625568708!,thoughtful-antique-butterfly,0.160000,-0.352119,-0.988745,-0.097548,0.994988,-0.059720,0.496421,-5.136210,0.476999,-0.824563,-0.076311,-0.309459,-0.037228,-0.004719,0.003394,-0.011939,0.003731,-0.012159,0.001999
1792344085625568708!,thoughtful-antique-butterfly,0.170000,-0.403269,-0.983466,-0.105410,0.994230,-0.062603,0.496065,-5.095758,0.578081,-0.754525,-0.075749,-0.271005,-0.034201,-0.005036,0.003775,-0.013304,0.004019,-0.013550,0.002009
