ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1425566655898898486!,thoughtful-zippy-butterfly,0.000000,-0.622496,-2.082305,0.585015,-0.487966,0.085037,-0.492716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.077686,-0.064198,0.099183,0.199963
1425566655898898486!,thoughtful-zippy-butterfly,0.010000,-0.624682,-2.078056,0.586107,-0.486206,0.086147,-0.492523,-0.436759,0.848749,0.217316,0.351247,0.221265,0.038701,0.017246,-0.023630,0.070851,0.177840
1425566655898898486!,thoughtful-zippy-butterfly,0.020000,-0.629461,-2.066736,0.589398,-0.481056,0.089516,-0.491922,-0.519521,1.415626,0.438970,0.678867,0.451939,0.082240,0.058461,-0.006113,0.057666,0.167027
1425566655898898486!,thoughtful-zippy-butterfly,0.030000,-0.634311,-2.050392,0.594869,-0.472698,0.095199,-0.490854,-0.452405,1.852221,0.651725,0.991994,0.682956,0.132456,0.076381,0.001348,0.051014,0.161187
1425566655898898486!,thoughtful-zippy-butterfly,0.040000,-0.638182,-2.029997,0.602396,-0.461251,0.103180,-0.489238,-0.325437,2.223781,0.848356,1.295536,0.910225,0.191966,0.084408,0.004476,0.047145,0.157598
1425566655898898486!,thoughtful-zippy-butterfly,0.050000,-0.640670,-2.006061,0.611799,-0.446791,0.113416,-0.486967,-0.178083,2.558436,1.024538,1.592442,1.131662,0.263566,0.088437,0.005799,0.044412,0.155039
1425566655898898486!,thoughtful-zippy-butterfly,0.060000,-0.641655,-1.978892,0.622859,-0.429375,0.125841,-0.483905,-0.027457,2.867878,1.177426,1.884610,1.345797,0.349979,0.091036,0.006437,0.042094,0.152945
1425566655898898486!,thoughtful-zippy-butterfly,0.070000,-0.641139,-1.948722,0.635334,-0.409041,0.140379,-0.479889,0.119131,3.156439,1.304990,2.173303,1.551130,0.453741,0.093288,0.006878,0.039884,0.151037
1425566655898898486!,thoughtful-zippy-butterfly,0.080000,-0.639172,-1.915755,0.648963,-0.385818,0.156933,-0.474734,0.258599,3.425154,1.405687,2.459359,1.745828,0.577119,0.095620,0.007334,0.037661,0.149165
1425566655898898486!,thoughtful-zippy-butterfly,0.090000,-0.635829,-1.880194,0.663474,-0.359730,0.175388,-0.468230,0.389618,3.673616,1.478275,2.743311,1.927600,0.722035,0.098163,0.007893,0.035390,0.147241
1425566655898898486!,thoughtful-zippy-butterfly,0.100000,-0.631192,-1.842249,0.678579,-0.330793,0.195603,-0.460152,0.511508,3.900829,1.521691,3.025443,2.093648,0.889973,0.100917,0.008587,0.033072,0.145204
1425566655898898486!,thoughtful-zippy-butterfly,0.110000,-0.625348,-1.802144,0.693983,-0.299026,0.217404,-0.450262,0.623757,4.105601,1.534954,3.305816,2.240688,1.081890,0.103832,0.009424,0.030726,0.143010
