ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
767662822855673569!,thoughtful-steel-butterfly,0.000000,-0.931043,-1.496734,-0.194171,0.362572,0.304680,0.396447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.357702,-0.207435,0.244002
767662822855673569!,thoughtful-steel-butterfly,0.010000,-0.938533,-1.492015,-0.194942,0.364615,0.304011,0.396960,-1.495003,0.944716,-0.153600,0.407477,-0.133829,0.102493,0.136159,-0.047664,0.105720
767662822855673569!,thoughtful-steel-butterfly,0.020000,-0.956606,-1.479743,-0.196996,0.370390,0.302224,0.398323,-2.116289,1.510424,-0.255881,0.746595,-0.223600,0.169655,0.038397,0.023677,0.042105
767662822855673569!,thoughtful-steel-butterfly,0.030000,-0.978912,-1.462679,-0.199915,0.379376,0.299648,0.400263,-2.341484,1.900553,-0.325983,1.048207,-0.291273,0.218055,-0.004208,0.055779,0.011513
767662822855673569!,thoughtful-steel-butterfly,0.040000,-1.002549,-1.442139,-0.203414,0.391269,0.296457,0.402633,-2.383429,2.203452,-0.370989,1.326281,-0.346639,0.255229,-0.021987,0.070415,-0.004423
767662822855673569!,thoughtful-steel-butterfly,0.050000,-1.026158,-1.418793,-0.207250,0.405869,0.292750,0.405336,-2.336887,2.459744,-0.392824,1.587248,-0.394211,0.284715,-0.028382,0.077209,-0.013834
767662822855673569!,thoughtful-steel-butterfly,0.060000,-1.049065,-1.393009,-0.211189,0.423020,0.288594,0.408305,-2.244231,2.688831,-0.391244,1.833904,-0.436163,0.308285,-0.029355,0.080397,-0.020311
767662822855673569!,thoughtful-steel-butterfly,0.070000,-1.070904,-1.365011,-0.214991,0.442588,0.284041,0.411486,-2.124706,2.900273,-0.365174,2.067121,-0.473628,0.326936,-0.027554,0.081825,-0.025428
767662822855673569!,thoughtful-steel-butterfly,0.080000,-1.091453,-1.334948,-0.218402,0.464436,0.279131,0.414832,-1.987443,3.098863,-0.313337,2.286597,-0.507278,0.341335,-0.024150,0.082271,-0.029857
767662822855673569!,thoughtful-steel-butterfly,0.090000,-1.110559,-1.302934,-0.221158,0.488424,0.273901,0.418304,-1.837259,3.286923,-0.234580,2.491201,-0.537577,0.351999,-0.019671,0.082038,-0.033856
767662822855673569!,thoughtful-steel-butterfly,0.100000,-1.128111,-1.269067,-0.222982,0.514397,0.268382,0.421866,-1.677262,3.465370,-0.128062,2.679132,-0.564902,0.359378,-0.014359,0.081219,-0.037499
767662822855673569!,thoughtful-steel-butterfly,0.110000,-1.144026,-1.233438,-0.223591,0.542175,0.262602,0.425488,-1.510014,3.634208,0.006608,2.848028,-0.589590,0.363882,-0.008345,0.079814,-0.040768
767662822855673569!,thoughtful-steel-butterfly,0.120000,-1.158248,-1.196142,-0.222702,0.571556,0.256587,0.429142,-1.338060,3.792796,0.169268,2.995050,-0.611949,0.365889,-0.001718,0.077793,-0.043606
767662822855673569!,thoughtful-steel-butterfly,0.130000,-1.170749,-1.157281,-0.220035,0.602305,0.250358,0.432806,-1.164139,3.940011,0.359108,3.116992,-0.632265,0.365736,0.005432,0.075120,-0.045939
767662822855673569!,thoughtful-steel-butterfly,0.140000,-1.181533,-1.116972,-0.215322,0.634153,0.243935,0.436458,-0.991242,4.074389,0.574611,3.210405,-0.650789,0.363723,0.013005,0.071773,-0.047688
767662822855673569!,thoughtful-steel-butterfly,0.150000,-1.190623,-1.075427,-0.208338,0.666731,0.237340,0.440079,-0.822163,4.194062,0.813542,3.271798,-0.667321,0.359895,0.020946,0.067704,-0.048743
767662822855673569!,thoughtful-steel-butterfly,0.160000,-1.198097,-1.032687,-0.198830,0.699786,0.230585,0.443656,-0.661035,4.297770,1.072827,3.297702,-0.682541,0.354743,0.028996,0.063033,-0.049129
767662822855673569!,thoughtful-steel-butterfly,0.170000,-1.204027,-0.989034,-0.186650,0.732867,0.223690,0.447172,-0.510519,4.383531,1.348760,3.284985,-0.695980,0.348152,0.037110,0.057735,-0.048742
