ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1300604904060710612!,talented-antique-butterfly,0.000000,1.086226,1.211054,1.799242,0.509906,0.996284,-0.086130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.228874,-0.135818,-0.284832,0.259569,-0.339432,-0.251788
1300604904060710612!,talented-antique-butterfly,0.010000,1.083550,1.199029,1.800487,0.501891,0.995779,-0.091781,-0.533743,-2.403383,0.245321,-1.602195,-0.104029,-1.128660,-0.166395,-0.102671,-0.196419,0.188459,-0.236135,-0.182625
1300604904060710612!,talented-antique-butterfly,0.020000,1.075962,1.166222,1.803565,0.480224,0.994244,-0.107142,-0.983789,-4.156802,0.362926,-2.728412,-0.209086,-1.940247,-0.120617,-0.078026,-0.131504,0.136172,-0.160221,-0.131175
1300604904060710612!,talented-antique-butterfly,0.030000,1.064185,1.118215,1.807283,0.449032,0.991586,-0.129448,-1.369110,-5.436704,0.372679,-3.502526,-0.328221,-2.514208,-0.086016,-0.058654,-0.083131,0.096449,-0.103424,-0.091396
1300604904060710612!,talented-antique-butterfly,0.040000,1.048833,1.059169,1.810680,0.411412,0.987662,-0.156603,-1.694704,-6.356958,0.300662,-4.010147,-0.460886,-2.906712,-0.059425,-0.042938,-0.046907,0.065732,-0.060616,-0.059967
1300604904060710612!,talented-antique-butterfly,0.050000,1.030496,0.992297,1.813059,0.369727,0.982361,-0.186996,-1.962242,-6.996940,0.172076,-4.314127,-0.601492,-3.159869,-0.038935,-0.030057,-0.019921,0.041893,-0.028458,-0.034979
1300604904060710612!,talented-antique-butterfly,0.060000,1.009747,0.920126,1.813961,0.325786,0.975638,-0.219388,-2.174159,-7.416243,0.008386,-4.462998,-0.743567,-3.306708,-0.023303,-0.019563,-0.000127,0.023558,-0.004632,-0.015245
1300604904060710612!,talented-antique-butterfly,0.070000,0.987127,0.844652,1.813116,0.280965,0.967508,-0.252840,-2.334757,-7.662312,-0.173594,-4.495492,-0.881680,-3.373803,-0.011627,-0.011158,0.014007,0.009733,0.012589,0.000083
1300604904060710612!,talented-antique-butterfly,0.080000,0.963139,0.767440,1.810411,0.236281,0.958036,-0.286650,-2.450029,-7.774163,-0.361657,-4.442921,-1.012115,-3.382676,-0.003183,-0.004586,0.023692,-0.000385,0.024574,0.011701
1300604904060710612!,talented-antique-butterfly,0.090000,0.938204,0.689666,1.805832,0.192452,0.947308,-0.320323,-2.526910,-7.784226,-0.547656,-4.330472,-1.132949,-3.350533,0.002651,0.000407,0.029926,-0.007491,0.032462,0.020243
1300604904060710612!,talented-antique-butterfly,0.100000,0.912670,0.612197,1.799428,0.149963,0.935425,-0.353524,-2.572574,-7.719220,-0.726691,-4.178048,-1.243703,-3.290836,0.006421,0.004081,0.033538,-0.012203,0.037209,0.026297
1300604904060710612!,talented-antique-butterfly,0.110000,0.886813,0.535660,1.791285,0.109125,0.922484,-0.386036,-2.593849,-7.600701,-0.896273,-4.000972,-1.344902,-3.213816,0.008602,0.006686,0.035210,-0.015066,0.039614,0.030397
