ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1779274078558596443!,rebel-mauve-beetle,0.000000,0.708567,-0.932968,0.555777,-1.921227,0.000000,0.000000,0.000000,0.000000,-0.038614,-0.218520,0.155568
1779274078558596443!,rebel-mauve-beetle,0.010000,0.706956,-0.931632,0.558240,-1.920512,-0.321215,0.265570,0.492592,0.143183,-0.043515,-0.223194,0.170952
1779274078558596443!,rebel-mauve-beetle,0.020000,0.702428,-0.927691,0.565767,-1.918309,-0.584528,0.518585,1.011689,0.298377,-0.046484,-0.222537,0.179612
1779274078558596443!,rebel-mauve-beetle,0.030000,0.695505,-0.921355,0.578549,-1.914492,-0.799965,0.741670,1.541731,0.465903,-0.048329,-0.218712,0.184348
1779274078558596443!,rebel-mauve-beetle,0.040000,0.686636,-0.912984,0.596654,-1.908927,-0.973109,0.923167,2.073053,0.647953,-0.049597,-0.213229,0.187063
1779274078558596443!,rebel-mauve-beetle,0.050000,0.676232,-0.903028,0.620071,-1.901450,-1.106184,1.056162,2.599525,0.847716,-0.050624,-0.207039,0.188933
1779274078558596443!,rebel-mauve-beetle,0.060000,0.664697,-0.891990,0.648734,-1.891863,-1.199005,1.137679,3.116800,1.068773,-0.051585,-0.200651,0.190569
1779274078558596443!,rebel-mauve-beetle,0.070000,0.652446,-0.880384,0.682537,-1.879932,-1.249813,1.168027,3.621015,1.314663,-0.052534,-0.194237,0.192164
1779274078558596443!,rebel-mauve-beetle,0.080000,0.639915,-0.868709,0.721335,-1.865389,-1.256028,1.150312,4.107891,1.588497,-0.053443,-0.187731,0.193624
1779274078558596443!,rebel-mauve-beetle,0.090000,0.627570,-0.857418,0.764932,-1.847939,-1.214908,1.090068,4.572191,1.892603,-0.054231,-0.180911,0.194666
1779274078558596443!,rebel-mauve-beetle,0.100000,0.615903,-0.846899,0.813074,-1.827268,-1.124158,0.994974,5.007490,2.228169,-0.054788,-0.173465,0.194904
1779274078558596443!,rebel-mauve-beetle,0.110000,0.605425,-0.837453,0.865437,-1.803058,-0.982488,0.874581,5.406215,2.594891,-0.054991,-0.165045,0.193913
1779274078558596443!,rebel-mauve-beetle,0.120000,0.596654,-0.829273,0.921613,-1.775001,-0.790152,0.740001,5.759922,2.990657,-0.054722,-0.155313,0.191278
1779274078558596443!,rebel-mauve-beetle,0.130000,0.590096,-0.822436,0.981108,-1.742822,-0.549426,0.603486,6.059782,3.411306,-0.053879,-0.143988,0.186642
1779274078558596443!,rebel-mauve-beetle,0.140000,0.586225,-0.816888,1.043335,-1.706298,-0.264995,0.477871,6.297232,3.850513,-0.052386,-0.130879,0.179747
1779274078558596443!,rebel-mauve-beetle,0.150000,0.585454,-0.812442,1.107625,-1.665283,0.055816,0.375865,6.464737,4.299871,-0.050205,-0.115923,0.170467
1779274078558596443!,rebel-mauve-beetle,0.160000,0.588110,-0.808785,1.173234,-1.619729,0.403052,0.309214,6.556587,4.749193,-0.047343,-0.099211,0.158836
1779274078558596443!,rebel-mauve-beetle,0.170000,0.594357,-0.805526,1.239312,-1.569747,0.764911,0.287867,6.570003,5.187004,-0.043830,-0.080953,0.144992
1779274078558596443!,rebel-mauve-beetle,0.180000,0.604202,-0.802218,1.305007,-1.515571,1.128193,0.318990,6.505170,5.601380,-0.039743,-0.061493,0.129219
1779274078558596443!,rebel-mauve-beetle,0.190000,0.617545,-0.798351,1.369544,-1.457515,1.478690,0.406351,6.364967,5.980799,-0.035215,-0.041340,0.112011
1779274078558596443!,rebel-mauve-beetle,0.200000,0.634186,-0.793367,1.432233,-1.395962,1.802099,0.550145,6.155042,6.314965,-0.030432,-0.021154,0.094044
1779274078558596443!,rebel-mauve-beetle,0.210000,0.653799,-0.786719,1.492452,-1.331385,2.085495,0.747115,5.883851,6.595661,-0.025603,-0.001648,0.076066
1779274078558596443!,rebel-mauve-beetle,0.220000,0.675946,-0.777905,1.549671,-1.264326,2.318380,0.990941,5.562085,6.817390,-0.020934,0.016468,0.058827
1779274078558596443!,rebel-mauve-beetle,0.230000,0.700099,-0.766494,1.603463,-1.195369,2.493471,1.272930,5.201853,6.977740,-0.016617,0.032563,0.043010
1779274078558596443!,rebel-mauve-beetle,0.240000,0.725672,-0.752149,1.653517,-1.125114,2.607113,1.582909,4.815737,7.077418,-0.012806,0.046139,0.029167
1779274078558596443!,rebel-mauve-beetle,0.250000,0.752057,-0.734638,1.699642,-1.054143,2.659278,1.910186,4.415891,7.119943,-0.009609,0.056869,0.017679
