ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
202562919023392250!,thoughtful-ruddy-butterfly,0.000000,-1.982134,0.524272,-0.039067,0.998078,-0.043565,0.498098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085712,0.091067,0.144273
202562919023392250!,thoughtful-ruddy-butterfly,0.010000,-1.980593,0.530123,-0.036136,0.998192,-0.042070,0.498227,0.308851,1.168211,0.584815,0.021796,0.298387,0.025195,0.086030,0.089889,0.079589
202562919023392250!,thoughtful-ruddy-butterfly,0.020000,-1.975393,0.545042,-0.027472,0.998476,-0.037655,0.498580,0.732462,1.812489,1.146773,0.032642,0.583994,0.044106,0.083768,0.086803,0.048808
202562919023392250!,thoughtful-ruddy-butterfly,0.030000,-1.965747,0.565115,-0.013329,0.998778,-0.030456,0.499072,1.196268,2.196976,1.678949,0.023876,0.854371,0.052139,0.080229,0.082736,0.034020
202562919023392250!,thoughtful-ruddy-butterfly,0.040000,-1.951442,0.588354,0.005975,0.998866,-0.020634,0.499574,1.662686,2.444881,2.177783,-0.011220,1.108295,0.045775,0.076089,0.078192,0.026935
202562919023392250!,thoughtful-ruddy-butterfly,0.050000,-1.932553,0.613684,0.030087,0.998450,-0.008359,0.499930,2.113382,2.615011,2.641230,-0.077473,1.345047,0.022489,0.071681,0.073427,0.023683
202562919023392250!,thoughtful-ruddy-butterfly,0.060000,-1.909291,0.640471,0.058638,0.997203,0.006188,0.499962,2.539411,2.736547,3.067736,-0.177974,1.563992,-0.019358,0.067178,0.068577,0.022426
202562919023392250!,thoughtful-ruddy-butterfly,0.070000,-1.881914,0.668308,0.091261,0.994774,0.022833,0.499478,2.936378,2.824845,3.455761,-0.314330,1.764401,-0.080656,0.062671,0.063717,0.022270
202562919023392250!,thoughtful-ruddy-butterfly,0.080000,-1.850716,0.696909,0.127573,0.990800,0.041388,0.498284,3.302206,2.888823,3.803678,-0.486762,1.945425,-0.161590,0.058216,0.058897,0.022749
202562919023392250!,thoughtful-ruddy-butterfly,0.090000,-1.816011,0.726060,0.167165,0.984925,0.061658,0.496184,3.636163,2.934297,4.109801,-0.694260,2.106124,-0.261715,0.053851,0.054153,0.023599
202562919023392250!,thoughtful-ruddy-butterfly,0.100000,-1.778116,0.755599,0.209613,0.976807,0.083434,0.492990,3.938430,2.965418,4.372465,-0.934739,2.245523,-0.380034,0.049608,0.049517,0.024652
202562919023392250!,thoughtful-ruddy-butterfly,0.110000,-1.737344,0.785402,0.254474,0.966128,0.106499,0.488526,4.209916,2.985368,4.590142,-1.205200,2.362677,-0.515064,0.045513,0.045017,0.025790
202562919023392250!,thoughtful-ruddy-butterfly,0.120000,-1.693994,0.815373,0.301292,0.952607,0.130625,0.482635,4.452151,2.996653,4.761556,-1.501893,2.456744,-0.664919,0.041586,0.040675,0.026925
202562919023392250!,thoughtful-ruddy-butterfly,0.130000,-1.648352,0.845438,0.349597,0.936001,0.155579,0.475179,4.667224,3.001228,4.885783,-1.820472,2.527042,-0.827383,0.037846,0.036514,0.027983
202562919023392250!,thoughtful-ruddy-butterfly,0.140000,-1.600675,0.875540,0.398913,0.916116,0.181119,0.466043,4.857689,3.000540,4.962328,-2.156157,2.573100,-0.999986,0.034306,0.032548,0.028905
202562919023392250!,thoughtful-ruddy-butterfly,0.150000,-1.551197,0.905636,0.448762,0.892804,0.207000,0.455139,5.026466,2.995536,4.991181,-2.503881,2.594696,-1.180083,0.030973,0.028790,0.029646
202562919023392250!,thoughtful-ruddy-butterfly,0.160000,-1.500118,0.935687,0.498667,0.865971,0.232977,0.442405,5.176719,2.986676,4.972847,-2.858428,2.591879,-1.364920,0.027850,0.025247,0.030169
202562919023392250!,thoughtful-ruddy-butterfly,0.170000,-1.447607,0.965659,0.548158,0.835576,0.258806,0.427808,5.311713,2.973943,4.908351,-3.214561,2.564981,-1.551705,0.024937,0.021920,0.030448
202562919023392250!,thoughtful-ruddy-butterfly,0.180000,-1.393800,0.995512,0.596780,0.801630,0.284248,0.411343,5.434676,2.956862,4.799239,-3.567130,2.514624,-1.737665,0.022226,0.018808,0.030463
