ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
921951232818779946!,rebel-mauve-beetle,0.000000,-1.982134,0.524272,-1.942786,-0.474953,0.000000,0.000000,0.000000,0.000000,0.499273,1.868798,-1.830598
921951232818779946!,rebel-mauve-beetle,0.010000,-1.971560,0.541998,-1.946924,-0.457699,2.123308,3.532245,-0.813375,3.459874,0.210040,0.874468,-0.786808
921951232818779946!,rebel-mauve-beetle,0.020000,-1.943499,0.584209,-1.956320,-0.415709,3.497060,4.884556,-1.050335,4.942861,0.083483,0.435221,-0.329299
921951232818779946!,rebel-mauve-beetle,0.030000,-1.903488,0.634929,-1.966770,-0.363066,4.501544,5.233238,-1.030815,5.584035,0.031918,0.247526,-0.141241
921951232818779946!,rebel-mauve-beetle,0.040000,-1.854498,0.686873,-1.976506,-0.305657,5.282555,5.134120,-0.911718,5.895556,0.013246,0.169353,-0.071211
921951232818779946!,rebel-mauve-beetle,0.050000,-1.798452,0.736815,-1.984856,-0.245659,5.904902,4.837083,-0.755059,6.100670,0.008722,0.138140,-0.051925
921951232818779946!,rebel-mauve-beetle,0.060000,-1.736787,0.783352,-1.991550,-0.183651,6.399899,4.455019,-0.580405,6.294028,0.010231,0.126988,-0.054280
921951232818779946!,rebel-mauve-beetle,0.070000,-1.670696,0.825922,-1.996424,-0.119541,6.784312,4.041987,-0.390023,6.513670,0.014235,0.124315,-0.065622
921951232818779946!,rebel-mauve-beetle,0.080000,-1.601234,0.864380,-1.999298,-0.052978,7.069069,3.626805,-0.179450,6.772115,0.019132,0.125013,-0.080246
921951232818779946!,rebel-mauve-beetle,0.090000,-1.529372,0.898804,-1.999932,0.016436,7.263387,3.227023,0.058098,7.069549,0.024140,0.126734,-0.095388
921951232818779946!,rebel-mauve-beetle,0.100000,-1.455979,0.929415,-1.998016,0.089061,7.376728,2.854484,0.329842,7.399797,0.028827,0.128308,-0.109553
921951232818779946!,rebel-mauve-beetle,0.110000,-1.381814,0.956535,-1.993167,0.165177,7.419588,2.517400,0.642501,7.752951,0.032924,0.129093,-0.121824
921951232818779946!,rebel-mauve-beetle,0.120000,-1.307524,0.980552,-1.984943,0.244954,7.403576,2.221072,1.001645,8.116662,0.036249,0.128697,-0.131587
921951232818779946!,rebel-mauve-beetle,0.130000,-1.233634,1.001893,-1.972850,0.328425,7.341116,1.968118,1.411180,8.476970,0.038676,0.126861,-0.138422
921951232818779946!,rebel-mauve-beetle,0.140000,-1.160538,1.021000,-1.956368,0.415480,7.244917,1.758591,1.872911,8.818972,0.040124,0.123415,-0.142055
921951232818779946!,rebel-mauve-beetle,0.150000,-1.088507,1.038304,-1.934970,0.505856,7.127345,1.590149,2.386179,9.127462,0.040551,0.118252,-0.142342
921951232818779946!,rebel-mauve-beetle,0.160000,-1.017706,1.054150,-1.908165,0.599087,6.999571,1.458537,2.947384,9.387782,0.039957,0.111348,-0.139280
921951232818779946!,rebel-mauve-beetle,0.170000,-0.948205,1.068803,-1.875529,0.694544,6.871102,1.357922,3.550092,9.586578,0.038379,0.102747,-0.132984
921951232818779946!,rebel-mauve-beetle,0.180000,-0.879971,1.082521,-1.836700,0.791539,6.749712,1.281082,4.185485,9.712070,0.035869,0.092507,-0.123622
921951232818779946!,rebel-mauve-beetle,0.190000,-0.812908,1.095491,-1.791416,0.889285,6.640906,1.220093,4.842368,9.754687,0.032502,0.080731,-0.111432
921951232818779946!,rebel-mauve-beetle,0.200000,-0.746872,1.107828,-1.739536,0.986921,6.547806,1.166911,5.507551,9.707550,0.028367,0.067559,-0.096708
921951232818779946!,rebel-mauve-beetle,0.210000,-0.681705,1.119573,-1.681055,1.083537,6.471190,1.113926,6.166383,9.566845,0.023568,0.053162,-0.079784
921951232818779946!,rebel-mauve-beetle,0.220000,-0.617246,1.130698,-1.616117,1.178204,6.409706,1.054460,6.803384,9.332058,0.018214,0.037737,-0.061026
921951232818779946!,rebel-mauve-beetle,0.230000,-0.553361,1.141117,-1.545020,1.270006,6.360206,0.983180,7.402955,9.006032,0.012421,0.021498,-0.040816
921951232818779946!,rebel-mauve-beetle,0.240000,-0.489949,1.150700,-1.468211,1.358071,6.318189,0.896398,7.950100,8.594858,0.006308,0.004671,-0.019548
921951232818779946!,rebel-mauve-beetle,0.250000,-0.426961,1.159288,-1.386282,1.441604,6.278314,0.792236,8.431130,8.107581,-0.000007,-0.012510,0.002386
921951232818779946!,rebel-mauve-beetle,0.260000,-0.364401,1.166713,-1.299949,1.519912,6.234918,0.670650,8.834267,7.555762,-0.006408,-0.029815,0.024597
921951232818779946!,rebel-mauve-beetle,0.270000,-0.302329,1.172815,-1.210033,1.592426,6.182529,0.533328,9.150147,6.952900,-0.012783,-0.047016,0.046713
921951232818779946!,rebel-mauve-beetle,0.280000,-0.240856,1.177458,-1.117435,1.658716,6.116302,0.383458,9.372158,6.313782,-0.019027,-0.063899,0.068380
921951232818779946!,rebel-mauve-beetle,0.290000,-0.180136,1.180543,-1.023106,1.718504,6.032373,0.225412,9.496614,5.653778,-0.025043,-0.080262,0.089273
