ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
181935633522524493!,great-devious-beetle,0.000000,-1.724750,-1.986204,-0.317867,-1.465933,0.000000,0.000000,0.000000,0.000000,-1.578259,-0.669492
181935633522524493!,great-devious-beetle,0.010000,-1.748403,-1.958224,-0.332631,-1.462654,-4.689889,5.617429,-2.959151,0.672958,0.219393,0.049827
181935633522524493!,great-devious-beetle,0.020000,-1.790658,-1.904025,-0.359003,-1.456406,-3.772908,5.217358,-2.320498,0.572001,0.009669,-0.031740
181935633522524493!,great-devious-beetle,0.030000,-1.826981,-1.850454,-0.381216,-1.450749,-3.489794,5.492497,-2.125734,0.558584,0.030563,-0.021985
181935633522524493!,great-devious-beetle,0.040000,-1.860104,-1.794639,-0.401349,-1.445309,-3.136913,5.665832,-1.906918,0.529533,0.026304,-0.022169
181935633522524493!,great-devious-beetle,0.050000,-1.889720,-1.737158,-0.419414,-1.440171,-2.790130,5.824497,-1.714494,0.499304,0.024632,-0.021252
181935633522524493!,great-devious-beetle,0.060000,-1.915860,-1.678208,-0.435652,-1.435342,-2.443659,5.959027,-1.542760,0.468255,0.022722,-0.020319
181935633522524493!,great-devious-beetle,0.070000,-1.938543,-1.618031,-0.450271,-1.430824,-2.100193,6.069694,-1.391790,0.437987,0.020787,-0.019258
181935633522524493!,great-devious-beetle,0.080000,-1.957812,-1.556871,-0.463480,-1.426600,-1.762163,6.155872,-1.261235,0.409755,0.018781,-0.018072
181935633522524493!,great-devious-beetle,0.090000,-1.973738,-1.494977,-0.475483,-1.422644,-1.432391,6.217130,-1.150811,0.384630,0.016688,-0.016757
181935633522524493!,great-devious-beetle,0.100000,-1.986418,-1.432601,-0.486481,-1.418921,-1.113920,6.253268,-1.060204,0.363494,0.014502,-0.015321
181935633522524493!,great-devious-beetle,0.110000,-1.995984,-1.369997,-0.496670,-1.415386,-0.809883,6.264403,-0.989020,0.347055,0.012224,-0.013776
181935633522524493!,great-devious-beetle,0.120000,-2.002597,-1.307419,-0.506246,-1.411990,-0.523359,6.251043,-0.936735,0.335851,0.009866,-0.012138
181935633522524493!,great-devious-beetle,0.130000,-2.006454,-1.245116,-0.515398,-1.408675,-0.257225,6.214129,-0.902647,0.330255,0.007450,-0.010430
181935633522524493!,great-devious-beetle,0.140000,-2.007788,-1.183324,-0.524315,-1.405380,-0.013998,6.155050,-0.885859,0.330494,0.005007,-0.008679
181935633522524493!,great-devious-beetle,0.150000,-2.006851,-1.122257,-0.533175,-1.402043,0.204257,6.075557,-0.885303,0.336667,0.002566,-0.006915
181935633522524493!,great-devious-beetle,0.160000,-2.003911,-1.062115,-0.542139,-1.398601,0.396011,5.977758,-0.899731,0.348763,0.000160,-0.005170
181935633522524493!,great-devious-beetle,0.170000,-1.999228,-1.003042,-0.551343,-1.394998,0.560278,5.863957,-0.927878,0.366724,-0.002178,-0.003477
181935633522524493!,great-devious-beetle,0.180000,-1.993062,-0.945171,-0.560905,-1.391181,0.696681,5.736686,-0.968289,0.390401,-0.004416,-0.001865
181935633522524493!,great-devious-beetle,0.190000,-1.985685,-0.888623,-0.570933,-1.387096,0.805482,5.598637,-1.019315,0.419553,-0.006519,-0.000357
181935633522524493!,great-devious-beetle,0.200000,-1.977367,-0.833494,-0.581522,-1.382690,0.887545,5.452529,-1.079179,0.453874,-0.008457,0.001026
181935633522524493!,great-devious-beetle,0.210000,-1.968372,-0.779855,-0.592753,-1.377913,0.944264,5.300998,-1.146037,0.493005,-0.010205,0.002271
181935633522524493!,great-devious-beetle,0.220000,-1.958947,-0.727751,-0.604688,-1.372717,0.977472,5.146509,-1.218025,0.536545,-0.011745,0.003369
181935633522524493!,great-devious-beetle,0.230000,-1.949322,-0.677203,-0.617370,-1.367061,0.989331,4.991299,-1.293308,0.584063,-0.013065,0.004316
181935633522524493!,great-devious-beetle,0.240000,-1.939691,-0.628205,-0.630819,-1.360907,0.982205,4.837296,-1.370163,0.635109,-0.014162,0.005114
181935633522524493!,great-devious-beetle,0.250000,-1.930200,-0.580718,-0.645024,-1.354232,0.958503,4.686065,-1.447079,0.689248,-0.015039,0.005767
181935633522524493!,great-devious-beetle,0.260000,-1.920998,-0.534707,-0.659979,-1.347007,0.920736,4.538951,-1.522548,0.745987,-0.015701,0.006288
181935633522524493!,great-devious-beetle,0.270000,-1.912211,-0.490127,-0.675660,-1.339210,0.871373,4.396979,-1.595203,0.804814,-0.016158,0.006686
181935633522524493!,great-devious-beetle,0.280000,-1.903944,-0.446925,-0.692035,-1.330822,0.812770,4.260881,-1.663842,0.865207,-0.016425,0.006974
181935633522524493!,great-devious-beetle,0.290000,-1.896279,-0.405039,-0.709058,-1.321831,0.747122,4.131123,-1.727438,0.926634,-0.016518,0.007167
181935633522524493!,great-devious-beetle,0.300000,-1.889275,-0.364408,-0.726676,-1.312228,0.676426,4.007936,-1.785145,0.988564,-0.016459,0.007277
181935633522524493!,great-devious-beetle,0.310000,-1.882976,-0.324966,-0.744827,-1.302011,0.602463,3.891356,-1.836298,1.050471,-0.016268,0.007318
181935633522524493!,great-devious-beetle,0.320000,-1.877408,-0.286648,-0.763445,-1.291182,0.526787,3.781257,-1.880404,1.111838,-0.015967,0.007300
181935633522524493!,great-devious-beetle,0.330000,-1.872582,-0.249393,-0.782460,-1.279749,0.450729,3.677389,-1.917139,1.172171,-0.015576,0.007234
181935633522524493!,great-devious-beetle,0.340000,-1.868499,-0.213140,-0.801797,-1.267723,0.375403,3.579409,-1.946330,1.230995,-0.015117,0.007129
181935633522524493!,great-devious-beetle,0.350000,-1.865148,-0.177832,-0.821382,-1.255122,0.301723,3.486913,-1.967946,1.287872,-0.014609,0.006993
181935633522524493!,great-devious-beetle,0.360000,-1.862511,-0.143419,-0.841142,-1.241966,0.230419,3.399459,-1.982081,1.342397,-0.014070,0.006834
181935633522524493!,great-devious-beetle,0.370000,-1.860564,-0.109853,-0.861004,-1.228280,0.162055,3.316590,-1.988934,1.394209,-0.013517,0.006655
181935633522524493!,great-devious-beetle,0.380000,-1.859276,-0.077091,-0.880896,-1.214093,0.097055,3.237850,-1.988800,1.442992,-0.012964,0.006462
