ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1960563076850484307!,thoughtful-antique-butterfly,0.000000,-0.052354,2.135281,-0.689343,0.239431,-0.232505,0.442653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047985,0.296029,-0.178481,-0.067887,-0.126287,0.469803
1960563076850484307!,thoughtful-antique-butterfly,0.010000,-0.035633,2.127956,-0.688883,0.237648,-0.232778,0.442509,3.335594,-1.475068,0.092800,-0.354427,-0.053703,-0.028250,-0.014974,0.140382,-0.063333,-0.041144,-0.036823,0.231192
1960563076850484307!,thoughtful-antique-butterfly,0.020000,0.005112,2.108635,-0.687973,0.232567,-0.233909,0.441913,4.806396,-2.401921,0.090840,-0.659830,-0.171517,-0.090786,0.000571,0.070164,-0.011712,-0.029433,0.003187,0.122703
1960563076850484307!,thoughtful-antique-butterfly,0.030000,0.056309,2.081226,-0.687281,0.224596,-0.236351,0.440611,5.428344,-3.087448,0.049431,-0.933166,-0.316315,-0.169676,0.008181,0.037860,0.011147,-0.024170,0.020633,0.071715
1960563076850484307!,thoughtful-antique-butterfly,0.040000,0.111766,2.047553,-0.687075,0.214017,-0.240289,0.438476,5.659531,-3.648902,-0.005836,-1.180598,-0.469652,-0.257373,0.012169,0.022416,0.021127,-0.021697,0.027949,0.046319
1960563076850484307!,thoughtful-antique-butterfly,0.050000,0.168599,2.008611,-0.687435,0.201070,-0.245762,0.435432,5.705086,-4.137205,-0.063025,-1.405483,-0.622404,-0.351291,0.014457,0.014478,0.025349,-0.020408,0.030729,0.032381
1960563076850484307!,thoughtful-antique-butterfly,0.060000,0.225412,1.965022,-0.688353,0.185968,-0.252744,0.431417,5.657030,-4.575676,-0.116494,-1.610252,-0.769721,-0.450939,0.015888,0.009884,0.026978,-0.019576,0.031457,0.023616
1960563076850484307!,thoughtful-antique-butterfly,0.070000,0.281476,1.917232,-0.689780,0.168901,-0.261167,0.426371,5.557115,-4.974949,-0.163522,-1.796948,-0.908627,-0.556565,0.016822,0.006782,0.027410,-0.018869,0.031228,0.017241
1960563076850484307!,thoughtful-antique-butterfly,0.080000,0.336366,1.865612,-0.691644,0.150038,-0.270935,0.420231,5.424911,-5.339646,-0.202749,-1.967426,-1.036935,-0.668542,0.017403,0.004358,0.027259,-0.018129,0.030518,0.012037
1960563076850484307!,thoughtful-antique-butterfly,0.090000,0.389806,1.810502,-0.693866,0.129534,-0.281936,0.412931,5.270316,-5.671546,-0.233429,-2.123439,-1.152799,-0.787095,0.017681,0.002255,0.026787,-0.017280,0.029534,0.007483
