ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
916010767795815324!,thoughtful-ruddy-butterfly,0.000000,1.031796,-0.848113,-0.404747,0.543412,0.092537,0.491362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055831,-0.046384,-0.055570
916010767795815324!,thoughtful-ruddy-butterfly,0.010000,1.032281,-0.845665,-0.405619,0.544458,0.091573,0.491543,0.097025,0.488697,-0.173827,0.208537,-0.192210,0.035808,0.049436,-0.049100,-0.028793
916010767795815324!,thoughtful-ruddy-butterfly,0.020000,1.032990,-0.839177,-0.408233,0.547501,0.088685,0.492072,0.045024,0.807990,-0.348478,0.399009,-0.385241,0.069431,0.045605,-0.049463,-0.016559
916010767795815324!,thoughtful-ruddy-butterfly,0.030000,1.032863,-0.829912,-0.412575,0.552372,0.083878,0.492914,-0.069324,1.042595,-0.518292,0.573115,-0.575208,0.097881,0.042806,-0.048637,-0.010921
916010767795815324!,thoughtful-ruddy-butterfly,0.040000,1.031476,-0.818532,-0.418581,0.558906,0.077189,0.494006,-0.205859,1.229895,-0.680291,0.730451,-0.760360,0.118808,0.040390,-0.047173,-0.008312
916010767795815324!,thoughtful-ruddy-butterfly,0.050000,1.028700,-0.805425,-0.426166,0.566932,0.068671,0.495262,-0.345549,1.386318,-0.832712,0.869866,-0.939826,0.130312,0.038091,-0.045342,-0.007126
916010767795815324!,thoughtful-ruddy-butterfly,0.060000,1.024550,-0.790865,-0.435230,0.576264,0.058379,0.496580,-0.478988,1.519014,-0.974374,0.990055,-1.113076,0.130856,0.035815,-0.043292,-0.006634
916010767795815324!,thoughtful-ruddy-butterfly,0.070000,1.019120,-0.775081,-0.445654,0.586696,0.046388,0.497844,-0.601210,1.631055,-1.104387,1.089821,-1.279656,0.119236,0.033538,-0.041108,-0.006506
916010767795815324!,thoughtful-ruddy-butterfly,0.080000,1.012548,-0.758282,-0.457306,0.598010,0.032778,0.498924,-0.709332,1.723760,-1.222007,1.168160,-1.439072,0.094543,0.031271,-0.038850,-0.006588
916010767795815324!,thoughtful-ruddy-butterfly,0.090000,1.004983,-0.740657,-0.470061,0.609990,0.017622,0.499689,-0.801464,1.797733,-1.326559,1.224276,-1.590769,0.056099,0.029032,-0.036559,-0.006808
916010767795815324!,thoughtful-ruddy-butterfly,0.100000,0.996586,-0.722388,-0.483789,0.622414,0.000995,0.499999,-0.876240,1.853314,-1.417411,1.257585,-1.734098,0.003449,0.026846,-0.034267,-0.007128
916010767795815324!,thoughtful-ruddy-butterfly,0.110000,0.987535,-0.703657,-0.498352,0.635052,-0.017017,0.499710,-0.932587,1.890766,-1.493934,1.267704,-1.868277,-0.063623,0.024735,-0.032002,-0.007527
916010767795815324!,thoughtful-ruddy-butterfly,0.120000,0.978015,-0.684636,-0.513608,0.647678,-0.036325,0.498679,-0.969651,1.910446,-1.555556,1.254483,-1.992493,-0.145138,0.022719,-0.029786,-0.007991
916010767795815324!,thoughtful-ruddy-butterfly,0.130000,0.968222,-0.665503,-0.529406,0.660057,-0.056823,0.496761,-0.986733,1.912726,-1.601688,1.217945,-2.105768,-0.240875,0.020818,-0.027639,-0.008512
916010767795815324!,thoughtful-ruddy-butterfly,0.140000,0.958359,-0.646430,-0.545589,0.671956,-0.078400,0.493815,-0.983281,1.898110,-1.631790,1.158322,-2.207070,-0.350401,0.019048,-0.025577,-0.009082
916010767795815324!,thoughtful-ruddy-butterfly,0.150000,0.948634,-0.627580,-0.561994,0.683146,-0.100929,0.489707,-0.958895,1.867225,-1.645370,1.076054,-2.295298,-0.473062,0.017418,-0.023612,-0.009694
916010767795815324!,thoughtful-ruddy-butterfly,0.160000,0.939257,-0.609112,-0.578455,0.693405,-0.124275,0.484309,-0.913339,1.820853,-1.642011,0.971793,-2.369303,-0.607971,0.015938,-0.021753,-0.010345
916010767795815324!,thoughtful-ruddy-butterfly,0.170000,0.930443,-0.591176,-0.594800,0.702514,-0.148291,0.477504,-0.846565,1.759952,-1.621402,0.846431,-2.427911,-0.753998,0.014610,-0.020005,-0.011031
916010767795815324!,thoughtful-ruddy-butterfly,0.180000,0.922403,-0.573912,-0.610855,0.710269,-0.172815,0.469185,-0.758741,1.685703,-1.583375,0.701124,-2.469957,-0.909761,0.013433,-0.018366,-0.011749
916010767795815324!,thoughtful-ruddy-butterfly,0.190000,0.915348,-0.557445,-0.626446,0.716474,-0.197677,0.459264,-0.650293,1.599537,-1.527957,0.537322,-2.494322,-1.073609,0.012399,-0.016831,-0.012499
