ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1353010906184318173!,talented-zippy-butterfly,0.000000,1.430128,1.201192,0.691756,1.875586,0.317534,0.948247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.426212,-0.064676,0.240387,0.973884
1353010906184318173!,talented-zippy-butterfly,0.010000,1.420117,1.199911,0.685141,1.878005,0.314075,0.949398,-2.001002,-0.254484,-1.322536,0.480895,-0.691818,0.228864,0.277111,-0.057454,0.173820,0.691630
1353010906184318173!,talented-zippy-butterfly,0.020000,1.392814,1.196022,0.667417,1.884353,0.304783,0.952422,-3.460206,-0.522109,-2.221125,0.783693,-1.166119,0.373167,0.171510,-0.051382,0.125731,0.488322
1353010906184318173!,talented-zippy-butterfly,0.030000,1.352817,1.189465,0.642211,1.893056,0.291520,0.956565,-4.535371,-0.785485,-2.815989,0.951037,-1.484252,0.452337,0.095558,-0.045511,0.089498,0.336495
1353010906184318173!,talented-zippy-butterfly,0.040000,1.303473,1.180363,0.612175,1.902933,0.275652,0.961258,-5.323940,-1.027218,-3.184989,1.019162,-1.686077,0.483502,0.040336,-0.039660,0.061369,0.220128
1353010906184318173!,talented-zippy-butterfly,0.050000,1.247336,1.168998,0.579309,1.913134,0.258208,0.966089,-5.890202,-1.234369,-3.381809,1.017469,-1.799165,0.480865,-0.000002,-0.033939,0.039156,0.129604
1353010906184318173!,talented-zippy-butterfly,0.060000,1.186418,1.155754,0.545154,1.923075,0.239983,0.970777,-6.279748,-1.399143,-3.445857,0.969191,-1.843822,0.455805,-0.029366,-0.028536,0.021539,0.058950
1353010906184318173!,talented-zippy-butterfly,0.070000,1.122337,1.141078,0.510903,1.932374,0.221589,0.975140,-6.527361,-1.518291,-3.407715,0.892255,-1.835858,0.417178,-0.050456,-0.023628,0.007669,0.004232
1353010906184318173!,talented-zippy-butterfly,0.080000,1.056388,1.125438,0.477459,1.940816,0.203493,0.979076,-6.661216,-1.592071,-3.292068,0.800072,-1.788065,0.371636,-0.065213,-0.019339,-0.003061,-0.037383
1353010906184318173!,talented-zippy-butterfly,0.090000,0.989593,1.109279,0.445491,1.948298,0.186039,0.982542,-6.705000,-1.623093,-3.119204,0.702285,-1.710998,0.323968,-0.075102,-0.015728,-0.011147,-0.068153
1353010906184318173!,talented-zippy-butterfly,0.100000,0.922746,1.093010,0.415484,1.954802,0.169472,0.985535,-6.678845,-1.615377,-2.905818,0.605474,-1.613372,0.277435,-0.081268,-0.012798,-0.017028,-0.090021
1353010906184318173!,talented-zippy-butterfly,0.110000,0.856449,1.076999,0.387759,1.960362,0.153955,0.988078,-6.599687,-1.573602,-2.665485,0.513787,-1.502296,0.234077,-0.084619,-0.010501,-0.021106,-0.104704
1353010906184318173!,talented-zippy-butterfly,0.120000,0.791140,1.061567,0.362508,1.965046,0.139583,0.990210,-6.481460,-1.502530,-2.409009,0.429539,-1.383461,0.195017,-0.085870,-0.008761,-0.023750,-0.113718
1353010906184318173!,talented-zippy-butterfly,0.130000,0.727144,1.046982,0.339844,1.968935,0.126408,0.991978,-6.335322,-1.406634,-2.144805,0.353744,-1.261336,0.160733,-0.085580,-0.007487,-0.025287,-0.118373
1353010906184318173!,talented-zippy-butterfly,0.140000,0.664689,1.033469,0.319808,1.972115,0.114444,0.993430,-6.169873,-1.289961,-1.879259,0.286514,-1.139354,0.131255,-0.084163,-0.006581,-0.025994,-0.119753
1353010906184318173!,talented-zippy-butterfly,0.150000,0.603935,1.021217,0.302389,1.974669,0.103676,0.994611,-5.991477,-1.156084,-1.617123,0.227382,-1.020113,0.106334,-0.081915,-0.005953,-0.026099,-0.118719
1353010906184318173!,talented-zippy-butterfly,0.160000,0.544989,1.010381,0.287538,1.976672,0.094068,0.995566,-5.804640,-1.008148,-1.361879,0.175547,-0.905563,0.085564,-0.079032,-0.005520,-0.025779,-0.115930
1353010906184318173!,talented-zippy-butterfly,0.170000,0.487923,1.001085,0.275175,1.978192,0.085566,0.996333,-5.612396,-0.848949,-1.116068,0.130043,-0.797186,0.068463,-0.075629,-0.005214,-0.025166,-0.111861
1353010906184318173!,talented-zippy-butterfly,0.180000,0.432783,0.993429,0.265201,1.979287,0.078106,0.996945,-5.416666,-0.681042,-0.881576,0.089858,-0.696132,0.054538,-0.071763,-0.004974,-0.024358,-0.106842
