ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1308889288577778922!,great-mauve-beetle,0.000000,-1.880384,1.613104,-0.389436,1.448565,0.000000,0.000000,0.000000,0.000000,0.022026,-0.122107,-0.042084
1308889288577778922!,great-mauve-beetle,0.010000,-1.878920,1.607374,-0.387290,1.449140,0.292945,-1.142771,0.426256,0.113919,0.060340,0.093237,-0.196164
1308889288577778922!,great-mauve-beetle,0.020000,-1.872577,1.593726,-0.379360,1.451236,0.978014,-1.586960,1.158344,0.302797,0.056914,0.081154,-0.183743
1308889288577778922!,great-mauve-beetle,0.030000,-1.859523,1.575620,-0.364375,1.455071,1.634521,-2.034608,1.835627,0.459673,0.054647,0.073355,-0.175559
1308889288577778922!,great-mauve-beetle,0.040000,-1.839940,1.553031,-0.342809,1.460302,2.280815,-2.481036,2.470405,0.579932,0.052753,0.066665,-0.168690
1308889288577778922!,great-mauve-beetle,0.050000,-1.813881,1.525962,-0.315059,1.466539,2.924571,-2.926860,3.066730,0.658830,0.051009,0.060824,-0.162427
1308889288577778922!,great-mauve-beetle,0.060000,-1.781352,1.494426,-0.281500,1.473349,3.568617,-3.369894,3.625708,0.692733,0.049225,0.055658,-0.156172
1308889288577778922!,great-mauve-beetle,0.070000,-1.742350,1.458472,-0.242508,1.480267,4.211281,-3.805413,4.146112,0.679247,0.047237,0.051064,-0.149420
1308889288577778922!,great-mauve-beetle,0.080000,-1.696912,1.418210,-0.198481,1.486810,4.846774,-4.226568,4.625009,0.617413,0.044909,0.046985,-0.141761
1308889288577778922!,great-mauve-beetle,0.090000,-1.645152,1.373831,-0.149853,1.492496,5.465756,-4.624994,5.058416,0.507887,0.042146,0.043396,-0.132908
1308889288577778922!,great-mauve-beetle,0.100000,-1.587297,1.325617,-0.097103,1.496854,6.056176,-4.991612,5.442028,0.353031,0.038901,0.040296,-0.122719
1308889288577778922!,great-mauve-beetle,0.110000,-1.523706,1.273949,-0.040752,1.499446,6.604384,-5.317569,5.771944,0.156872,0.035181,0.037694,-0.111222
1308889288577778922!,great-mauve-beetle,0.120000,-1.454885,1.219298,0.018638,1.499884,7.096483,-5.595233,6.045353,-0.075122,0.031058,0.035602,-0.098627
1308889288577778922!,great-mauve-beetle,0.130000,-1.381506,1.162209,0.080462,1.497840,7.519769,-5.819215,6.261038,-0.336337,0.026661,0.034048,-0.085323
1308889288577778922!,great-mauve-beetle,0.140000,-1.304337,1.103258,0.144129,1.493060,7.863989,-5.986584,6.419691,-0.619711,0.022156,0.033007,-0.071797
1308889288577778922!,great-mauve-beetle,0.150000,-1.224224,1.043030,0.209075,1.485358,8.122306,-6.097424,6.523987,-0.918299,0.017730,0.032443,-0.058594
1308889288577778922!,great-mauve-beetle,0.160000,-1.142059,0.982094,0.274776,1.474618,8.291858,-6.154844,6.578411,-1.225801,0.013570,0.032318,-0.046261
1308889288577778922!,great-mauve-beetle,0.170000,-1.058738,0.920969,0.340763,1.460781,8.373798,-6.164560,6.588876,-1.537016,0.009837,0.032585,-0.035265
1308889288577778922!,great-mauve-beetle,0.180000,-0.975127,0.860105,0.406635,1.443831,8.372823,-6.134229,6.562162,-1.848140,0.006648,0.033197,-0.025947
1308889288577778922!,great-mauve-beetle,0.190000,-0.892017,0.799849,0.472060,1.423783,8.296309,-6.072599,6.505221,-2.156828,0.004070,0.034100,-0.018491
1308889288577778922!,great-mauve-beetle,0.200000,-0.810086,0.740390,0.536774,1.400669,8.153181,-5.988449,6.424387,-2.461997,0.002115,0.035231,-0.012921
1308889288577778922!,great-mauve-beetle,0.210000,-0.729929,0.681885,0.600581,1.374519,7.953204,-5.890537,6.325530,-2.763870,0.000750,0.036528,-0.009126
1308889288577778922!,great-mauve-beetle,0.220000,-0.652049,0.624412,0.663336,1.345357,7.705942,-5.786830,6.213332,-3.063520,-0.000095,0.037922,-0.006890
1308889288577778922!,great-mauve-beetle,0.230000,-0.576857,0.567976,0.724931,1.313193,7.420101,-5.684132,6.091069,-3.362498,-0.000511,0.039336,-0.005924
1308889288577778922!,great-mauve-beetle,0.240000,-0.504688,0.512525,0.785280,1.278020,7.103127,-5.587890,5.960532,-3.662453,-0.000606,0.040679,-0.005899
1308889288577778922!,great-mauve-beetle,0.250000,-0.435812,0.457959,0.844304,1.239819,6.761045,-5.502132,5.822066,-3.964768,-0.000488,0.041845,-0.006466
1308889288577778922!,great-mauve-beetle,0.260000,-0.370449,0.404152,0.901918,1.198559,6.398501,-5.429489,5.674713,-4.270230,-0.000268,0.042708,-0.007283
1308889288577778922!,great-mauve-beetle,0.270000,-0.308784,0.350959,0.958018,1.154210,6.018944,-5.371267,5.516424,-4.578746,-0.000047,0.043131,-0.008017
1308889288577778922!,great-mauve-beetle,0.280000,-0.250949,0.298191,1.012469,1.106755,5.624838,-5.327340,5.344336,-4.889043,0.000080,0.042954,-0.008357
1308889288577778922!,great-mauve-beetle,0.290000,-0.197075,0.245702,1.065105,1.056196,5.218108,-5.296688,5.155130,-5.198612,0.000026,0.042012,-0.008019
1308889288577778922!,great-mauve-beetle,0.300000,-0.147280,0.193369,1.115731,1.002569,4.800443,-5.277361,4.945362,-5.503552,-0.000284,0.040139,-0.006749
1308889288577778922!,great-mauve-beetle,0.310000,-0.101665,0.141098,1.164118,0.945954,4.373619,-5.266605,4.711849,-5.798533,-0.000913,0.037169,-0.004325
1308889288577778922!,great-mauve-beetle,0.320000,-0.060314,0.088827,1.210013,0.886492,3.939812,-5.261027,4.452080,-6.076844,-0.001914,0.032952,-0.000569
